นิติบุคคลจัดตั้งเดือนมิถุนายน  2558,,,,,,
ทั่วประเทศ,,,,,,
ที่,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่
10 ,0803558001284,หจ.บุญพิทักษ์ คอนสตรัคชั่น,16/6/2558," 1,500,000 ",รับเหมาก่อสร้าง,16 หมู่ที่ 2  ต.ควนชุม อ.ร่อนพิบูลย์ จ.นครศรีธรรมราช 80130
11 ,0803558001365,หจ.ทีเค เดวิลลอปเม้นท์,23/6/2558," 1,000,000 ",รับเหมาก่อสร้าง,73/25 หมู่ที่ 1 ถนนนาพรุ-ปากพูน  ต.นาพรุ อ.พระพรหม จ.นครศรีธรรมราช 80000
12 ,0805558000875,บจ.อธิภัทร คอนสทรัคชั่น แอนด์เซอร์วิส จำกัด,4/6/2558," 1,000,000 ",รับเหมาก่อสร้าง,4/7 ซอยพิศาลสุข ถนนพัฒนาการคูขวาง  ต.ในเมือง อ.เมืองนครศรีธรรมราช จ.นครศรีธรรมราช 80000
13 ,0805558000883,บจ.พีวาย. อินเตอร์เทรด คอร์ปอเรชั่น จำกัด,9/6/2558," 1,000,000 ",ประกอบกิจการ นำเข้า-ส่งออก สินค้าโภคภัณฑ์ ทุกประเภท,120/2 หมู่ที่ 5  ต.ปากนคร อ.เมืองนครศรีธรรมราช จ.นครศรีธรรมราช 80000
14 ,0805558000905,บจ.เอเอ็นเอส คอนโทรล โซลูชัน จำกัด,11/6/2558," 1,000,000 ",ซื้อ ขาย ออกแบบและติดตั้งงานระบบไฟฟ้าและระบบอีเล็กทรอนิคส์ ทุกชนิด,373/4 หมู่ที่ 1  ต.ปากพูน อ.เมืองนครศรีธรรมราช จ.นครศรีธรรมราช 80000
15 ,0805558000999,บจ.นักคิด ดีไซน์ สตูดิโอ จำกัด,29/6/2558," 1,000,000 ",ประกอบกิจการด้านการออกแบบ,33 ซอยโชคดี 56 ถนนพัฒนาการคูขวาง  ต.ในเมือง อ.เมืองนครศรีธรรมราช จ.นครศรีธรรมราช 80000
16 ,0805558000921,บจ.สมาร์ท กรุ๊ป 2015 จำกัด,15/6/2558," 1,000,000 ",ประกอบกิจการด้านการศึกษา,60/21-22 ซอยเอกนคร ถนนพัฒนาการคูขวาง  ต.ท่าวัง อ.เมืองนครศรีธรรมราช จ.นครศรีธรรมราช 80000
17 ,0805558000913,บจ.พรที่วังย่อยยางเม็ด จำกัด,12/6/2558," 1,000,000 ",รับจ้างย่อยยางเม็ดและไม้ยางพารา,9/12 หมู่ที่ 1  ต.ที่วัง อ.ทุ่งสง จ.นครศรีธรรมราช 80110
18 ,0805558000859,บจ.เอราวัณปาล์ม เอนจิเนียริ่ง จำกัด,3/6/2558," 1,000,000 ",ผลิตเครื่องจักรที่ใช้เฉพาะอย่าง,421/89 ถนนทุ่งสง-นครศรีธรรมราช  ต.ปากแพรก อ.ทุ่งสง จ.นครศรีธรรมราช 80110
19 ,0805558000930,บจ.โปรแกรนด์เอนเนอยี่ จำกัด,22/6/2558," 1,000,000 ",ประกอบกิจการผลิตและการส่งพลังงานไฟฟ้า,509/27 หมู่ที่ 1  ต.ชะมาย อ.ทุ่งสง จ.นครศรีธรรมราช 80110
20 ,0803558001331,หจ.ณัฐทิพย์ การโยธา,23/6/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง,29/1 หมู่ที่ 10  ต.เปลี่ยน อ.สิชล จ.นครศรีธรรมราช 80120
21 ,0803558001306,หจ.พี แอนด์ ดี โมบาย,19/6/2558," 1,000,000 ",ประกอบกิจการจำหน่ายโทรศัพท์เคลื่อนที่และอุแกรณ์เสริม ทุกประเภท ทุกชนิด,468 หมู่ที่ 3  ต.จันดี อ.ฉวาง จ.นครศรีธรรมราช 80150
22 ,0805558001006,บจ.ทรัพย์สิน ภิรฎาพร กรุ๊ป จำกัด,30/6/2558," 1,000,000 ",ประกอบกิจการรับเป็นที่ปรึกษาฝึกอบรมรับจัดการธุรกิจเกี่ยวกับบริหารงานขายและการขยายตลาด,37/29 หมู่ที่ 4  ต.จันดี อ.ฉวาง จ.นครศรีธรรมราช 80150
23 ,0805558000867,บจ.ช.วิวัฒน์วิศวะรุ่งเรือง จำกัด,4/6/2558," 1,000,000 ",รับเหมาก่อสร้าง,50/1 หมู่ที่ 7  ต.หัวไทร อ.หัวไทร จ.นครศรีธรรมราช 80170
24 ,0803558001209,หจ.สิริภัสตรา,8/6/2558," 1,000,000 ",จำหน่ายอาหารและเครื่องดื่ม,226 หมู่ที่ 11  ต.กำโลน อ.ลานสกา จ.นครศรีธรรมราช 80230
25 ,0803558001195,หจ.เคแอนด์เค ธุรกิจ  199,8/6/2558," 1,000,000 ",จำหน่ายอาหารและเครื่องดื่ม,226 หมู่ที่ 11  ต.กำโลน อ.ลานสกา จ.นครศรีธรรมราช 80230
26 ,0803558001322,หจ.ทีแอนด์วาย การโยธา,23/6/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง,398/9 หมู่ที่ 10 ซอยท่าเรือ7 ถนนนครศรีฯ-ปากพนัง  ต.ท่าเรือ อ.เมืองนครศรีธรรมราช จ.นครศรีธรรมราช 80290
27 ,0803558001217,หจ.น้องกรี,9/6/2558," 1,000,000 ",รับซื้อขายของเก่า,55/2 หมู่ที่ 6  ต.ทอนหงส์ อ.พรหมคีรี จ.นครศรีธรรมราช 80320
28 ,0803558001187,หจ.ส.พิทักษ์การโยธา,4/6/2558," 700,000 ",รับเหมาก่อสร้าง,127/3 หมู่ที่ 1  ต.อินคีรี อ.พรหมคีรี จ.นครศรีธรรมราช 80000
29 ,0803558001357,หจ.จิระค้าวัสดุ,23/6/2558," 550,000 ",รับเหมาก่อสร้าง,154/13 หมู่ที่ 3  ต.นาสาร อ.เมืองนครศรีธรรมราช จ.นครศรีธรรมราช 80000
30 ,0803558001349,หจ.พัชรีก่อสร้าง2015,23/6/2558," 550,000 ",รับเหมาก่อสร้าง ขุดดิน ขุดลอก คู คลอง หนอง บึ,154/14 หมู่ที่ 3  ต.นาสาร อ.พระพรหม จ.นครศรีธรรมราช 80000
31 ,0803558001292,หจ.โปรเซอร์วิสแอร์คอนดิชั่นนิ่ง,19/6/2558," 500,000 ",ประกอบกิจการให้บริการติดตั้ง ตรวจเช็ค ซ่อมบำรุง รักษา เครื่องปรับอากาศ,87/1 หมู่ที่ 8  ต.ไสหร้า อ.ฉวาง จ.นครศรีธรรมราช 80250
32 ,0803558001225,หจ.ทรัพย์เมืองบุรี,11/6/2558," 500,000 ",รับเหมาก่อสร้าง,74 หมู่ที่ 10  ต.กะปาง อ.ทุ่งสง จ.นครศรีธรรมราช 80310
33 ,0803558001373,หจ.เอ็นเคเอส เดอะซิสเต็ม,26/6/2558," 400,000 ",ติดตั้งระบบโทรคมนาคมและการสื่อสาร,284 ถนนราชดำเนิน  ต.ในเมือง อ.เมืองนครศรีธรรมราช จ.นครศรีธรรมราช 80000
34 ,0803558001276,หจ.ไพรัช การช่าง 58,15/6/2558," 300,000 ",ประกอบกิจการรับเหมาก่อสร้าง,50/32 ถนนพัฒนาการคูขวาง  ต.ท่าวัง อ.เมืองนครศรีธรรมราช จ.นครศรีธรรมราช 80000
35 ,0803558001268,หจ.ทรัพย์มั่นคง ทุ่งสง,15/6/2558," 300,000 ",การบันทึกรายการธุรกรรมทางการค้าที่เกิดจากธุรกิจ งานบัญชี งานจัดเก็บอกสาร งานธุรการ,35 ถนนยุทธศาสตร์  ต.ปากแพรก อ.ทุ่งสง จ.นครศรีธรรมราช 80110
36 ,0803558001233,หจ.มงคลทอง เอนเตอร์ไพร์ส แอนด์ เทรดดิ้ง,12/6/2558," 300,000 ",ประกอบกิจการส่งออกยางดิบ ยางแผ่น ยางแท่ง,326 หมู่ที่ 3  ต.เขาพระ อ.พิปูน จ.นครศรีธรรมราช 80270
37 ,0805558000948,บจ.พลังเนรมิต จำกัด,24/6/2558," 200,000 ",ให้บริการทางด้านกฎหมายและบัญชี,223 หมู่ที่ 4  ต.วังอ่าง อ.ชะอวด จ.นครศรีธรรมราช 80180
1 ,0815558000913,บจ.ณรินทร์มาศ จำกัด,19/6/2558," 5,000,000 ",ประกอบกิจการผลิตผลิตภัณฑ์คอนกรีตเพื่อใช้ในงานก่อสร้าง,99/1 หมู่ที่ 10  ต.พรุดินนา อ.คลองท่อม จ.กระบี่ 81120
2 ,0813558000555,หจ.อ่าวนางวิสกี้,29/6/2558," 3,000,000 ",การขายปลีกเครื่องดื่มที่มีแอลกอฮอล์ และไม่มีแอลกอฮอล์,238/5 หมู่ที่ 2  ต.อ่าวนาง อ.เมืองกระบี่ จ.กระบี่ 81000
3 ,0815558000921,บจ.ซีพีเอ็ม.แคปปิตอล พร๊อพเพอร์ตี้ เมเนจเม้นท์ จำกัด,22/6/2558," 3,000,000 ",ประกอบกิจการซื้อขาย พัฒนาอสังหาริมทรัพย์,4/2 หมู่ที่ 3  ต.อ่าวนาง อ.เมืองกระบี่ จ.กระบี่ 81000
4 ,0815558000981,บจ.อันดา คอนสตรัคชั่น จำกัด,30/6/2558," 2,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง,29 ซอย5 ถนนมหาราช  ต.ปากน้ำ อ.เมืองกระบี่ จ.กระบี่ 81000
5 ,0815558000948,บจ.ปาปาย่า เกสท์เฮ้าส์ จำกัด,24/6/2558," 2,000,000 ",ประกอบกิจการให้เช่าบ้านพักอาศัย,125/74 หมู่ที่ 7  ต.อ่าวนาง อ.เมืองกระบี่ จ.กระบี่ 81000
6 ,0815558000964,บจ.อันดา ฮาร์ดแวร์ จำกัด,26/6/2558," 1,000,000 ",จำหน่ายวัสดุก่อสร้างทุกชนิด,107/93 หมู่ที่ 11  ต.กระบี่น้อย อ.เมืองกระบี่ จ.กระบี่ 81000
7 ,0813558000512,หจ.แอล.เค เล้งกี่ เอ็กซ์เชนจ์,9/6/2558," 1,000,000 ",ประกอบกิจการรับแลกเปลี่ยนเงินตราต่างประเทศทุกชนิด เมื่อได้รับอนุญาตจากหน่วยงานที่เกี่ยวข้องแล้ว,88/8 ถนนมหาราช  ต.ปากน้ำ อ.เมืองกระบี่ จ.กระบี่ 81000
8 ,0815558000841,บจ.มาเนตรเอ็กซ์เชนจ์ จำกัด,10/6/2558," 1,000,000 ",ประกอบกิจการซื้อขายแลกเปลี่ยนเงินตราต่างประเทศ (เมื่อได้รับอนุญาตจากหน่วยงานที่เกี่ยวข้อง),271 หมู่ที่ 2  ต.หนองทะเล อ.เมืองกระบี่ จ.กระบี่ 81000
9 ,0815558000867,บจ.พัฒนาศักยภาพทุนมนุษย์ จำกัด,11/6/2558," 1,000,000 ",ประกอบกิจการเกี่ยวกับให้บริการด้านคำปรึกษา ทางวิชาการ จัดการฝึกอบรมด้านวิชาการกากรศึกษาวิจัย,323-323/1 ถนนมหาราช  ต.ปากน้ำ อ.เมืองกระบี่ จ.กระบี่ 81000
10 ,0815558000972,บจ.วี อาร์ กระบี่ จำกัด,29/6/2558," 1,000,000 ",ประกอบกิจการนำเที่ยว รวมทั้งธุรกิจที่เกี่ยวข้องกับการนำเที่ยวทุกชนิด,7 หมู่ที่ 6  ต.เขาทอง อ.เมืองกระบี่ จ.กระบี่ 81000
11 ,0813558000521,หจ.กระบี่ทัวร์ริ่ง,10/6/2558," 1,000,000 ",ประกอบกิจการตัวแทนธุรกิจการท่องเที่ยว รวมทั้งบริการนักท่องเที่ยว,97 หมู่ที่ 1  ต.อ่าวนาง อ.เมืองกระบี่ จ.กระบี่ 81000
12 ,0815558000883,บจ.สยามอินเตอร์เทค (ไทยแลนด์) จำกัด,16/6/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง,82/3 หมู่ที่ 12  ต.คลองพน อ.คลองท่อม จ.กระบี่ 81120
13 ,0815558000875,บจ.กระบี่ ส. เจริญ คอนสตรัคชั่น จำกัด,12/6/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้างถนน คูระบายน้ำ ขุดลอกคูคลอง,27/2 หมู่ที่ 8  ต.คลองท่อมเหนือ อ.คลองท่อม จ.กระบี่ 81120
14 ,0815558000891,บจ.ยิ่งใหญ่ วิศวกรรม การเกษตร จำกัด,16/6/2558," 1,000,000 ",ประกอบกิจการขนส่งภายในประเทศ,727 หมู่ที่ 5  ต.ลำทับ อ.ลำทับ จ.กระบี่ 81120
15 ,0815558000956,บจ.ศิลาแทรเวล แอนด์ ทัวร์ จำกัด,25/6/2558," 1,000,000 ",ธุรกิจทัวร์และท่องเที่ยว,168/1 หมู่ที่ 2  ต.เหนือคลอง อ.เหนือคลอง จ.กระบี่ 81130
16 ,0815558000905,บจ.ไพเรท คิงส์ ทัวร์ แอนด์ ทราเวล จำกัด,17/6/2558," 1,000,000 ",ประกอบก่ิจการจำหน่ายตั๋วทางบก ทางน้ำ และทางอากาศ,15/2 หมู่ที่ 3  ต.ศาลาด่าน อ.เกาะลันตา จ.กระบี่ 81150
17 ,0815558000859,บจ.มานี เฮ้าส์ แอนด์ ดีเวลลอปเม้นท์ จำกัด,11/6/2558," 500,000 ",ประกอบกิจการออกแบบและก่อสร้างอาคารที่พักอาศัย,238/6 ถนนมหาราช  ต.ปากน้ำ อ.เมืองกระบี่ จ.กระบี่ 81000
18 ,0815558000930,บจ.รัชดาภรณ์ การบัญชี จำกัด,24/6/2558," 500,000 ",ให้บริการทางบัญชี และภาษีอากร,27/9 ถนนมหาราช  ต.กระบี่ใหญ่ อ.เมืองกระบี่ จ.กระบี่ 81000
19 ,0813558000563,หจ.สารมาศ อาร์คิเทค แอนด์ ดีไซน์,30/6/2558," 500,000 ",ประกอบกิจการก่อสร้างอาคาร และอาคารที่พักอาศัย,161 หมู่ที่ 3  ต.เหนือคลอง อ.เหนือคลอง จ.กระบี่ 81130
20 ,0813558000539,หจ.365ไทยทราเวล,16/6/2558," 200,000 ",ธุรกิจนำเที่ยว,103/8 ถนนกระบี่  ต.ปากน้ำ อ.เมืองกระบี่ จ.กระบี่ 81000
21 ,0813558000547,หจ.อนันต์รุ่งโรจน์,16/6/2558," 150,000 ",รับเป็นผู้บริหารเกี่ยวกับด้านพาณิชยกรรม อุตสาหกรรม การตลาด และจัดจำหน่าย,327 หมู่ที่ 3  ต.คลองเขม้า อ.เหนือคลอง จ.กระบี่ 81130
1 ,0825558000441,บจ.นัมเบอร์ ไนน์ คอร์เปอร์เรชั่น จำกัด,24/6/2558," 5,000,000 ",ประกอบกิจการโรงไฟฟ้า การผลิตและส่งไฟฟ้า รวมทั้งจำหน่ายกระแสไฟฟ้า,295 ถนนเพชรเกษม  ต.ท้ายช้าง อ.เมืองพังงา จ.พังงา 82000
2 ,0823558000253,หจ.มะลิ เรสเตอรองท์,17/6/2558," 4,000,000 ",ประกอบกิจการภัตตาคาร ร้านอาหาร จำหน่ายอาหารและเครื่องดื่ม,5/23 หมู่ที่ 2  ต.ลำแก่น อ.ท้ายเหมือง จ.พังงา 82210
3 ,0825558000417,บจ.ซีเค 24 จำกัด,16/6/2558," 3,000,000 ",ประกอบกิจการ สนามกอล์ฟ ไดร์กอล์ฟ สปอร์ตคลับ ห้องออกกำลังกาย ฟิตเนส,20/3 หมู่ที่ 4  ต.บางไทร อ.ตะกั่วป่า จ.พังงา 82110
4 ,0825558000433,บจ.ไพเรท ไดเวอร์ส เขาหลัก จำกัด,23/6/2558," 2,000,000 ",ประกอบกิจการนำเที่ยว รวมทั้งธุรกิจที่เกี่ยวข้องกับการนำเที่ยวทุกชนิด,61/1 หมู่ที่ 5  ต.คึกคัก อ.ตะกั่วป่า จ.พังงา 82190
5 ,0825558000395,บจ.สิมิลัน สกูบา จำกัด,11/6/2558," 2,000,000 ",ประกอบกิจการดำน้ำแบบดำผิวน้ำ และดำน้ำลึก สอนดำน้ำ,8/42 หมู่ที่ 7  ต.คึกคัก อ.ตะกั่วป่า จ.พังงา 82190
6 ,0823558000245,หจ.อโลมา เรสเตอรองท์,8/6/2558," 2,000,000 ",ประกอบกิจการ ภัตตาคาร ร้านอาหาร จำหน่ายอาหารและเครื่องดื่ม,17/11 หมู่ที่ 2  ต.ลำแก่น อ.ท้ายเหมือง จ.พังงา 82210
7 ,0825558000387,บจ.สมาร์ท ไอที คอร์ปอเรชัน จำกัด,10/6/2558," 1,000,000 ",ประกอบกิจการจำหน่ายอุปกรณ์ไอทีทุกชนิด,142/6 ถนนมนตรี  ต.ท้ายช้าง อ.เมืองพังงา จ.พังงา 82000
8 ,0825558000409,บจ.วังชมพู พร็อพเพอร์ตี้ จำกัด,11/6/2558," 1,000,000 ",ประกอบกิจการซื้อขายเปลี่ยนให้เช่าที่ดิน ที่ิดินพร้อมสิ่งปลูกสร้างและอสังหาริมทรัพย์อื่น ๆ,5391/1 ถนนเพชรเกษม  ต.ท้ายช้าง อ.เมืองพังงา จ.พังงา 82000
9 ,0823558000270,หจ.พี.บี. คอนสทรัคชั่น แอนด์ ดีไซน์,19/6/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง,18/1 หมู่ที่ 6  ต.บางไทร อ.ตะกั่วป่า จ.พังงา 82110
10 ,0825558000450,บจ.เทวา ออยล์ จำกัด,29/6/2558," 1,000,000 ",ประกอบกิจการจำหน่ายน้ำมันเชื้อเพลิง,74 ถนนกลั่นแก้ว  ต.ตะกั่วป่า อ.ตะกั่วป่า จ.พังงา 82110
11 ,0825558000468,บจ.พังงาเมทัลชีท จำกัด,30/6/2558," 1,000,000 ",ประกอบกิจการโรงรีดเหล็กและโลหะทุกชนิด,3/13 ชั้นที่ 2 หมู่ที่ 9 ถนนลิ่มดุลย์  ต.ท้ายเหมือง อ.ท้ายเหมือง จ.พังงา 82120
12 ,0825558000379,บจ.แลนสเคป คอนซัลติ้ง เซอร์วิส จำกัด,10/6/2558," 1,000,000 ",ประกอบกิจการรับจัดสวน,12/13 หมู่ที่ 6  ต.โคกกลอย อ.ตะกั่วทุ่ง จ.พังงา 82140
13 ,0823558000261,หจ.สามจันทร์ เอ็น.ที.แอล.,19/6/2558," 1,000,000 ",ประกอบกิจการรับจ้าง ขนส่งสินค้าและวัสดุทุกชนิด,7/3 หมู่ที่ 8  ต.โคกเจริญ อ.ทับปุด จ.พังงา 82180
14 ,0825558000425,บจ.บี.พี.ออโต้ เอ็นเตอร์ไพร์ส จำกัด,22/6/2558," 1,000,000 ",ประกอบกิจการประมูลเพื่อขายสินค้าและรับจ้างทำของ ตามวัตถุที่ประสงค์ทั้งหมด ให้แก่บุคคลคณะบุคคล,25/46 หมู่ที่ 1  ต.ลำแก่น อ.ท้ายเหมือง จ.พังงา 82210
15 ,0823558000288,หจ.ทวีโชคการก่อสร้าง,24/6/2558," 700,000 ",ประกอบกิจการรับเหมาก่อสร้าง,123 หมู่ที่ 5  ต.ลำภี อ.ท้ายเหมือง จ.พังงา 82120
1 ,0835558006628,บจ.ควอเท็กซ์ เนเชอรัล ลาเท็กซ์ จำกัด,2/6/2558," 200,000,000 ",ประกอบกิจการจำหน่ายอาหาร ผลิตภัณฑ์อาหารเสริมบำรุงสุขภาพ ความงาม เวชภัณฑ์ยา เครื่องสำอาง และสมุนไพร,888 หมู่ที่ 5 ถนนเฉลิมพระเกียรติ ร.9  ต.รัษฎา อ.เมืองภูเก็ต จ.ภูเก็ต 83000
2 ,0835558006636,บจ.เวอร์ทิส ลาเท็กซ์ จำกัด,2/6/2558," 70,120,000 ",ประกอบกิจการโรงงานผลิต รับจ้างผลิตและแปรรูปผลิตภัณฑ์ยางทุกชนิด เช่น ที่นอนยาง,44/1 หมู่ที่ 5  ต.ศรีสุนทร อ.ถลาง จ.ภูเก็ต 83110
3 ,0835558006695,บจ.ทริกซี่ เฮ้าส์ จำกัด,3/6/2558," 6,000,000 ",ประกอบธุรกิจซื้อ ขาย เช่า ให้เช่าอสังหาริมทรัพย์ทุกชนิด,79/12 หมู่ที่ 7  ต.ฉลอง อ.เมืองภูเก็ต จ.ภูเก็ต 83130
4 ,0835558006814,บจ.อันดามัน มาร์ลิน สปีดโบ้ท ชาร์เตอร์ จำกัด,5/6/2558," 5,000,000 ",การขนส่งผู้โดยสารทางทะเลและตามแนวชายฝั่งทะเลโดยเรือท่องเที่ยว,35/420 หมู่ที่ 2  ต.เกาะแก้ว อ.เมืองภูเก็ต จ.ภูเก็ต 83000
5 ,0835558007683,บจ.เค.เอส.บิสซิเนส ภูเก็ต จำกัด,23/6/2558," 5,000,000 ",ประกอบกิจการจัดสรรที่ดิน ซื้อขายอสังหาริมทรัพย์ เช่น ที่ดิน บ้านจัดสรร อาคารชุด,63/17 หมู่บ้านอนุภาษมโนรมย์ 1 หมู่ที่ 4  ต.วิชิต อ.เมืองภูเก็ต จ.ภูเก็ต 83000
6 ,0835558007829,บจ.ภูนาวา เรสซิเด้นซ์ จำกัด,26/6/2558," 5,000,000 ",ประกอบธุรกิจการซื้อขาย พัฒนา จัดสรรที่ดิน ทำการก่อสร้างอาคาร บ้านเรือน อาคารพาณิชย์,114/3 ถนนภูเก็ต  ต.ตลาดใหญ่ อ.เมืองภูเก็ต จ.ภูเก็ต 83000
7 ,0835558006857,บจ.ปุรณาการ แอสเสท จำกัด,5/6/2558," 5,000,000 ",การให้เช่า การขาย ซื้อ และดำเนินงานด้านอสังหาริมทรัพย์ทุกชนิด,2/1 ถนนปฎัก  ต.กะรน อ.เมืองภูเก็ต จ.ภูเก็ต 83100
8 ,0835558007501,บจ.ยูไนเต็ด เซอร์วิส ภูเก็ต จำกัด,17/6/2558," 5,000,000 ",ประกอบกิจการให้บริการขนส่งและขนถ่ายสินค้า รวมถึงคนโดยสาร,49/21 ถนนบ้านดอน-เชิงทะเล  ต.เชิงทะเล อ.ถลาง จ.ภูเก็ต 83110
9 ,0835558007071,บจ.โอลก้า แอนด์ จูน จำกัด,10/6/2558," 5,000,000 ",การขาย ซื้อ และดำเนินงานด้านอสังหาริมทรัพย์,24/116 หมู่ที่ 1  ต.ราไวย์ อ.เมืองภูเก็ต จ.ภูเก็ต 83130
10 ,0835558006750,บจ.เจเอ็มเอ็น แมเนจเม้นท์ จำกัด,4/6/2558," 5,000,000 ",การจัดที่พักแรมแบบให้เช่าเป็นรายวันหรือรายสัปดาห์สำหรับผู้ที่มาพักแรมระยะสั้น,"102,104,106 ถนนผังเมืองสาย ก  ต.ป่าตอง อ.กะทู้ จ.ภูเก็ต 83150"
11 ,0835558007951,บจ.ทรี สตาร์ อินโนเวชั่น จำกัด,30/6/2558," 4,900,000 ",ประกอบธุรกิจ เช่า เช่าซื้อ ให้เช่า ซื้อ ขาย อาคารที่พักอาศัย อพาร์ทเม้นต์ คอนโดมิเนียม ที่ดิน อสังหา,78/10 ถนนปฎัก  ต.กะรน อ.เมืองภูเก็ต จ.ภูเก็ต 83100
12 ,0835558006962,บจ.เอเซีย อีโก ทราเวล จำกัด,8/6/2558," 4,000,000 ",ประกอบกิจการให้เช่าเรือ ตัวแทนในการซื้อขาย ธุรกิจนำเที่ยวทางเรือ,65/424 หมู่ที่ 2  ต.วิชิต อ.เมืองภูเก็ต จ.ภูเก็ต 83000
13 ,0835558007055,บจ.เมด อิน อิตาลี ซี วี จำกัด,9/6/2558," 4,000,000 ",บริการที่พักระยะสั้น เช่น เกสต์เฮ้าส์ บังกะโล และที่พักราคาประหยัดอื่นๆซึ่งดัดแปลงเป็นที่พักแรม,125/336 หมู่ที่ 5  ต.รัษฎา อ.เมืองภูเก็ต จ.ภูเก็ต 83000
14 ,0835558007691,บจ.มาย วัลเล่ย์ จำกัด,23/6/2558," 4,000,000 ",การซื้อ ขาย หรือให้เช่าอสังหาริมทรัพย์ เพื่อการพักอาศัย,98/12 หมู่ที่ 4  ต.เกาะแก้ว อ.เมืองภูเก็ต จ.ภูเก็ต 83000
15 ,0835558007292,บจ.เดอะ คาเฟ่ กัวร์เมนด์ จำกัด,12/6/2558," 4,000,000 ",ประกอบกิจการขายกาแฟ และอุปกรณ์เกี่ยวกับการทำกาแฟ,2/3 หมู่ที่ 5  ต.เชิงทะเล อ.ถลาง จ.ภูเก็ต 83110
16 ,0835558007322,บจ.อินโฟบิส ไทย จำกัด,15/6/2558," 4,000,000 ",ประกอบกิจการบริการ ซื้อ ขาย ให้เช่า เช่า อสังหาริมทรัพย์ และสังหาริมทรัพย์ทุกชนิด,219/35 หมู่ที่ 4  ต.เทพกระษัตรี อ.ถลาง จ.ภูเก็ต 83110
17 ,0833558000962,หจ.อาร์ต เอ็กซิบิชั่น แอนด์ แกลเลอรี่,11/6/2558," 4,000,000 ",จำหน่ายสิ่งถัก สิ่งทอ ผ้าพันคอ ผ้าคลุมไหล่ พรม,59/32 หมู่ที่ 4 ถนนพระบารมี  ต.กะทู้ อ.กะทู้ จ.ภูเก็ต 83120
18 ,0835558007667,บจ.เซดน่า เอเซีย จำกัด,22/6/2558," 4,000,000 ",ประกอบกิจการด้านการวางระบบโปรแกรมคอมพิวเตอร์ พัฒนาซอฟแวร์ และเขียนโปรแกรม,32/16 หมู่ที่ 9  ต.ฉลอง อ.เมืองภูเก็ต จ.ภูเก็ต 83130
19 ,0835558006865,บจ.พินเทอร์นิค จำกัด,5/6/2558," 4,000,000 ",ประกอบธุรกิจให้บริการ เช่า ให้เช่า ขาย ซื้อ ขายฝาก จัดการ ดูแลและพัฒนาอสังหาริมทรัพย์,9/4 หมู่ที่ 1  ต.ราไวย์ อ.เมืองภูเก็ต จ.ภูเก็ต 83130
20 ,0835558007446,บจ.ยูนิต ทเว็นตี้ เซเว่น เทคนิคอล ไฟท์ แฟคโทรี่ จำกัด,16/6/2558," 4,000,000 ",ประกอบกิจการเปิดสอนศิลปะป้องกันตัว บราซิลเลี่ยน จูจิสสีให้ทั้งชาวไทย และชาวต่างชาติ,9/49 หมู่ที่ 5  ต.ฉลอง อ.เมืองภูเก็ต จ.ภูเก็ต 83130
21 ,0835558007217,บจ.ฟรอนท์ไลน์ มวยไทย จำกัด,12/6/2558," 4,000,000 ",ประกอบกิจการศูนย์ออกกำลังกาย การฝึกมวยไทย,40/3 หมู่ที่ 6  ต.ราไวย์ อ.เมืองภูเก็ต จ.ภูเก็ต 83130
22 ,0835558007811,บจ.บ้าน ฟิล 2014 จำกัด,26/6/2558," 4,000,000 ",ประกอบกิจการบริการ ห้องพักให้เช่า รายวัน รายเดือน เกสเฮ้าส์,35/23 ถนนราษฎร์อุทิศ 200 ปี  ต.ป่าตอง อ.กะทู้ จ.ภูเก็ต 83150
23 ,0835558006954,บจ.7 สกาย เอ็นเตอร์ไพรส์ จำกัด,8/6/2558," 4,000,000 ",ประกอบกิจการบริการ ห้องพักให้เช่า รายวัน รายเดือน เกสเฮ้าส์,85/4-5 ถนนผังเมืองสาย ก  ต.ป่าตอง อ.กะทู้ จ.ภูเก็ต 83150
24 ,0835558007471,บจ.เซเลบริตี้ อิงค์  แทททู จำกัด,17/6/2558," 4,000,000 ",ประกอบกิจการจำหน่ายอาหารและเครื่องดื่ม,152/1 ถนนทวีวงศ์  ต.ป่าตอง อ.กะทู้ จ.ภูเก็ต 83150
25 ,0835558007489,บจ.เซเลบริตี้ ดริ้ง จำกัด,17/6/2558," 4,000,000 ",ประกอบกิจการจำหน่ายอาหารและเครื่องดื่ม,23/13 ถนนบางลา  ต.ป่าตอง อ.กะทู้ จ.ภูเก็ต 83150
26 ,0835558006741,บจ.สเคลภูมิ โปรดักชั่นส์ จำกัด,4/6/2558," 4,000,000 ",ประกอบกิจการซื้อ ขาย ให้เช่า สังหาริมทรัพย์และอสังหาริมทรัพย์ทุกชนิด,113 ถนนราษฎร์อุทิศ 200 ปี  ต.ป่าตอง อ.กะทู้ จ.ภูเก็ต 83150
