นิติบุคคลจัดตั้งเดือนกรกฎาคม  2558,,,,,,
ทั่วประเทศ,,,,,,
ที่,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่
19,0803558001497,หจ.เขียนทองทรัพย์,22/7/2558," 1,000,000 ",รับเหมาก่อสร้าง,21 หมู่ที่ 2  ต.ฉลอง อ.สิชล จ.นครศรีธรรมราช 80120
20,0803558001438,หจ.บุญพา 999 เทเลคอม,8/7/2558," 1,000,000 ",การให้บริการเครื่องคอมพิวเตอร์เพื่อใช้อินเทอร์เน็ต,35 หมู่ที่ 9  ต.คลองกระบือ อ.ปากพนัง จ.นครศรีธรรมราช 80140
21,0803558001454,หจ.มหาทรัพย์ ซัพพลาย 1986,13/7/2558," 1,000,000 ",การขายส่งอุปกรณ์ไฟฟ้า,97 หมู่ที่ 10  ต.ไทยบุรี อ.ท่าศาลา จ.นครศรีธรรมราช 80160
22,0803558001560,หจ.ชัยรุ่งโรจน์ การโยธา,24/7/2558," 1,000,000 ",รับเหมาก่อสร้าง,75/1 หมู่ที่ 7  ต.เกาะเพชร อ.หัวไทร จ.นครศรีธรรมราช 80170
23,0805558001057,บจ.ชัยเจริญ ฟู้ดส์ กรุ๊ป จำกัด,10/7/2558," 1,000,000 ",บริการจัดอาหารและเครื่องดื่มรวมถึงไอศกรีมและเค้กจัดเตรียมไว้พร้อมบริโภค,150/4 หมู่ที่ 11 ถนนเทศบาล6  ต.นาบอน อ.นาบอน จ.นครศรีธรรมราช 80220
24,0805558001120,บจ.ชัยทณาพร ดีเวลล๊อปเม้นท์ จำกัด,28/7/2558," 1,000,000 ",รับเหมาก่อสร้างอาคาร อาคารพาณิชย์ อาคารที่พักอาศัย สถานที่ทำการ ถนน สะพาน เขื่อน อุโมงค์ ทำงานโยธา,447 หมู่ที่ 7  ต.นาบอน อ.นาบอน จ.นครศรีธรรมราช 80220
25,0805558001049,บจ.อภิญญา โกลเบิล จำกัด,7/7/2558," 1,000,000 ",ประกอบกิจการโรงแรม ภัตตาคาร,115 หมู่ที่ 4  ต.กรุงหยัน อ.ทุ่งใหญ่ จ.นครศรีธรรมราช 80240
26,0803558001543,หจ.พรหมคีรี กรุ๊ป,24/7/2558," 1,000,000 ",ประกอบกิจการก่อสร้างโครงการวิศวกรรม,211 หมู่ที่ 8  ต.ทอนหงส์ อ.พรหมคีรี จ.นครศรีธรรมราช 80320
27,0803558001519,หจ.เอสบี. อาคิเท็ค66,23/7/2558," 600,000 ",รับเหมาก่อสร้าง,374/3 หมู่ที่ 2  ต.ชะมาย อ.ทุ่งสง จ.นครศรีธรรมราช 80110
28,0803558001594,หจ.เอ อาร์ เซอร์เวย์,29/7/2558," 500,000 ",สำรวจอุบัติเหตุให้กับบริษัทประกันภัย,12 หมู่ที่ 5  ต.นาไม้ไผ่ อ.ทุ่งสง จ.นครศรีธรรมราช 80110
29,0803558001527,หจ.เมืองพระ,24/7/2558," 500,000 ",ประกอบกิจการบริการขนส่งและรับจ้างบรรทุกไม้ บรรทุกวัสดุ สิ่งของ ในโรงปูน โรงปูนซีเมนต์ ในโรงงาน,210/64 หมู่ที่ 7  ต.ร่อนพิบูลย์ อ.ร่อนพิบูลย์ จ.นครศรีธรรมราช 80130
30,0803558001535,หจ.ชัยฐิวรรธน์,24/7/2558," 500,000 ",การขายส่งสินค้าทั่วไป,223/2 หมู่ที่ 3  ต.ควนชุม อ.ร่อนพิบูลย์ จ.นครศรีธรรมราช 80130
31,0805558001103,บจ.ป.ปัณณวัฒน์ จำกัด,27/7/2558," 200,000 ",ประกอบกิจการด้านกฎหมายและการบัญชี,63/2 หมู่ที่ 5  ต.กลาย อ.ท่าศาลา จ.นครศรีธรรมราช 80160
32,0805558001111,บจ.เตโชพัฒน์ จำกัด,27/7/2558," 200,000 ",ประกอบกิจการด้านการบริการทางกฎหมายและบัญชี,63/5 หมู่ที่ 5  ต.กลาย อ.ท่าศาลา จ.นครศรีธรรมราช 80160
33,0803558001586,หจ.สมนึกมีโชค,29/7/2558," 150,000 ",เป็นผู้บริหารด้านพาณิชยกรรม อุตสาหกรรม การตลาด และการจัดจำหน่าย,48/1 หมู่ที่ 13  ต.โมคลาน อ.ท่าศาลา จ.นครศรีธรรมราช 80160
34,0803558001578,หจ.เพอลีน อิมปอร์ต เอ็กซ์ปอร์ต,27/7/2558," 100,000 ",ขายส่งผลิตผลทางการเกษตร,215 หมู่ที่ 1 ถนนอัครวิถี  ต.ขนอม อ.ขนอม จ.นครศรีธรรมราช 80210
1,0815558001031,บจ.ฮอลโลว์ เมาน์เทน จำกัด,10/7/2558," 5,000,000 ",ประกอบกิจการบริการให้เช่าอุปกรณ์กีฬา,454/2 หมู่ที่ 1  ต.อ่าวนาง อ.เมืองกระบี่ จ.กระบี่ 81000
2,0813558000571,หจ.สิทธิศักดิ์ คอนสตรัคชั่นแอนด์เซอร์วิส,7/7/2558," 5,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง,25 หมู่ที่ 4  ต.เขาดิน อ.เขาพนม จ.กระบี่ 81140
3,0813558000661,หจ.รุ่งอรุณ ไทยคาร์,27/7/2558," 5,000,000 ",ประกอบกิจการซื้อขายรถยนต์และรถจักรยานยนต์รวมทั้งซื้อขายอะไหล่ทั้งใหม่และเก่า,111 หมู่ที่ 1  ต.พรุเตียว อ.เขาพนม จ.กระบี่ 81140
4,0815558001090,บจ.มาลิน กระบี่ จำกัด,16/7/2558," 4,000,000 ",ประกอบกิจการให้เช่ารถ,123/12 หมู่ที่ 2  ต.อ่าวนาง อ.เมืองกระบี่ จ.กระบี่ 81000
5,0815558001146,บจ.ซีแอนด์โอ ยูนิเวอร์แซล จำกัด,24/7/2558," 4,000,000 ",ประกอบกิจการนำเข้าและส่งออกวัสดุอุปกรณ์ทุกชนิด,38/8 หมู่ที่ 2  ต.อ่าวนาง อ.เมืองกระบี่ จ.กระบี่ 81000
6,0813558000636,หจ.บ้านสำราญ แมนชั่น,17/7/2558," 2,000,000 ",โรงแรมที่พักรายวัน รายเดือน,28/11 ถนนเจ้าฟ้า  ต.ปากน้ำ อ.เมืองกระบี่ จ.กระบี่ 81000
7,0813558000679,หจ.ทิพมาศ 2515,28/7/2558," 2,000,000 ",ประกอบกิจการประมูลเพื่อรับจ้างทำของ ตามวัตถุประสงค์ทั้งหมดให้แก่บุคคล นิติบุคคลส่วนราชการ,6/35 ถนนวิจิตร  ต.ปากน้ำ อ.เมืองกระบี่ จ.กระบี่ 81000
8,0815558001154,บจ.ศีบอยาเซอร์วิส จำกัด,27/7/2558," 2,000,000 ",บริการห้องพัก  โรงแรม,34 หมู่ที่ 7  ต.เกาะศรีบอยา อ.เหนือคลอง จ.กระบี่ 81130
9,0815558001014,บจ.อโรวาน่า รีสอร์ท จำกัด,2/7/2558," 2,000,000 ",ประกอบกิจการโรงแรม ที่พักและบริการด้านอาหาร,391 หมู่ที่ 3  ต.ศาลาด่าน อ.เกาะลันตา จ.กระบี่ 81150
10,0813558000601,หจ.ชัยวิวัฒน์ รีโนเวท แอนด์ บิลดิ้ง,10/7/2558," 1,000,000 ",ประกอบกิจการงานซ่อมแซมและต่อเติมอาคารบ้านพักอาศัยและโรงแรม,256/21 หมู่ที่ 12  ต.กระบี่น้อย อ.เมืองกระบี่ จ.กระบี่ 81000
11,0813558000610,หจ.อ่าวนาง คลีฟวิว รีสอร์ท,13/7/2558," 1,000,000 ",ประกอบกิจการโรงแรม ที่พัก,10/5 หมู่ที่ 2  ต.อ่าวนาง อ.เมืองกระบี่ จ.กระบี่ 81000
12,0813558000687,หจ.อ่าวนาง พลอยไพลิน,29/7/2558," 1,000,000 ",ประกอบกิจการเป็นตัวกลางในการจำหน่ายตั๋วโดยสารรถยนต์ รถโดยสารปรับอากาศ เรือ เครื่องบิน,32/16 หมู่ที่ 2  ต.อ่าวนาง อ.เมืองกระบี่ จ.กระบี่ 81000
13,0813558000695,หจ.วังทราย สปีดโบ๊ท,29/7/2558," 1,000,000 ",ประกอบกิจการจำหน่ายตั๋วทุกชนิด,78 หมู่ที่ 4  ต.อ่าวนาง อ.เมืองกระบี่ จ.กระบี่ 81000
14,0815558000999,บจ.รยาปาล์มพัฒนา จำกัด,1/7/2558," 1,000,000 ",ประกอบกิจการปลูกปาล์มน้ำมันเพื่อจำหน่าย,406 หมู่ที่ 4  ต.ไสไทย อ.เมืองกระบี่ จ.กระบี่ 81000
15,0815558001022,บจ.สยามสโลว์ไลฟ์ จำกัด,7/7/2558," 1,000,000 ",ประกอบกิจการผลิต ผลิตภัณฑ์อาหารเสริมสุขภาพ เครื่องดื่มสุขภาพ,6 หมู่ที่ 6  ต.เขาคราม อ.เมืองกระบี่ จ.กระบี่ 81000
16,0815558001057,บจ.ดับบลิว.เอส.กรุ๊ป 2020 จำกัด,10/7/2558," 1,000,000 ",ประกอบกิจการทำความสะอาดและบำรุงรักษายานยนต์ทั่วไป ล้าง ขัด เคลือบเงา รวมถึงถ่ายน้ำมันเครื่องต่างๆ,222/38 หมู่ที่ 8  ต.ทับปริก อ.เมืองกระบี่ จ.กระบี่ 81000
17,0815558001065,บจ.แน็พ กระบี่ จำกัด,14/7/2558," 1,000,000 ",ประกอบกิจการห้องพัก โรงแรม,359/21 หมู่ที่ 11  ต.กระบี่น้อย อ.เมืองกระบี่ จ.กระบี่ 81000
18,0815558001073,บจ.กระบี่ทีเน็ต จำกัด,16/7/2558," 1,000,000 ",เป็นตัวแทนในการขายส่งโทรศัพท์ และอุปรกณ์การสื่อสารโทรคมนาคม,9/3 ถนนมหาราชซอย 11  ต.ปากน้ำ อ.เมืองกระบี่ จ.กระบี่ 81000
19,0815558001081,บจ.เพลินพัฒน์ ลีฟ แอนด์ เลิร์น จำกัด,16/7/2558," 1,000,000 ",ประกอบกิจการโรงเรียบเอกชน ซึ่งสอนในระดับก่อนประถมศึกษา ระดับอนุบาล และระดับประถมศึกษาเมื่อได้รับอนุญ,50/3 หมู่ที่ 7  ต.ไสไทย อ.เมืองกระบี่ จ.กระบี่ 81000
20,0815558001111,บจ.พรไพศาล รุ่งเรืองกิจ จำกัด,20/7/2558," 1,000,000 ",โรงแรม รีสอร์ท และห้องชุด การจัดที่พักแรมแบบให้เช่า,142/2 ถนนมหาราช  ต.ปากน้ำ อ.เมืองกระบี่ จ.กระบี่ 81000
21,0815558001120,บจ.เบสท์ เฟรนด์ ทรานส์ จำกัด,22/7/2558," 1,000,000 ",ให้บริการเช่ารถทุกประเภท และรับส่งผู้โดยสาร,407/2 หมู่ที่ 1  ต.อ่าวนาง อ.เมืองกระบี่ จ.กระบี่ 81000
22,0815558001171,บจ.ซีเชล รีสอร์ท กระบี่ จำกัด,28/7/2558," 1,000,000 ",ประกอบกิจการโรงแรม,345 หมู่ที่ 5  ต.ไสไทย อ.เมืองกระบี่ จ.กระบี่ 81000
23,0815558001162,บจ.สตาร์ อันดามัน จำกัด,27/7/2558," 1,000,000 ",ประกอบกิจการให้เช่าห้องพัก,82/3 หมู่ที่ 5  ต.อ่าวลึกใต้ อ.อ่าวลึก จ.กระบี่ 81120
24,0813558000580,หจ.นเรนทร์ฤทธิ์ก่อสร้าง,9/7/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง,246 หมู่ที่ 5  ต.โคกยาง อ.เหนือคลอง จ.กระบี่ 81130
25,0815558001006,บจ.จักรแก้ว วิศวการ จำกัด,1/7/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง อาพาณิชย์ อาคารที่พักอาศัย,154 หมู่ที่ 1  ต.โคกยาง อ.เหนือคลอง จ.กระบี่ 81130
26,0815558001049,บจ.ลันตาโยคะ จำกัด,10/7/2558," 1,000,000 ",รับสอนโยคะ,557 หมู่ที่ 2  ต.ศาลาด่าน อ.เกาะลันตา จ.กระบี่ 81150
27,0815558001103,บจ.คาลารอสเต้ลันตา จำกัด,17/7/2558," 1,000,000 ",ประกอบธุรกิจด้านการท่องเที่ยว รีสอร์ท,387 หมู่ที่ 3  ต.ศาลาด่าน อ.เกาะลันตา จ.กระบี่ 81150
28,0815558001138,บจ.ช่วง ทรัพย์ทวี จำกัด,24/7/2558," 1,000,000 ",ประกอบธุรกิจรับเป็นผู้จัดการและดูแลผลประโยชน์ เก็บผลประโยชน์ และจัดการทรัพย์สินให้บุคคลอื่น,18 หมู่ที่ 4  ต.เขาต่อ อ.ปลายพระยา จ.กระบี่ 81160
29,0813558000652,หจ.ภูเท่น ลี,24/7/2558," 500,000 ",ประกอบกิจการ โรงแรม ภัตตาคาร บาร์ ไนท์คลับ,183 หมู่ที่ 3  ต.อ่าวนาง อ.เมืองกระบี่ จ.กระบี่ 81000
30,0813558000644,หจ.ธนวัฒน์ รถยก,24/7/2558," 400,000 ",ประกอบกิจการรถยก รถลาก รถสไลด์ เคลื่อนย้ายรถทุกชนิด,32 ซอย3 ถนนมหาราช  ต.ปากน้ำ อ.เมืองกระบี่ จ.กระบี่ 81000
31,0813558000628,หจ.ศาลเจ้าก๋งเหล็งเที้ยนไท้จื้อ,15/7/2558," 400,000 ",ประกอบกิจการประเภทศาลเจ้า,58/7 หมู่ที่ 2  ต.อ่าวลึกเหนือ อ.อ่าวลึก จ.กระบี่ 81120
32,0813558000598,หจ.ณ  สกุล  ไทย  อิเล็กทรอนิกส์,10/7/2558," 200,000 ",ประกอบกิจการผลิต บำรุงรักษา จัดการเปลี่ยนแปลง ซ่อมแซม ซื้อขาย เครื่องมืออุปกรณ์อิเล็กทรอนิกส์,14 หมู่ที่ 5 ถนนสันนิบาต  ต.เขาพนม อ.เขาพนม จ.กระบี่ 81140
1,0825558000492,บจ.ลิตเติ้ล อีเลแฟนท์ จำกัด,24/7/2558," 4,000,000 ",ประกอบธุรกิจให้บริการด้านนวดแผนโบราณ กิจการสปา และให้บริการด้านความงามและสุขภาพต่าง ๆ,5/3 หมู่ที่ 4  ต.เกาะยาวน้อย อ.เกาะยาว จ.พังงา 82160
2,0825558000506,บจ.อีโค้ ดรีมส์ จำกัด,28/7/2558," 2,000,000 ",ประกอบกิจการจำหน่ายสินค้าและให้คำปรึกษาเกี่ยวกับเทคโนโลยีการเกษตร,12/5 หมู่ที่ 5  ต.ท่าอยู่ อ.ตะกั่วทุ่ง จ.พังงา 82130
3,0823558000296,หจ.เขาหลัก สคูบ้า คอนซัลติ้ง,2/7/2558," 2,000,000 ",ให้คำปรึกษาด้านการดำน้ำและอุปกรณ์ดำน้ำ,67/194-195 หมู่ที่ 5  ต.คึกคัก อ.ตะกั่วป่า จ.พังงา 82190
4,0825558000476,บจ.เจ.เค.บี. พาราวู๊ด จำกัด,14/7/2558," 1,000,000 ",ประกอบกิจการโรงงานไม้แปรรูปไม้ยางพารา และไม้ที่ปลูกขึ้นโดยเฉพาะ 13 ชนิดตามมติคณะรัฐมนตรี,19/6 หมู่ที่ 3  ต.ทุ่งคาโงก อ.เมืองพังงา จ.พังงา 82000
5,0825558000514,บจ.บี.เค กรุ๊ป พังงา จำกัด,29/7/2558," 1,000,000 ",ประกอบกิจการรับจ้างทำความสะอาดทำสวนทุกประเภท,9/3 หมู่ที่ 4  ต.บางเตย อ.เมืองพังงา จ.พังงา 82000
6,0823558000300,หจ.สุวิพัตร ก่อสร้าง,9/7/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้างอาคาร อาคารพาณิชย์ อาคารที่พักอาศัย สถานที่ทำการ,2 หมู่ที่ 7  ต.บางนายสี อ.ตะกั่วป่า จ.พังงา 82110
7,0823558000318,หจ.ตะกั่วป่าการช่าง,21/7/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้างอาคาร อาคารพาณิชย์ อาคารที่พักอาศัย สถนที่ทำการ,2/10 หมู่ที่ 5  ต.โคกเคียน อ.ตะกั่วป่า จ.พังงา 82110
8,0825558000484,บจ.เอ็มอาร์ เมเนจเม้นท์ แอนด์ เซอร์วิส จำกัด,22/7/2558," 1,000,000 ",ประกอบกิจการให้บริการงาน รับทำบัญชี และเป็นที่ปรึกษาในการจัดทำบัญชี และภาษีอากร,21/7 หมู่ที่ 6  ต.คึกคัก อ.ตะกั่วป่า จ.พังงา 82190
9,0825558000522,บจ.เอฟ เอ็น โฮม จำกัด,29/7/2558," 1,000,000 ",ให้เช่า ขาย ซื้อ อหังสาริมทรัพย์,53/29 หมู่ 5  ต.คึกคัก อ.ตะกั่วป่า จ.พังงา 82190
1,0835558007993,บจ.ภูเก็ต มอเตอร์ จำกัด,1/7/2558," 20,000,000 ",การขายส่งการขายปลีกการซ่อมแซมยานยนต์และจักรยานยนต์,8 หมู่ที่ 1 ถนนเทพกระษัตรี  ต.เทพกระษัตรี อ.ถลาง จ.ภูเก็ต 83110
2,0835558008060,บจ.กะตะ ฮิลล์ไซด์ จำกัด,2/7/2558," 5,000,000 ",ประกอบกิจการซื้อและการขายอสังหาริมทรัพย์ ที่เป็นของตนเองเพื่อการพักอาศัยรวมถึงการจัดสรรที่ดิน,38/364 ถนนรัตนโกสินทร์ 200 ปี  ต.ตลาดเหนือ อ.เมืองภูเก็ต จ.ภูเก็ต 83000
3,0835558008558,บจ.ภูนาวา แมเนจเม้นท์ จำกัด,15/7/2558," 5,000,000 ",ประกอบกิจการเป็นที่ปรึกษา บริหารงาน ดูแลที่พักอาศัย อาคารชุด ห้องชุด,114/3 ถนนภูเก็ต  ต.ตลาดใหญ่ อ.เมืองภูเก็ต จ.ภูเก็ต 83000
4,0835558008566,บจ.เอช จี ลักชัวรี่ จำกัด,15/7/2558," 5,000,000 ",การซื้อและการขายอสังหาริมทรัพย์ที่เป็นของตนเอง เพื่อการพักอาศัย,36 ถนนถลาง  ต.ตลาดใหญ่ อ.เมืองภูเก็ต จ.ภูเก็ต 83000
5,0835558008671,บจ.ดิ  อัลทิเมท  เฮลธ์ จำกัด,17/7/2558," 5,000,000 ",ตัวแทนผู้ผลิตและจำหน่ายผลิตภัณฑ์เกี่ยวกับอาหารเสริมเพื่อสุขภาพและความงาม,77/77 หมู่ที่ 5  ต.รัษฎา อ.เมืองภูเก็ต จ.ภูเก็ต 83000
6,0835558008990,บจ.พีพี บิส จำกัด,27/7/2558," 5,000,000 ",ประกอบกิจการโรงแรม ภัตาคาร บาร์ ไนท์คลับ,18 หมู่ที่ 5 ถนนวิชิตสงคราม  ต.วิชิต อ.เมืองภูเก็ต จ.ภูเก็ต 83000
7,0835558008370,บจ.ว.นภาพัฒน์ จำกัด,10/7/2558," 5,000,000 ",ประกอบกิจการก่อสร้างอาคาร,98/166 หมู่ที่ 1  ต.กะทู้ อ.กะทู้ จ.ภูเก็ต 83120
8,0835558008019,บจ.บ้านเฟื่องฟ้า หัวหิน จำกัด,1/7/2558," 4,000,000 ",การให้เช่า การขาย การซื้อและการดำเนินงานด้านอสังหาริมทรัพย์,156/11 ถนนพังงา  ต.ตลาดใหญ่ อ.เมืองภูเก็ต จ.ภูเก็ต 83000
9,0835558008205,บจ.แฮมมอนด์ แอนด์ แมค อีวอย จำกัด,6/7/2558," 4,000,000 ",ประกอบกิจการจำหน่ายอาหารและเครื่องดื่ม,50 ถนนพังงา  ต.ตลาดใหญ่ อ.เมืองภูเก็ต จ.ภูเก็ต 83000
10,0835558009104,บจ.โอ๊ค มีโดว์ อินเตอร์เนชั่นแนล จำกัด,29/7/2558," 4,000,000 ",การศึกษาประถมศึกษาสำหรับเด็กปกติ,19/164 หมู่ที่ 3  ต.วิชิต อ.เมืองภูเก็ต จ.ภูเก็ต 83000
11,0833558001179,หจ.แคชเมียร์ คัลเจอร์ แอนด์ แกลเลอรี่,8/7/2558," 4,000,000 ",จำหน่ายสินค้าที่ทำจากสิ่งถัก สิ่งทอ ทุกประเภท งานหัตถกรรมการปักสิ่งตกแต่งอื่นบนสิ่งถัก สิ่งทอ,59/32 หมู่ที่ 4  ต.กะทู้ อ.กะทู้ จ.ภูเก็ต 83120
12,0833558001225,หจ.บันยัน ทรี อาร์ต แกลเลอรี่,16/7/2558," 4,000,000 ",จำหน่ายสินค้าที่ทำจากสิ่งถัก สิ่งทอ ทุกประเภท งานหัตถกรรมปักสิ่งตกแต่งอื่นบนสิ่งถัก สิ่งทอ,59/32 หมู่ที่ 4  ต.กะทู้ อ.กะทู้ จ.ภูเก็ต 83120
13,0833558001233,หจ.ฉลอง สปอร์ต คลับ,17/7/2558," 4,000,000 ",ให้บริการแนะนำเทคนิคด้านการออกกำลังกายอย่างถูกวิธี,68/227 หมู่ที่ 1 ถนนขวาง  ต.ฉลอง อ.เมืองภูเก็ต จ.ภูเก็ต 83130
14,0833558001241,หจ.ฉลอง ไดวิ่ง คลับ,17/7/2558," 4,000,000 ",ให้บริการแนะนำเทคนิคการดำน้ำอย่างถูกวิธี ตามหลักมาตราฐานสากล,68/227 หมู่ที่ 1 ถนนขวาง  ต.ฉลอง อ.เมืองภูเก็ต จ.ภูเก็ต 83130
15,0835558008043,บจ.ไทเกอร์ มวยไทย เทรดดิ้ง จำกัด,2/7/2558," 4,000,000 ",ประกอบกิจการเปิดสนามมวย จำหน่าย ส่งออก อุปกรณ์การฝึกหัดมวย และ อุปกรณ์เกี่ยวกับมวยไทยทุกชนิด,7/35 หมู่ที่ 5  ต.ฉลอง อ.เมืองภูเก็ต จ.ภูเก็ต 83130
16,0835558008388,บจ.เมาธ์พีส โปรดักชั่น จำกัด,10/7/2558," 4,000,000 ",กิจการรมการดูแลสิทธิในการผลิตซ้ำหนังสือเพื่อจำหน่ายหรือเผยแพร่,49/25 หมู่ที่ 1  ต.ราไวย์ อ.เมืองภูเก็ต จ.ภูเก็ต 83130
17,0835558008531,บจ.นาซาโด้ บรอส จำกัด,15/7/2558," 4,000,000 ",ประกอบกิจการร้านอาหาร เครื่องดื่ม และเครื่องดื่มแอลกอฮอล์,43/74-75 หมู่ที่ 5  ต.ราไวย์ อ.เมืองภูเก็ต จ.ภูเก็ต 83130
18,0835558009023,บจ.ซี เอเนอร์จี้ เซอร์วิสเซส จำกัด,28/7/2558," 4,000,000 ",ประกอบกิจการเป็นตัวแทนจำหน่ายให้เช่าอุปกรณ์เพื่อการทำขุดเจาะน้ำมัน,86/16 หมู่ที่ 7  ต.ราไวย์ อ.เมืองภูเก็ต จ.ภูเก็ต 83130
19,0835558008141,บจ.บั๊ด แอนด์ เทอร์เร้นซ์ จำกัด,3/7/2558," 4,000,000 ",ประกอบกิจการเขียนสี การทำสัญลักษณ์ เครื่องหมายและลวดลายต่างๆ บนร่างการ (tattoo),141/1 ถนนนาใน  ต.ป่าตอง อ.กะทู้ จ.ภูเก็ต 83150
20,0835558008469,บจ.จีมู่ อินเตอร์เน็ต เทคโนโลยี (ประเทศไทย) จำกัด,13/7/2558," 4,000,000 ",ประกอบกิจการบริหารจัดการ ให้คำปรึกษาด้านการปฏิบัติการ วางแผนกลยุทธ์ทางธุรกิจให้แก่องค์กร,182/16 ถนนผังเมืองสาย ก  ต.ป่าตอง อ.กะทู้ จ.ภูเก็ต 83150
21,0835558008809,บจ.จูเวนทูส 2015 จำกัด,22/7/2558," 4,000,000 ",ประกอบกิจการประเภท จำหน่ายห้องพักให้เช่า จำหน่ายอาหารและเครื่องดื่ม,80/19 ถนนทวีวงศ์  ต.ป่าตอง อ.กะทู้ จ.ภูเก็ต 83150
22,0835558008892,บจ.ยูพิ จำกัด,22/7/2558," 4,000,000 ",การให้บริการห้องพัก เกสต์เฮ้า รีสอร์ท บังกะโล อพาร์ทเม้นท์ ห้องเช่า หอพัก และ สถานที่,160/1 ถนนผังเมืองสาย ก  ต.ป่าตอง อ.กะทู้ จ.ภูเก็ต 83150
23,0835558008116,บจ.แคนดู สปอร์ต จำกัด,3/7/2558," 3,000,000 ",ประกอบกิจการจำหน่ายปลีก ส่ง เรือไฟเบอร์ เรือยาง เรือจักรยานน้ำ เรือคายัค เรืออลูมิเนียม เรือกล้วย,20/5 หมู่ที่ 4  ต.เกาะแก้ว อ.เมืองภูเก็ต จ.ภูเก็ต 83000
24,0835558008353,บจ.กี่หิ้นการไฟฟ้าภูเก็ต จำกัด,9/7/2558," 3,000,000 ",ขายปลีกอุปกรณ์ไฟฟ้าสำหรับให้แสงสว่าง,108/2 หมู่ที่ 5 ถนนเฉลิมพระเกียรติ ร.9  ต.รัษฎา อ.เมืองภูเก็ต จ.ภูเก็ต 83000
25,0835558009121,บจ.อิทส์มายไบค์ จำกัด,29/7/2558," 3,000,000 ",ประกอบกิจการค้าจักรยาน รวมทั้งอะไหล่และอุปกรณ์ของสินค้าดังกล่าว,14/1 หมู่ที่ 4 ถนนวิชิตสงคราม  ต.วิชิต อ.เมืองภูเก็ต จ.ภูเก็ต 83000
26,0835558008001,บจ.ป่าตอง แทททู จำกัด,1/7/2558," 2,000,000 ",ประกอบกิจการ สักและเจาะตามร่างกาย,69/128 หมู่ที่ 1  ต.วิชิต อ.เมืองภูเก็ต จ.ภูเก็ต 83000
27,0835558008167,บจ.เวิลด์คอนเน็คเอ็ดดูเคชั่น จำกัด,3/7/2558," 2,000,000 ",บริการแนะแนวสนับสนุนทางด้านการศึกษา,2/2 ถนนมนตรี  ต.ตลาดใหญ่ อ.เมืองภูเก็ต จ.ภูเก็ต 83000
28,0835558008183,บจ.กาแล็คซี่ ภูเก็ต คอนเซาท์ จำกัด,3/7/2558," 2,000,000 ",บริการรับเป็นที่ปรึกษาและให้คำแนะนำปัญหาเกี่ยวกับด้านบริหารงานพาณิชยกรรม การตลาด,8/57 หมู่ที่ 3  ต.วิชิต อ.เมืองภูเก็ต จ.ภูเก็ต 83000
29,0835558008493,บจ.ฮอซเพาเวอร์ อิมพอร์ตแอนด์เอ็กพอร์ต (ไทยแลนด์) จำกัด,14/7/2558," 2,000,000 ",ประกอบกิจการขายยานยนต์ใหม่ชนิดรถยนต์นั่งส่วนบุคคลรถกระบะรถตู้ และรถขนาดเล็กที่คล้ายกัน,3/17 หมู่ที่ 3  ต.รัษฎา อ.เมืองภูเก็ต จ.ภูเก็ต 83000
30,0835558008540,บจ.อัพทูยู อลัน จำกัด,15/7/2558," 2,000,000 ",ประกอบธุรกิจซื้อ ขาย เช่า ให้เช่า ขายฝาก รับขายฝาก อสังหาริมทรัพย์ ทุกชนิด,20/44 ถนนแม่หลวน  ต.ตลาดเหนือ อ.เมืองภูเก็ต จ.ภูเก็ต 83000
31,0835558008639,บจ.ซันเซ็ท คอร์ปอเรชั่น จำกัด,16/7/2558," 2,000,000 ",ประกอบกิจการ การให้เช่า การซื้อ การขาย การพัฒนา และการดำเนินการด้านอสังหาริมทรัพย์,128/51 หมู่ที่ 5  ต.รัษฎา อ.เมืองภูเก็ต จ.ภูเก็ต 83000
32,0835558008701,บจ.อันดามัน เซล จำกัด,20/7/2558," 2,000,000 ",ประกอบกิจการให้เช่าเรือ,23/17 หมู่ที่ 2  ต.เกาะแก้ว อ.เมืองภูเก็ต จ.ภูเก็ต 83000
33,0835558008833,บจ.อัลฟ่า ทเวลฟ์ จำกัด,22/7/2558," 2,000,000 ",ประกอบกิจการรับเหมาก่อสร้างอาคาร อาคารพาณิชย์  อาคารที่พักอาศัย สถานที่ทำการ,64/28 หมู่ที่ 6  ต.วิชิต อ.เมืองภูเก็ต จ.ภูเก็ต 83000
34,0835558008965,บจ.ไตรแม็ก เอเชีย จำกัด,27/7/2558," 2,000,000 ",การออกแบบโครงสร้างและเนื้อหาของเว็บเพจ และ /หรือ การเขียนโปรแกรมคอมพิวเตอร์ที่จำเป็นในการสร้าง,12/429 หมู่ที่ 3  ต.วิชิต อ.เมืองภูเก็ต จ.ภูเก็ต 83000
