นิติบุคคลจัดตั้งเดือนกันยายน  2558,,,,,,,,
ทั่วประเทศ,,,,,,,,
ที่,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่,,
30,0573558002232,หจ.แอล แอนด์ บี 2015 คอนสตรัคชั่น,14/9/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง,187 หมู่ที่ 2  ต.เวียง อ.เชียงแสน จ.เชียงราย 57150,,
31,0573558002291,หจ.แสงทอง เจริญกิจ 2509,17/9/2558," 1,000,000 ",จำหน่ายขายสินค้า อะไหล่ ซ่อม เครื่องจักรกล รถยนต์ ทั้งเก่าและใหม่,117 หมู่ที่ 15  ต.ป่าแดด อ.แม่สรวย จ.เชียงราย 57180,,
32,0573558002348,หจ.ลิต้า เฮ้าส์ ดีไซน์ แอนด์ บิวดิ้ง,24/9/2558," 1,000,000 ",ประกอบกิจการก่อสร้างอาคารทุกชนิด,51 หมู่บ้านดอนเหนือ หมู่ที่ 16 ตรอก3  ต.ดอนศิลา อ.เวียงชัย จ.เชียงราย 57210,,
33,0575558002145,บจ.ทองพัฒน์ เอ็นเตอร์ไพรส์ จำกัด,22/9/2558," 1,000,000 ",ประกอบกิจการติดต่อซื้อ ขายสินค้า การนำเข้า ส่งออกสินค้าทั่วไป,255 หมู่ที่ 2  ต.เวียงเหนือ อ.เวียงชัย จ.เชียงราย 57210,,
34,0573558002313,หจ.เอ็มที ดีคอน,17/9/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้างทุกชนิด,18 หมู่ที่ 3  ต.ปล้อง อ.เทิง จ.เชียงราย 57230,,
35,0575558002161,บจ.ชินศิริ (ไทยแลนด์) จำกัด,23/9/2558," 1,000,000 ",ประกอบกิจการเพื่อดำเนินการในธุรกิจการค้าทั่วไป เป็นตัวแทนจำหน่ายผู้นำเข้าและส่งออก,143/1 หมู่ที่ 14  ต.แม่คำ อ.แม่จัน จ.เชียงราย 57240,,
36,0573558002186,หจ.สาละวินเทรดดิ้ง,7/9/2558," 900,000 ",ประกอบกิจการค้าส่ง อุปกรณ์ อะไหล่รถยนต์ รถจักรยานยนต์,119 หมู่ที่ 2  ต.เวียงพางคำ อ.แม่สาย จ.เชียงราย 57130,,
37,0573558002224,หจ.พอเพียง888,11/9/2558," 800,000 ",ประกอบกิจการจำหน่าย อาหารเครื่องดื่ม สินค้าของฝาก ของที่ระลึก ผลิตภัณฑ์จากโครงการหลวง สินค้าหนึ่งตำบ,490 หมู่ที่ 1  ต.แม่สลองนอก อ.แม่ฟ้าหลวง จ.เชียงราย 57110,,
38,0573558002178,หจ.วรัญญาการก่อสร้าง,4/9/2558," 500,000 ",ประกอบกิจการรับเหมาก่อสร้าง,233 หมู่ที่ 13  ต.นางแล อ.เมืองเชียงราย จ.เชียงราย 57100,,
39,0573558002275,หจ.เวียงนคร เอ็นเตอร์เทนเมนท์111,15/9/2558," 500,000 ",ประกอบกิจการจัดตั้งสถานีวิทยุกระจายเสียง จัดหาเวลาโฆษณา ซื้อขายเวลาโฆษณา ประมูล เวลาสถาน,47/1 หมู่ที่ 2  ต.แม่เจดีย์ อ.เวียงป่าเป้า จ.เชียงราย 57260,,
40,0575558002170,บจ.ตลาดหลวงปรีชานรัดถกิจ จำกัด,23/9/2558," 420,000 ",ประกอบกิจการให้เช่า ซึ่ง อาคาร ร้านค้า และแผงตลาด ตลอดจนสิ่งปลูกสร้างเอนกประสงค์,881 หมู่ที่ 1  ต.เมืองพาน อ.พาน จ.เชียงราย 57120,,
41,0573558002372,หจ.กัญญาทรานส์,28/9/2558," 300,000 ",ประกอบกิจการให้บริการขนถ่ายสินค้า และคนโดยสาร,201 หมู่ที่ 5  ต.สันทราย อ.เมืองเชียงราย จ.เชียงราย 57000,,
42,0573558002259,หจ.ดั๊บเบิ้ลซี  ซัพพลาย,14/9/2558," 300,000 ",ประกอบกิจการรับทำความสะอาด,161 หมู่ที่ 8  ต.ทรายขาว อ.พาน จ.เชียงราย 57120,,
43,0573558002305,หจ.ศักดิ์เจริญชัย อิมปอร์ต-เอ็กซ์ปอร์ต,17/9/2558," 300,000 ",ประกอบกิจการ นำเข้า ส่งออก สินค้าอุปโภค บริโภค ทุกชนิด,106 หมู่ที่ 3  ต.ศรีดอนมูล อ.เชียงแสน จ.เชียงราย 57150,,
44,0573558002283,หจ.ปาดโซะ ครีเอทีฟ,16/9/2558," 100,000 ",ประกอบกิจการรับจัดงานแสดงสินค้า ส่งเสริมการขาย และประชาสัมพันธ์หน่วยงาน,290/1 หมู่ที่ 15  ต.รอบเวียง อ.เมืองเชียงราย จ.เชียงราย 57000,,
45,0573558002364,หจ.เอ็น.จี.บี. ครูซ,28/9/2558," 50,000 ",ประกอบกิจการให้บริการรับจองห้องพัก ตั๋วเครื่องบิน ตั๋วโดยสารรถ โรงแรม ภัตตาคาร,286 หมู่บ้านศรีลานนา หมู่ที่ 5 ซอย6 ถนนเทิง-เชียงของ  ต.ครึ่ง อ.เชียงของ จ.เชียงราย 57140,,
1,0583558000213,หจ.ปริญชญา นานาภัณฑ์,8/9/2558," 4,500,000 ",ประกอบกิจการรับเหมาก่อสร้างทุกชนิด,40/1 หมู่ที่ 3  ต.แม่นาเติง อ.ปาย จ.แม่ฮ่องสอน 58130,,
2,0585558000100,บจ.โยโดโด อินน์ปาย จำกัด,10/9/2558," 2,000,000 ",ประกอบกิจการทางด้านรีสอร์ท บริการด้านห้องพัก,358 หมู่ที่ 8  ต.เวียงใต้ อ.ปาย จ.แม่ฮ่องสอน 58130,,
3,0585558000118,บจ.สวนหมอกคำ จำกัด,22/9/2558," 1,000,000 ",ประกอบกิจการบริการด้านอาหารในภัตตาคาร ร้านอาหาร,255 หมู่บ้านบ้านไม้แงะ หมู่ที่ 8  ต.ปางหมู อ.เมืองแม่ฮ่องสอน จ.แม่ฮ่องสอน 58000,,
4,0583558000221,หจ.เจ.เจน คอนสตรัคชั่น,21/9/2558," 500,000 ",ประกอบกิจการรับเหมาก่อสร้างทุกชนิด,192 หมู่ที่ 12  ต.บ้านกาศ อ.แม่สะเรียง จ.แม่ฮ่องสอน 58110,,
1,0605558001121,บจ.บ้านเขาทอง จำกัด,25/9/2558," 5,000,000 ",ซื้อขายอสังหาริมทรัพย์,605/234 หมู่ที่ 10  ต.นครสวรรค์ตก อ.เมืองนครสวรรค์ จ.นครสวรรค์ 60000,,
2,0605558001148,บจ.วีว่า มอเตอร์ (ไทยแลนด์) จำกัด,30/9/2558," 5,000,000 ",ค้ารถมอเตอร์ไซค์ไฟฟ้า รถสามล้อไฟฟ้า,49/56 หมู่ที่ 5  ต.นครสวรรค์ตก อ.เมืองนครสวรรค์ จ.นครสวรรค์ 60000,,
3,0605558001083,บจ.ที.เค.วิลเล่ แลนด์ แอนด์ เฮ้าส์ จำกัด,18/9/2558," 5,000,000 ",โครงการอสังหาริมทรัพย์ โครงการจัดสรร,626/8 หมู่ที่ 5  ต.ตาคลี อ.ตาคลี จ.นครสวรรค์ 60140,,
4,0603558000913,หจ.เพียงรักการโยธา,3/9/2558," 2,000,000 ",รับเหมาก่อสร้าง,140/57-58 หมู่ที่ 14  ต.วัดไทร อ.เมืองนครสวรรค์ จ.นครสวรรค์ 60000,,
5,0603558001065,หจ.เอส.เค. ซัพพลาย (2015),22/9/2558," 2,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง,99/189 หมู่ที่ 4  ต.นครสวรรค์ตก อ.เมืองนครสวรรค์ จ.นครสวรรค์ 60000,,
6,0603558001014,หจ.มานะยานยนต์ ชุมแสง,15/9/2558," 2,000,000 ",จำหน่ายรถจักรยานยนต์ มือสอง,82/2 หมู่ที่ 13  ต.เกยไชย อ.ชุมแสง จ.นครสวรรค์ 60120,,
7,0605558001016,บจ.อิเซกิ ส. แทรคเตอร์ นครสวรรค์ จำกัด,3/9/2558," 1,500,000 ",ประกอบกิจการค้ารถแทรคเตอร์,199 หมู่ที่ 2  ต.ตากฟ้า อ.ตากฟ้า จ.นครสวรรค์ 60190,,
8,0605558001041,บจ.ดับบลิว คิวเอส จำกัด,8/9/2558," 1,055,555 ",ประกอบกิจการรับเหมาก่อสร้างอาคาร,285 หมู่ที่ 12  ต.ตาคลี อ.ตาคลี จ.นครสวรรค์ 60140,,
9,0603558000948,หจ.พี.บี.เอ็ดจัสเตอร์,8/9/2558," 1,000,000 ",รับจ้างประเมินราคาทรัพย์สินที่ได้รับความเสียหายจากเหตุวินาศภัย อัคคีภัย,171 หมู่ที่ 2  ต.หนองปลิง อ.เมืองนครสวรรค์ จ.นครสวรรค์ 60000,,
10,0603558000956,หจ.ดีชัย นครสวรรค์,9/9/2558," 1,000,000 ",ซื้อขาย ให้เช่าซื้อ และผลิตเครื่องมือที่เกี่ยวกับพลังงานทดแทนตามธรรมชาติ,604/25 หมู่ที่ 7  ต.หนองปลิง อ.เมืองนครสวรรค์ จ.นครสวรรค์ 60000,,
11,0603558001022,หจ.เอกตะวันการ์เด้น,16/9/2558," 1,000,000 ",รับเหมาก่อสร้าง,15/1 หมู่ที่ 11  ต.บ้านมะเกลือ อ.เมืองนครสวรรค์ จ.นครสวรรค์ 60000,,
12,0603558001049,หจ.เจเอส โปรเอ็นจิเนียริ่ง,21/9/2558," 1,000,000 ",รับเหมาตัดหญ้า,77/5 ถนนโกสีย์  ต.ปากน้ำโพ อ.เมืองนครสวรรค์ จ.นครสวรรค์ 60000,,
13,0603558001073,หจ.อู่ นพดล เคาะ พ่น สี,22/9/2558," 1,000,000 ",ประกอบกิจการอู่รถ,333/1 หมู่ที่ 1  ต.นครสวรรค์ตก อ.เมืองนครสวรรค์ จ.นครสวรรค์ 60000,,
14,0603558001081,หจ.เค.เค รุ่งเรืองก่อสร้าง,22/9/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง,60/102 หมู่ที่ 6  ต.นครสวรรค์ตก อ.เมืองนครสวรรค์ จ.นครสวรรค์ 60000,,
15,0605558001091,บจ.กฎหมาย ยู.ดี.ซี. จำกัด,22/9/2558," 1,000,000 ",ประกอบกิจการด้านกฎหมาย อรรถคดี ต่างๆ,196/535 หมู่ที่ 1  ต.นครสวรรค์ตก อ.เมืองนครสวรรค์ จ.นครสวรรค์ 60000,,
16,0605558001113,บจ.แควนคร จำกัด,24/9/2558," 1,000,000 ",ประกอบกิจการรับเหมาจ้างงาน เวรยามรักษาความปลอดภัย,107/315 หมู่ที่ 10  ต.วัดไทร อ.เมืองนครสวรรค์ จ.นครสวรรค์ 60000,,
17,0603558001111,หจ.ทางเงินธารทอง,23/9/2558," 1,000,000 ",การผลิตและจำหน่ายปุ๋ยชีวภาพ สารเคมีเกี่ยวกับการเกษตรทุกชนิด,3/1 หมู่ที่ 9  ต.บางเคียน อ.ชุมแสง จ.นครสวรรค์ 60120,,
18,0605558001024,บจ.จารุณัฐ ดีเวลลอปเม้นท์ จำกัด,4/9/2558," 1,000,000 ",ขายส่งขายปลีกเครื่องสำอาง,109/2 หมู่ที่ 17  ต.เกยไชย อ.ชุมแสง จ.นครสวรรค์ 60120,,
19,0603558000930,หจ.ธ.ธราธิป คอนสตรัคชั่น,7/9/2558," 1,000,000 ",รับเหมาก่อสร้าง,188/16 หมู่ที่ 4  ต.พยุหะ อ.พยุหะคีรี จ.นครสวรรค์ 60130,,
20,0605558001067,บจ.เดอะ สปีด จำกัด,11/9/2558," 1,000,000 ",การบันเทิง การสื่อสาร และการโฆษณา,56/2 หมู่ที่ 8  ต.ท่าน้ำอ้อย อ.พยุหะคีรี จ.นครสวรรค์ 60130,,
21,0605558001032,บจ.แอ็กกี้โฮม จำกัด,8/9/2558," 1,000,000 ",ประกอบกิจการการค้า เครื่องจักร อุปกรณ์ และเครื่องมือเครื่องใช้ทางการเกษตร,637/8 ถนนพหลโยธิน  ต.ตาคลี อ.ตาคลี จ.นครสวรรค์ 60140,,
22,0603558001006,หจ.ช.ทำทอง การโยธา,15/9/2558," 1,000,000 ",รับเหมาก่อสร้าง,99/17 หมู่ที่ 13  ต.ลาดยาว อ.ลาดยาว จ.นครสวรรค์ 60150,,
23,0603558000964,หจ.เพื่อนพาณิชย์,9/9/2558," 1,000,000 ",ร้านสะดวกซื้อ เซเว่น จำหน่ายอาหารและเครื่องดื่ม,199/1 หมู่ที่ 4  ต.ทำนบ อ.ท่าตะโก จ.นครสวรรค์ 60160,,
24,0603558000981,หจ.นิคม รุ่งเรืองกิจ ก่อสร้าง,14/9/2558," 1,000,000 ",รับเหมาก่อสร้าง,66/5 หมู่ที่ 8  ต.หัวถนน อ.ท่าตะโก จ.นครสวรรค์ 60160,,
25,0603558001146,หจ.มานพ รวมช่าง ( 2015),29/9/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง,68 หมู่ที่ 6  ต.ทำนบ อ.ท่าตะโก จ.นครสวรรค์ 60160,,
26,0603558001031,หจ.บุญธรรม 2558,16/9/2558," 1,000,000 ",เลี้ยงสุกรเพื่อจำหน่าย,202 หมู่ที่ 2  ต.บางประมุง อ.โกรกพระ จ.นครสวรรค์ 60170,,
27,0605558001130,บจ.สามมงคลชัยปิโตรเลียม จำกัด,25/9/2558," 1,000,000 ",ประกอบกิจการให้บริการสถานีน้ำมันเชื้อเพลิง,9/1 หมู่ที่ 6  ต.พรหมนิมิต อ.ตาคลี จ.นครสวรรค์ 60210,,
28,0603558000921,หจ.โชคชื่นมี การโยธา,4/9/2558," 1,000,000 ",รับเหมาก่อสร้าง,467/10 หมู่ที่ 4  ต.วังน้ำลัด อ.ไพศาลี จ.นครสวรรค์ 60220,,
29,0603558000972,หจ.เป็นไท รุ่งเรือง,9/9/2558," 1,000,000 ",รับเหมาก่อสร้าง,204 หมู่ที่ 6  ต.ไพศาลี อ.ไพศาลี จ.นครสวรรค์ 60220,,
30,0603558000999,หจ.ข้าวหอม เรดิโอ,14/9/2558," 500,000 ",วิทยุกระจายเสียง,157/2 หมู่ที่ 4  ต.นครสวรรค์ออก อ.เมืองนครสวรรค์ จ.นครสวรรค์ 60000,,
31,0603558001090,หจ.รุ่งธรรม สมคิด กฎหมาย และธุรกิจ (2015),22/9/2558," 500,000 ",การติดตามทวงถามเรียกร้องหนี้สิน หรือเร่งรัดหนี้สินทุกชนิด,1311/41 หมู่ที่ 10  ต.นครสวรรค์ตก อ.เมืองนครสวรรค์ จ.นครสวรรค์ 60000,,
32,0603558001120,หจ.พงษ์พันธ์ เซลส์ แอนด์ เซอร์วิส,28/9/2558," 500,000 ",ค้าเครื่องมือเครื่องใช้ในการสื่อสารโทรคมนาคมทุกชนิด,82/3 ถนนตาคลีพัฒนา  ต.ตาคลี อ.ตาคลี จ.นครสวรรค์ 60140,,
33,0603558001103,หจ.บุญส่งเสริมก่อสร้าง 2558,23/9/2558," 400,000 ",ประกอบกิจการรับเหมาก่อสร้าง,95 หมู่ที่ 13  ต.ท่าไม้ อ.ชุมแสง จ.นครสวรรค์ 60120,,
34,0603558001138,หจ.บิซิเนสไทม์,28/9/2558," 300,000 ",รับจ้างทำบัญชี,6 ซอยเทพวิถี  ต.ปากน้ำโพ อ.เมืองนครสวรรค์ จ.นครสวรรค์ 60000,,
35,0605558001105,บจ.พี พี ธุรกิจการบัญชี จำกัด,23/9/2558," 300,000 ",ประกอบกิจการบริการด้านกฎหมาย และบัญชี,160/93 หมู่ที่ 10  ต.วัดไทร อ.เมืองนครสวรรค์ จ.นครสวรรค์ 60000,,
36,0603558000905,หจ.เอ็ม.เอ .เอ รุ่งเรือง,2/9/2558," 200,000 ",รับจ้างจัดงานเลี้ยงสังสรรค์ทั่วไป,442 หมู่ที่ 2  ต.หนองปลิง อ.เมืองนครสวรรค์ จ.นครสวรรค์ 60000,,
37,0603558001057,หจ.เพชรรุ่ง คอนสตรัคชั่น (2015),21/9/2558," 200,000 ",รับเหมาก่อสร้าง,29/4 ซอยทวีชัย 12  ต.ตาคลี อ.ตาคลี จ.นครสวรรค์ 60140,,
38,0605558001075,บจ.เคซี เซลล์แอนด์เซอร์วิส จำกัด,17/9/2558," 100,000 ",เป็นที่ปรึกษาฝึกอบรมรับจัดการธุรกิจเกี่ยวกับการบริหารและการขยายตลาด,102 หมู่ที่ 5  ต.เขาทอง อ.พยุหะคีรี จ.นครสวรรค์ 60130,,
1,0613558000182,หจ.ช่างกุ้งวอเตอร์(ประเทศไทย),8/9/2558," 1,000,000 ",ประกอบกิจการรับเดินระบบประปา ไฟฟ้า และธุรกิจที่เกี่ยวข้อง,5 หมู่ที่ 9  ต.หนองไผ่ อ.หนองขาหย่าง จ.อุทัยธานี 61130,,
2,0613558000191,หจ.มะโนศรีลา ก่อสร้าง,11/9/2558," 1,000,000 ",รับเหมาก่อสร้าง,14/1 หมู่ที่ 4  ต.สว่างอารมณ์ อ.สว่างอารมณ์ จ.อุทัยธานี 61150,,
3,0615558000150,บจ.วาย.วาย.เอ็ม ดีไซน์แอนด์คอนสตรัคชั่น จำกัด,9/9/2558," 1,000,000 ",ประกอบกิจการรับออกแบบทางสถาปัตยกรรม ออกแบบสิ่งก่อสร้างทั่วไป,11/24 หมู่ที่ 1  ต.สว่างอารมณ์ อ.สว่างอารมณ์ จ.อุทัยธานี 61150,,
1,0625558000508,บจ.โรงสีธันยบูรณ์สถาพร จำกัด,17/9/2558," 50,000,000 ",ประกอบกิจการโรงสี,99 หมู่ที่ 7  ต.วังไทร อ.คลองขลุง จ.กำแพงเพชร 62120,,
2,0625558000516,บจ.เจริญไพศาล พีเอส อุตสาหกรรมรีไซเคิล จำกัด,18/9/2558," 5,000,000 ",ประกอบกิจการค้าของเก่า ซื้อ ขาย ของเก่าและวัสดุของเหลือใช้ต่างๆ ทุกชนิด,139/1 หมู่ที่ 11  ต.พรานกระต่าย อ.พรานกระต่าย จ.กำแพงเพชร 62110,,
3,0625558000486,บจ.กรีนกังราว จำกัด,14/9/2558," 5,000,000 ",ประกอบกิจการเพื่อผลิตและจำหน่ายไฟฟ้า,1826/1 หมู่ที่ 5 ถนนพหลโยธิน  ต.สลกบาตร อ.ขาณุวรลักษบุรี จ.กำแพงเพชร 62130,,
4,0625558000460,บจ.เอสพี เมดิคัล ซิสเท็ม เซอร์วิส จำกัด,4/9/2558," 2,000,000 ",ระบบติดตั้งระบบท่อจ่ายก๊าซและสูญญากาศ,184/1 หมู่ที่ 2  ต.โกสัมพี อ.โกสัมพีนคร จ.กำแพงเพชร 62000,,
5,0623558000875,หจ.พัสษกร แซนด์ไมน์นิ่ง,2/9/2558," 1,500,000 ",จำหน่ายกรวด หิน ดินทราย,114 หมู่ที่ 4  ต.หนองปลิง อ.เมืองกำแพงเพชร จ.กำแพงเพชร 62000,,
6,0623558000891,หจ.สุวลัยเอนจิเนียริ่ง,9/9/2558," 1,000,000 ",ประกอบกิจการก่อสร้างอาคารที่ไม่ใช่ที่พักอาศัย,120/48 หมู่ที่ 3  ต.นครชุม อ.เมืองกำแพงเพชร จ.กำแพงเพชร 62000,,
7,0625558000494,บจ.เอเซส เทค ออโตเมชั่น จำกัด,14/9/2558," 1,000,000 ",ประกอบกิจการบริการรับออกแบบ ติดตั้ง ซ่อมแซมบำรุงงานระบบอัตโนมัติเกี่ยวกับระบบวิศวกรรมในโรงงาน อาคาร,126 ถนนวิจิตร 2  ต.ในเมือง อ.เมืองกำแพงเพชร จ.กำแพงเพชร 62000,,
8,0623558000883,หจ.วรนันท์ ก่อสร้าง,4/9/2558," 1,000,000 ",รับเหมาก่อสร้าง,93 หมู่ที่ 1  ต.พรานกระต่าย อ.พรานกระต่าย จ.กำแพงเพชร 62110,,
9,0623558000905,หจ.แก้วทองดี,9/9/2558," 1,000,000 ",รับเหมาก่อสร้าง,167 หมู่ที่ 5  ต.หินดาต อ.ปางศิลาทอง จ.กำแพงเพชร 62120,,
10,0625558000478,บจ.ไทยเสรี เอ็กซ์ปอร์ต จำกัด,4/9/2558," 1,000,000 ",ค้าข้าว,139 หมู่ที่ 1  ต.คลองขลุง อ.คลองขลุง จ.กำแพงเพชร 62120,,
11,0623558000964,หจ.เทียนทิพย์ 2015,28/9/2558," 1,000,000 ",รับเหมาก่อสร้าง,112 หมู่ที่ 11  ต.บ่อถ้ำ อ.ขาณุวรลักษบุรี จ.กำแพงเพชร 62130,,
12,0623558000921,หจ.พรวิษณุ ก่อสร้าง,17/9/2558," 1,000,000 ",รับเหมาก่อสร้าง,135 หมู่ที่ 4  ต.คลองน้ำไหล อ.คลองลาน จ.กำแพงเพชร 62180,,
13,0623558000930,หจ.เค เอ็ม จี การค้า,18/9/2558," 1,000,000 ",ผลิตคอนกรีต,666 หมู่ที่ 1  ต.คลองลานพัฒนา อ.คลองลาน จ.กำแพงเพชร 62180,,
14,0623558000948,หจ.ต.เจริญยนต์ ฮาร์ดแวร์,18/9/2558," 600,000 ",จำหน่ายน้ำมันเชื้อเพลิง,177/1 หมู่ที่ 3  ต.บ่อถ้ำ อ.ขาณุวรลักษบุรี จ.กำแพงเพชร 62130,,
15,0625558000524,บจ.พานทองนำโชค 2015 จำกัด,21/9/2558," 300,000 ",ประกอบกิจการขนส่งและขนถ่ายสินค้า,72 หมู่ที่ 2  ต.พานทอง อ.ไทรงาม จ.กำแพงเพชร 62150,,
16,0623558000956,หจ.สุรัตน์ ภัคธีมา ทรัพย์สมบูรณ์,18/9/2558," 100,000 ",จำหน่ายผลิตภัณฑ์แอมเวย์,45 หมู่ที่ 9  ต.หนองทอง อ.ไทรงาม จ.กำแพงเพชร 62150,,
1,0635558000885,บจ.เวสเทิร์นวิง อินเตอร์เทรด จำกัด,24/9/2558," 5,000,000 ",ประกอบกิจการนำเข้าและส่งออกสินค้าตามที่กำหนดไว้ในวัตถุประสงค์,64/1 หมู่ที่ 2  ต.ประดาง อ.วังเจ้า จ.ตาก 63170,,
2,0635558000834,บจ.ฤชุโรจน์ โฮลดิ้ง จำกัด,23/9/2558," 3,000,000 ",ประกอบกิจการด้านอาหารในภัตตาคาร ร้านอาหาร,338/5 หมู่ที่ 2  ต.ท่าสายลวด อ.แม่สอด จ.ตาก 63110,,
3,0635558000915,บจ.เติมทรัพย์สาร (2015) จำกัด,28/9/2558," 3,000,000 ",ประกอบกิจการให้เช่าอพาร์ตเม้นท์ และสิ่งปลูกสร้างอื่นทุกชนิด,137/6 ถนนประสาทวิถี  ต.แม่สอด อ.แม่สอด จ.ตาก 63110,,
4,0635558000842,บจ.มุกดา มาร์เก็ต อิมพอร์ท เอ็กซ์พอร์ท จำกัด,23/9/2558," 2,000,000 ",ประกอบกิจการส่งออกสินค้าอุปโภคและบริโภค,"3/49,3/50,3/51,3/52 ถนนแม่สอด-อุ้มผาง  ต.แม่สอด อ.แม่สอด จ.ตาก 63110",,
5,0635558000869,บจ.ดรีม เบเกอรี่ เทรดดิ้ง จำกัด,23/9/2558," 2,000,000 ",ประกอบกิจการผลิต อาหารสด อาหารแห้ง อาหารสำเร็จรูป เบเกอรี่ ขนมและเครื่องดื่มที่ไม่มีแอลกอฮอล์,599/101 หมู่ที่ 1  ต.แม่ปะ อ.แม่สอด จ.ตาก 63110,,
6,0633558000671,หจ.วงษ์ต่ายก่อสร้าง,9/9/2558," 1,000,000 ",รับเหมาก่อสร้าง,593 หมู่ที่ 9  ต.น้ำรึม อ.เมืองตาก จ.ตาก 63000,,
7,0633558000735,หจ.ชำนาญทรัพย์ทรานสปอร์ต,23/9/2558," 1,000,000 ",ประกอบกิจการ การขนส่งและขนถ่ายสินค้า,477 หมู่ที่ 2  ต.ท่าสายลวด อ.แม่สอด จ.ตาก 63110,,
8,0635558000796,บจ.อันตา เอ๊กเพรส จำกัด,18/9/2558," 1,000,000 ",ประกอบกิจการนำเข้าและส่งออกไปจำหน่ายยังต่างประเทศ ซึ่งสินค้าตามวัตถุประสงค์,197 หมู่ที่ 1  ต.แม่ปะ อ.แม่สอด จ.ตาก 63110,,
9,0635558000800,บจ.อิรวดี อิมปอร์ตเอ๊กปอร์ต จำกัด,21/9/2558," 1,000,000 ",ขายส่งเชื้อเพลิงเหลว,9/602 ถนนอินทรคีรี  ต.แม่สอด อ.แม่สอด จ.ตาก 63110,,
10,0635558000818,บจ.ทูเฮดการพาณิชย์ จำกัด,22/9/2558," 1,000,000 ",ประกอบกิจการซื้อขายที่ดิน สิ่งปลูกสร้าง รวมทั้งให้เช่าอสังหาริมทรัพย์,820 หมู่ที่ 9  ต.แม่ปะ อ.แม่สอด จ.ตาก 63110,,
11,0635558000851,บจ.ช่างรังวัดเอกชน แม่สอด จำกัด,23/9/2558," 1,000,000 ",การดำเนินกิจการสำนักงานช่างรังวัดเอกชนตามพระราชบัญญัติ ช่างรังวัดเอกชน พ.ศ.2535,599/101 หมู่ที่ 1  ต.แม่ปะ อ.แม่สอด จ.ตาก 63110,,
12,0635558000893,บจ.ยืนยงค์ก่อสร้าง2015 จำกัด,24/9/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง,434 หมู่ที่ 2  ต.แม่ปะ อ.แม่สอด จ.ตาก 63110,,
13,0635558000907,บจ.ไรซ์ซึ (ไทยแลนด์) จำกัด,24/9/2558," 1,000,000 ",ประกอบกิจการค้าเครื่องสำอาง,432 หมู่ที่ 1  ต.ท่าสายลวด อ.แม่สอด จ.ตาก 63110,,
14,0635558000923,บจ.บีแอนด์ซี พลาสติก จำกัด,29/9/2558," 1,000,000 ",ประกอบกิจการผลิต จำหน่าย นำเข้าและส่งออก กล่องกระดาษ ถุง พลาสติก ทุกประเภท,208/1 หมู่ที่ 2 ถนนสมัครสรรพการ  ต.พระธาตุผาแดง อ.แม่สอด จ.ตาก 63110,,
15,0635558000931,บจ.ไอพีเอ็น ชิปปิ้ง เซอร์วิส จำกัด,30/9/2558," 1,000,000 ",ประกอบกิจการตัวแทนผู้รับจัดการขนส่งสินค้าและตัวแทนออกของ ดำเนินพิธีการศุลกากร,359 หมู่ที่ 2  ต.ท่าสายลวด อ.แม่สอด จ.ตาก 63110,,
16,0633558000654,หจ.บัวนำผลคลีนนิ่งเซอร์วิส,1/9/2558," 1,000,000 ",ประกอบกิจการทำความสะอาดทั่วไปของตัวอาคาร,179 หมู่ที่ 13  ต.ขะเนจื้อ อ.แม่ระมาด จ.ตาก 63140,,
17,0633558000662,หจ.รุ่งโรจน์เคมี ๑,4/9/2558," 1,000,000 ",ประกอบกิจการ รับซื้อและจำหน่าย ปุ๋ย สินค้าการเกษตร และเคมีภัณฑ์ทุกชนิด,317 หมู่ที่ 5  ต.แม่จะเรา อ.แม่ระมาด จ.ตาก 63140,,
18,0633558000727,หจ.เอสเอ็ม เทรดดิ้ง กรุ๊ป,23/9/2558," 1,000,000 ",ประกอบกิจการขายสินค้าอุปโภคและบริโภคมือสอง,131/1 หมู่ที่ 6  ต.แม่ระมาด อ.แม่ระมาด จ.ตาก 63140,,
19,0633558000743,หจ.สามพี่น้อง คอนสตรัคชั่น2015,24/9/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้างอาคารที่ไม่ใช่ที่พักอาศัย,52/3 หมู่ที่ 2  ต.แม่จะเรา อ.แม่ระมาด จ.ตาก 63140,,
20,0633558000751,หจ.เลอตอ คอนสตรัคชั่น,24/9/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้างที่ไม่ใช่ที่พักอาศัย,179 หมู่ที่ 10  ต.แม่ตื่น อ.แม่ระมาด จ.ตาก 63140,,
21,0633558000689,หจ.จั๊วเน้งฒ่อออโต้คาร์เซอร์วิส,10/9/2558," 1,000,000 ",ประกอบกิจการค้ารถยนต์มือสอง,232 หมู่ที่ 9  ต.คีรีราษฎร์ อ.พบพระ จ.ตาก 63160,,
