นิติบุคคลจัดตั้งเดือนมีนาคม  2558,,,,,,
ทั่วประเทศ,,,,,,
ที่,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่
42 ,0303558001173,หจ.ชันดู เอ็กซ์ซิม,17/3/2558," 1,000,000 ",จำหน่ายอาหาร อาหารเสริม อาหารอบแห้ง สำหรับโคนม โคเนื้ออาหารสัตว์และผลิตภัณฑ์อาหารเสริมสำหรับสัตว์,176/55 หมู่ที่ 18  ต.ปากช่อง อ.ปากช่อง จ.นครราชสีมา 30130
43 ,0305558001167,บจ.เขาใหญ่ พาโนราม่า รีสอร์ท จำกัด,5/3/2558," 1,000,000 ",ประกอบกิจการรีสอร์ทและที่พัก,297 หมู่ที่ 6  ต.หนองน้ำแดง อ.ปากช่อง จ.นครราชสีมา 30130
44 ,0305558001264,บจ.เรืองโรจน์ เพ็ท ช็อป จำกัด,10/3/2558," 1,000,000 ",จำหน่ายอาหารสัตว์ ยาสัตว์ และอุปกรณ์ที่เกี่ยวข้อง,"657,659 ถนนมิตรภาพ  ต.ปากช่อง อ.ปากช่อง จ.นครราชสีมา 30130"
45 ,0305558001302,บจ.สยามซุปเปอร์เบส จำกัด,12/3/2558," 1,000,000 ",ซื้อมาขายไป นำเข้าส่งออก จัดซื้อ จัดหา สินค้าอาหารแห้งทุกชนิดทั้งในและต่างประเทศ,53 หมู่ที่ 21  ต.ปากช่อง อ.ปากช่อง จ.นครราชสีมา 30130
46 ,0305558001329,บจ.มายมอมแอนด์แด๊ด จำกัด,13/3/2558," 1,000,000 ",ขายส่ง ขายปลีกสินค้าอุปโภค บริโภคและที่เกี่ยวข้อง ในรูปแบบซุปเปอร์มาร์เก็ต,50 หมู่ที่ 2 ถนนหนองขี้ตุ่น  ต.วังกะทะ อ.ปากช่อง จ.นครราชสีมา 30130
47 ,0305558001370,บจ.สหมิตรลิสซิ่ง  1989 จำกัด,19/3/2558," 1,000,000 ",ขาย โอน จำนอง ที่ดินและรถยนต์ รวมทั้งจำหน่ายสินทรัพย์โดยประการอื่น,3/1 ถนนเทศบาล 2  ต.ปากช่อง อ.ปากช่อง จ.นครราชสีมา 30130
48 ,0305558001434,บจ.สมพร การไฟฟ้า 2015 จำกัด,20/3/2558," 1,000,000 ",ประกอบกิจการรับออกแบบและวางระบบสาธารณูปโภค ติดตั้งหม้อแปลงไฟฟ้า ตั้งเสาไฟและพาดสายไฟฟ้า วางระบบ,116 ซอยราชประชา 1 ถนนมิตรภาพ  ต.ปากช่อง อ.ปากช่อง จ.นครราชสีมา 30130
49 ,0305558001523,บจ.นารีน่า อินนิชิเอทีฟ (ประเทศไทย) จำกัด,25/3/2558," 1,000,000 ",ประกอบกิจการค้าเครื่องสำอางค์ อุปกรณ์เครื่องมือและเครื่องใช้เสริมความงาม,124 หมู่ที่ 12  ต.หมูสี อ.ปากช่อง จ.นครราชสีมา 30130
50 ,0305558001663,บจ.ซี.อาร์.คอนสตรัคชั่น แอนด์ แมนเนจเม้นท์ จำกัด,31/3/2558," 1,000,000 ",รับเหมาก่อสร้าง ซ่อมแซม ต่อเติม บ้าน อาคารพาณิชย์ อาคารสำนักงาน โรงงาน งานรีโนเวท,47/3 หมู่ที่ 1  ต.ขนงพระ อ.ปากช่อง จ.นครราชสีมา 30130
51 ,0305558001345,บจ.โชติมาก่อสร้าง จำกัด,18/3/2558," 1,000,000 ",รับเหมาก่อสร้างอาคาร สถานที่ทำการ โรงงาน งานก่อสร้างอย่างอื่นทุกชนิด งานก่อสร้างเฉพาะทาง,366 หมู่ที่ 7  ต.สีคิ้ว อ.สีคิ้ว จ.นครราชสีมา 30140
52 ,0303558001238,หจ.ภูพนา,24/3/2558," 1,000,000 ",ผลิตและจำหน่ายน้ำผลไม้สุขภาพ,8 หมู่ที่ 15  ต.ธงชัยเหนือ อ.ปักธงชัย จ.นครราชสีมา 30150
53 ,0305558001124,บจ.สุมินทร์ตราไม้แพลเลท จำกัด,3/3/2558," 1,000,000 ",ผลิตและจำหน่ายพาเลทที่ทำจากไม้แปรรูปทุกชนิด,39 หมู่ที่ 14  ต.ธงชัยเหนือ อ.ปักธงชัย จ.นครราชสีมา 30150
54 ,0305558001469,บจ.โซล่า โกลบอล จำกัด,20/3/2558," 1,000,000 ",จำหน่าย นำเข้า แผงโซล่าเซลส์ อุปกรณ์ประกอบทุกชนิด การผลิตกระแสไฟฟ้า,55/8 หมู่ที่ 10  ต.เมืองปัก อ.ปักธงชัย จ.นครราชสีมา 30150
55 ,0305558001591,บจ.พี แอนด์ วี พาวเวอร์ แพลนท์ จำกัด,26/3/2558," 1,000,000 ",ประกอบกิจการโรงงานไฟฟ้าขนาดเล็กเพื่อผลิตและจำหน่ายกระแสไฟฟ้า,23 หมู่ที่ 13  ต.เมืองปัก อ.ปักธงชัย จ.นครราชสีมา 30150
56 ,0305558001558,บจ.โคราช ซอส (อุตสาหกรรม) จำกัด,26/3/2558," 1,000,000 ",ประกอบกิจการโรงงานผลิตและจำหน่าย ซอสปรุงรสและน้ำปลา,99 หมู่ที่ 9  ต.สูงเนิน อ.สูงเนิน จ.นครราชสีมา 30170
57 ,0305558001639,บจ.บีแอลอาร์ ซัพพลาย แอนด์เซอร์วิส จำกัด,30/3/2558," 1,000,000 ",ประกอบกิจการรับซ่อมแซม ตรวจสอบ สอบเทียบบำรุงรักษาอุปกรณ์ทางด้านวิศวกรรม,16 หมู่ที่ 1  ต.บุ่งขี้เหล็ก อ.สูงเนิน จ.นครราชสีมา 30170
58 ,0303558001068,หจ.เกษตรรุ่งเรือง คอนกรีต,11/3/2558," 1,000,000 ",ประกอบกิจการผลิตและจำหน่ายวัสดุก่อสร้างซึ่งหล่อสำเร็จรูปจากคอนกรีต,9 หมู่ที่ 4  ต.กระทุ่มราย อ.ประทาย จ.นครราชสีมา 30180
59 ,0303558001033,หจ.โชคชัยเครน,9/3/2558," 1,000,000 ",ให้บริการรถบรรทุก และให้เช่ารถเครน และรับจ้างซ่อมรถทุกชนิด,129/3 หมู่ที่ 5  ต.ด่านเกวียน อ.โชคชัย จ.นครราชสีมา 30190
60 ,0303558001149,หจ.ปัญจสุวรรณเซฟตี้กรุ๊ป,13/3/2558," 1,000,000 ",จำหน่ายอุปกรณ์เซฟตี้ทุกชนิด ปลีก-ส่ง,51 หมู่ที่ 5  ต.ท่าเยี่ยม อ.โชคชัย จ.นครราชสีมา 30190
61 ,0305558001566,บจ.ซัวเถา ฟู๊ด จำกัด,26/3/2558," 1,000,000 ",ประกอบกิจการผลิต แปรรูป จำหน่าย อาหารทุกชนิด,212/1 หมู่ที่ 6 ถนนโชคชัย-เดชอุดม  ต.ท่าเยี่ยม อ.โชคชัย จ.นครราชสีมา 30190
62 ,0305558001353,บจ.สโตนบริดจ์ คอนสตรัคชั่น จำกัด,18/3/2558," 1,000,000 ",รับเหมาก่อสร้าง,398/8 หมู่ที่ 1  ต.สระพระ อ.พระทองคำ จ.นครราชสีมา 30220
63 ,0305558001574,บจ.อารีย์ การเกษตร แอนจิเนียริ่ง 2015 จำกัด,26/3/2558," 1,000,000 ",ประกอบกิจการจำหน่ายปุ๋ยทุกชนิดและเครื่องมือทางการเกษตรทุกชนิด,40 หมู่ที่ 15  ต.บัลลังก์ อ.โนนไทย จ.นครราชสีมา 30220
64 ,0303558001092,หจ.เกตุธนกุลทัวร์,12/3/2558," 1,000,000 ",บริการให้เช่าเหมารถตู้ รถบัส จัดทัวร์ทั้งในและต่างประเทศ,20 หมู่ที่ 4 ซอยโนนประดู่ ถนนเทศบาล 1  ต.จักราช อ.จักราช จ.นครราชสีมา 30230
65 ,0303558001289,หจ.ธนรัชต์ แอสเสทบิสสิเนส กรุ๊ป,30/3/2558," 1,000,000 ",ซื้อขายอสังหาริมทรัพย์ที่เป็นของตนเองเพื่อการพักอาศัย,48 หมู่ที่ 14  ต.ท่าช้าง อ.เฉลิมพระเกียรติ จ.นครราชสีมา 30230
66 ,0303558001131,หจ.เมืองคง สมจิตก่อสร้าง,13/3/2558," 1,000,000 ",รับเหมาก่อสร้างทุกประเภท เช่น ถนนคอนกรีต ถนนลูกรัง,48 หมู่ที่ 2  ต.เมืองคง อ.คง จ.นครราชสีมา 30260
67 ,0305558001388,บจ.เค ที เอ็น ประกอบโชค คอร์ปอร์เรชั่น จำกัด,19/3/2558," 1,000,000 ",นำเข้าและจำหน่ายสินค้ามือสองจากประเทศญี่ปุ่นทุกชนิด,26 หมู่ที่ 1  ต.เมืองคง อ.คง จ.นครราชสีมา 30260
68 ,0305558001442,บจ.โรงไฟฟ้าราชสีมา พาวเวอร์ จำกัด,20/3/2558," 1,000,000 ",ผลิตกระแสไฟฟ้าส่งกระแสไฟฟ้า,4/2 หมู่ที่ 4  ต.หนองมะนาว อ.คง จ.นครราชสีมา 30260
69 ,0305558001418,บจ.ไทย-ลาว รุ่งเรือง อิมปอร์ท เอ็กซ์ปอร์ท จำกัด,20/3/2558," 1,000,000 ",นำเข้าส่งออก พลาสติกรีไซเคิล หลอดแก้ว โลหะ ไม้แปรรูป ถ่านอัดแท่ง แก๊สหุงต้ม,588 หมู่ที่ 1  ต.ชุมพวง อ.ชุมพวง จ.นครราชสีมา 30270
70 ,0303558001211,หจ.เอ เอ็น ซี อินเวนชั่น,19/3/2558," 1,000,000 ",รับเหมาก่อสร้าง,414 (นอกเขตฯ) หมู่ที่ 2  ต.ขามทะเลสอ อ.ขามทะเลสอ จ.นครราชสีมา 30280
71 ,0305558001361,บจ.ชำนาญ ซีเอ็นซี จำกัด,19/3/2558," 1,000,000 ",ซ่อมแซม บำรุงรักษาเครื่องจักร เครื่องยนต์ เครื่องมือกล เครื่องทุ่นแรงและยานพาหนะทุกชนิด พร้อมทั้งจัด,22 หมู่ที่ 1  ต.ขามทะเลสอ อ.ขามทะเลสอ จ.นครราชสีมา 30280
72 ,0303558001181,หจ.วอเตอร์โปร มาร์เก็ตติ้ง,17/3/2558," 1,000,000 ",จำหน่ายปลีกเครื่องสูบน้ำ เครื่องยนต์ ปั๊มน้ำทุกชนิด อุปกรณ์ประปา ครุภัณฑ์ทุกชนิด เครื่องมือช่าง,378 หมู่ที่ 13 ซอยอรพิม 5 ถนนสุรนารายณ์  ต.จอหอ อ.เมืองนครราชสีมา จ.นครราชสีมา 30310
73 ,0303558001050,หจ.ทรัพย์สุมลยางพารา,11/3/2558," 1,000,000 ",จำหน่ายยาง ยางดิบ ยางแผ่นหรือยางชนิดอื่นอันผลิตขึ้นหรือได้มาจากส่วนหนึ่งส่วนใดของยางพารา,15 (นอกเขตฯ) หมู่ที่ 15  ต.เสิงสาง อ.เสิงสาง จ.นครราชสีมา 30330
74 ,0305558001116,บจ.เค บี ชัชพิสิฐ เซอร์วิส จำกัด,2/3/2558," 1,000,000 ",บริการเช่า ขาย ซื้อรถยนต์ รถบรรทุก รถฟอร์คลิฟ รถตัก รถแบ็คโค รถไฟฟ้าทุกชนิด,64/12 หมู่ที่ 3  ต.นากลาง อ.สูงเนิน จ.นครราชสีมา 30380
75 ,0305558001141,บจ.ไอเดีย เอ็นจิเนียริ่ง แอนด์ เซอร์วิส 2015 จำกัด,3/3/2558," 1,000,000 ",รับเหมาติดตั้งระบบไฟฟ้าและระบบประปาในโรงงานอุตสาหกรรมทุกประเภท,72 หมู่ที่ 3  ต.กุดจิก อ.สูงเนิน จ.นครราชสีมา 30380
76 ,0303558001262,หจ.ซิกมา โพเทนเชียล เอนจิเนียริ่ง,27/3/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้างขุดถม ปรับหน้าดิน งานโยธาต่างๆ,146 หมู่ที่ 6  ต.หนองหัวแรต อ.หนองบุญมาก จ.นครราชสีมา 30410
77 ,0305558001175,บจ.กฤติยาณี การเกษตร จำกัด,9/3/2558," 1,000,000 ",ค้าปุ๋ย อาหารเสริมพืช ยาปราบศัตรูพืช รวมถึงเครื่องมือทางการเกษตร,553 หมู่ที่ 4  ต.สำนักตะคร้อ อ.เทพารักษ์ จ.นครราชสีมา 30410
78 ,0305558001540,บจ.ทีพีบี ออยล์ จำกัด,26/3/2558," 1,000,000 ",ประกอบกิจการค้าน้ำมันเชื้อเพลิง สถานีบริการน้ำมันเชื้อเพลิง และค้าสินค้าอเมซอนและเบอร์เกอรี่,414 หมู่ที่ 1 ถนนมิตรภาพ  ต.ธารปราสาท อ.โนนสูง จ.นครราชสีมา 30420
79 ,0303558000991,หจ.กล้าหาญ(เคแอล)การช่าง,5/3/2558," 1,000,000 ",รับเหมาก่อสร้างและงานโยธาทุกชนิด,51 หมู่ที่ 9  ต.โพนทอง อ.สีดา จ.นครราชสีมา 30430
80 ,0303558001246,หจ.ไทยเชิดโลหะจิต,25/3/2558," 1,000,000 ",รับเหมาก่อสร้าง,224 หมู่ที่ 1  ต.โพนทอง อ.สีดา จ.นครราชสีมา 30430
81 ,0303558000959,หจ.บ้านสวนพฤกษา (โคราช),3/3/2558," 500,000 ",บริการผลิตและรับจดมิเตอร์น้ำประปา เพื่อบริหารจัดการหมู่บ้านจัดสรร,682/1 หมู่ที่ 2  ต.สุรนารี อ.เมืองนครราชสีมา จ.นครราชสีมา 30000
82 ,0303558000983,หจ.โคราชพนมรุ้งขนส่ง,5/3/2558," 500,000 ",ขนส่งและขนถ่ายสินค้า และคนโดยสารทั้งทางบก ทางน้ำ ทางอากาศ ทั้งภายในประเทศและระหว่างประเทศ,414 หมู่ที่ 1  ต.บ้านเกาะ อ.เมืองนครราชสีมา จ.นครราชสีมา 30000
83 ,0303558001076,หจ.เฉลิม-พุ่ม รวย,12/3/2558," 500,000 ",จำหน่ายสินค้าอุปโภคบริโภค และผลิตภัณฑ์ทางการเกษตร  ทุกชนิด,23 หมู่ที่ 7  ต.หนองไผ่ล้อม อ.เมืองนครราชสีมา จ.นครราชสีมา 30000
84 ,0303558001190,หจ.ไอสไตล์ ติวเตอร์เรียล,17/3/2558," 500,000 ",รับสอนพิเศษทุกประเภท,113/1 ตรอกสมอราย  ต.ในเมือง อ.เมืองนครราชสีมา จ.นครราชสีมา 30000
85 ,0303558001114,หจ.ปากช่องยินดีทรัพย์,12/3/2558," 500,000 ",ซื้อขายรถยนต์ รถจักรยานยนต์ รถจักรยานยนต์ ยานพาหนะทุกชนิด,432/7 ถนนมิตรภาพ  ต.ปากช่อง อ.ปากช่อง จ.นครราชสีมา 30130
86 ,0303558000975,หจ.เอส.เค.คูณช่างเกษตร,3/3/2558," 300,000 ",รับเหมาก่อสร้างอาคาร อาคารพาณิชย์ อาคารที่พักอาศัย สถานที่ทำการ ถนน สะพาน เขื่อนอุโมงค์ และงานก่อสร้,69/1 หมู่ที่ 4  ต.มิตรภาพ อ.สีคิ้ว จ.นครราชสีมา 30140
87 ,0303558001203,หจ.สระสูงเนิน,18/3/2558," 300,000 ",ประกอบกิจการวิทยุกระจายเสียงคลื่นความถี่ 88.50 บริการข่าวสารสาระ ประชาชน การศึกษา สุขภาพ อนามัย,115 หมู่ที่ 3  ต.เสมา อ.สูงเนิน จ.นครราชสีมา 30170
88 ,0303558001122,หจ.นำสวัสดิ์ขนส่ง,13/3/2558," 300,000 ",ประกอบกิจการขนส่งและขนถ่ายสินค้าและคนโดยสารทั้งทางบก ทางน้ำ ทางอากาศ ทั้งภายในประเทศและระหว่างประเทศ,85 หมู่ที่ 4 ถนนเพชรมาตุคลา  ต.จักราช อ.จักราช จ.นครราชสีมา 30230
89 ,0303558001157,หจ.โมเดิร์น โฮม เพสท์ เมเนจเมนท์,16/3/2558," 200,000 ",จำหน่ายผลิตภัณฑ์และให้บริการกำจัดแมลงและสัตว์รบกวนต่างๆ,701/5 หมู่ที่ 1  ต.บ้านเกาะ อ.เมืองนครราชสีมา จ.นครราชสีมา 30000
90 ,0303558001025,หจ.พี แอนด์ พี แอคทีเวีย โคราช,9/3/2558," 100,000 ",ประกอบกิจการเป็นตัวแทนค้าผลิตภัณฑ์อาหารที่มีนมเป็นส่วนผสม,442/40 หมู่ที่ 1  ต.หัวทะเล อ.เมืองนครราชสีมา จ.นครราชสีมา 30000
91 ,0305558001426,บจ.อดาลีน จำกัด,20/3/2558," 100,000 ",ประกอบกิจการวิจัยและพัฒนาเชิงทดลองด้านวิศวกรรม วิทยาศาสตร์และเทคโนโลยีอื่นๆ,415 หมู่ที่ 10  ต.สุรนารี อ.เมืองนครราชสีมา จ.นครราชสีมา 30000
92 ,0303558001271,หจ.โกลบอล เซฟตี้,27/3/2558," 100,000 ",ประกอบกิจการค้าอุปกรณ์ป้องกันภัยทุกประเภท,27/1 ถนนเทศบาล 8  ต.ปากช่อง อ.ปากช่อง จ.นครราชสีมา 30130
93 ,0303558001084,หจ.ร่มฉัตรออดิท,12/3/2558," 50,000 ",บริการด้านการตรวจสอบบัญชีและรับรองงบการเงินของห้างหุ้นส่วนบริษัท,48 ซอยมิตรภาพ 15  ต.ในเมือง อ.เมืองนครราชสีมา จ.นครราชสีมา 30000
1 ,0315558000403,บจ.บุรีรัมย์รัชดา จำกัด,23/3/2558," 20,000,000 ",ประกอบกิจการโรงโม่หิน ย่อยหิน ระเบิดหิน และย่อยหินทุกชนิด,151 หมู่ที่ 16  ต.สวายจีก อ.เมืองบุรีรัมย์ จ.บุรีรัมย์ 31000
2 ,0315558000331,บจ.บุรีรัมย์เค.ยู. กรุ๊ป จำกัด,9/3/2558," 3,000,000 ",ประกอบกิจการค้ายา ยารักษาโรค เภสัชภัณฑ์ เคมีภัณฑ์ เครื่องมือเครื่องใช้ทางวิทยาศาสตร์,"225,225/1-225/7 หมู่ที่ 9  ต.ชุมเห็ด อ.เมืองบุรีรัมย์ จ.บุรีรัมย์ 31000"
3 ,0315558000438,บจ.กี่ทองเคมี จำกัด,26/3/2558," 3,000,000 ",ผลิตและจำหน่ายปุ๋ยเคมี และปุ๋ยชีวภาพ,503 หมู่ที่ 3  ต.ทุ่งกระตาดพัฒนา อ.หนองกี่ จ.บุรีรัมย์ 31210
4 ,0315558000314,บจ.เลิศสิริ เซอร์วิส จำกัด,3/3/2558," 2,300,000 ",ประกอบกิจการนำเที่ยว รวมทั้งธุรกิจที่เกี่ยวข้องกับการนำเที่ยวทุกชนิด,455/12 หมู่ที่ 9  ต.อิสาณ อ.เมืองบุรีรัมย์ จ.บุรีรัมย์ 31000
5 ,0313558000461,หจ.พีเจที คอนสตรัคชั่น แอนด์ ดีไซน์,27/3/2558," 2,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง,39 หมู่ที่ 11  ต.ทรัพย์พระยา อ.นางรอง จ.บุรีรัมย์ 31110
6 ,0313558000312,หจ.รุ่งไทยเจริญ,2/3/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง,166 หมู่ที่ 4  ต.อิสาณ อ.เมืองบุรีรัมย์ จ.บุรีรัมย์ 31000
7 ,0313558000339,หจ.ที พี พี ปภาพัฒน์,9/3/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง,167 หมู่ที่ 19  ต.ชุมเห็ด อ.เมืองบุรีรัมย์ จ.บุรีรัมย์ 31000
8 ,0313558000380,หจ.โชคพัฒน์ธินันต์,12/3/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง,21/12 ถนนอินจันทร์ณรงค์  ต.ในเมือง อ.เมืองบุรีรัมย์ จ.บุรีรัมย์ 31000
9 ,0313558000479,หจ.อัจฉราการโยธา,30/3/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง,8 หมู่ที่ 3  ต.สามแวง อ.ห้วยราช จ.บุรีรัมย์ 31000
10 ,0315558000306,บจ.บีอาร์ ซีคิวริตี้ เซอร์วิส จำกัด,2/3/2558," 1,000,000 ",ประกอบกิจการด้านทำความสะอาด,8/80 ถนนปลัดเมือง  ต.ในเมือง อ.เมืองบุรีรัมย์ จ.บุรีรัมย์ 31000
11 ,0315558000322,บจ.ภอสำเภา จำกัด,9/3/2558," 1,000,000 ",การซื้อและการขายอสังริมทรัพย์ที่เป็นตนเอง เพื่อการพักอาศัย,62 หมู่ที่ 10  ต.อิสาณ อ.เมืองบุรีรัมย์ จ.บุรีรัมย์ 31000
12 ,0315558000349,บจ.โสภณกังวาฬ จำกัด,11/3/2558," 1,000,000 ",ประกอบกิจการรับปรึกษา ฝึกอบรม เกี่ยวกับการขาย,132/122-123 หมู่ที่ 7  ต.อิสาณ อ.เมืองบุรีรัมย์ จ.บุรีรัมย์ 31000
13 ,0315558000373,บจ.ท่าข้าวกระเดื่อง จำกัด,19/3/2558," 1,000,000 ",ประกอบกิจการจำหน่ายปุ๋ย สารเคมี อุปกรณ์การเกษตรทุกชนิด,24 หมู่ที่ 12  ต.สองห้อง อ.เมืองบุรีรัมย์ จ.บุรีรัมย์ 31000
14 ,0315558000381,บจ.วันเพ็ญ คอนสตรัคชั่น แอนด์ อีเล็คทริค จำกัด,19/3/2558," 1,000,000 ",ประกอบกิจการงานก่อสร้าง,95 หมู่ที่ 18  ต.ชุมเห็ด อ.เมืองบุรีรัมย์ จ.บุรีรัมย์ 31000
15 ,0315558000390,บจ.สุทธิสิริ พอนน์ จำกัด,20/3/2558," 1,000,000 ",ประกอบกิจการโรงรับจำนำ,151 หมู่ที่ 2  ต.ชุมเห็ด อ.เมืองบุรีรัมย์ จ.บุรีรัมย์ 31000
16 ,0315558000446,บจ.ทองแท้ เซอร์วิส จำกัด,30/3/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง,174/26 ถนนหน้าสถานี  ต.ในเมือง อ.เมืองบุรีรัมย์ จ.บุรีรัมย์ 31000
17 ,0313558000436,หจ.ไผ่พลอยรุ่งเรืองขนส่ง,24/3/2558," 1,000,000 ",ประกอบกิจการขนส่งสินค้า,4 หมู่ที่ 3  ต.หนองกง อ.นางรอง จ.บุรีรัมย์ 31110
18 ,0313558000444,หจ.นางรอง พี เอ็น พี,25/3/2558," 1,000,000 ",ประกอบกิจการติดตั้งหม้อแปลงไฟฟ้าแรงสูง,120 หมู่ที่ 1  ต.นางรอง อ.นางรอง จ.บุรีรัมย์ 31110
19 ,0313558000452,หจ.เกษตรวัสดุภัณฑ์,25/3/2558," 1,000,000 ",ประกอบกิจการค้าวัสดุก่อสร้างทุกชนิด,62 หมู่ที่ 1  ต.นางรอง อ.นางรอง จ.บุรีรัมย์ 31110
20 ,0313558000363,หจ.ซันออยล์,11/3/2558," 1,000,000 ",ประกอบกิจการค้าน้ำมันเชื้อเพลิง และสถานีบริการน้ำมันเชื้อเพลิง สินค้าเบ็ดเตล็ด สินค้าอุปโภคบริโภค,139 หมู่ที่ 1  ต.หินโคน อ.ลำปลายมาศ จ.บุรีรัมย์ 31130
21 ,0313558000371,หจ.กรวรรณ5258,12/3/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้างและงานที่เกี่ยวข้องต่าง ๆ,18 หมู่ที่ 12  ต.หนองคู อ.ลำปลายมาศ จ.บุรีรัมย์ 31130
22 ,0315558000365,บจ.มอร์ ไอ เน็ต จำกัด,18/3/2558," 1,000,000 ",ประกอบกิจการเขียนและออกแบบเว็บไซด์,118 หมู่ที่ 13  ต.แสลงพัน อ.ลำปลายมาศ จ.บุรีรัมย์ 31130
23 ,0315558000357,บจ.โซเท็ค เอ็นเนอร์จี จำกัด,16/3/2558," 1,000,000 ",ประกอบกิจการผลิตและจำหน่ายพลังงานไฟฟ้า และรับจ้างออกแบบ ติดตั้งระบบพลังงานแสงอาทิตย์,233 หมู่ที่ 3  ต.ละเวี้ย อ.ประโคนชัย จ.บุรีรัมย์ 31140
24 ,0315558000420,บจ.พีเอ็นเอส แอสโซซิเอท จำกัด,25/3/2558," 1,000,000 ",ประกอบกิจการค้าเคมีภัณฑ์,204 หมู่ที่ 9  ต.ตะโกตาพิ อ.ประโคนชัย จ.บุรีรัมย์ 31140
25 ,0313558000321,หจ.ฮัลโหลเรดิโอ,6/3/2558," 1,000,000 ",ประกอบกิจการด้านวิทยุกระจายเสียง,444/14 หมู่ที่ 19  ต.นิคม อ.สตึก จ.บุรีรัมย์ 31150
26 ,0313558000410,หจ.เพชรยุทธพงษ์  ก่อสร้าง,17/3/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง,2 หมู่ที่ 6  ต.เมืองแก อ.สตึก จ.บุรีรัมย์ 31150
27 ,0313558000355,หจ.บุญสว่าง การทอ,9/3/2558," 1,000,000 ",ประกอบกิจการผลิตถุงมือ,127 หมู่ที่ 7  ต.พรสำราญ อ.คูเมือง จ.บุรีรัมย์ 31190
28 ,0313558000401,หจ.แคนค้ำคูณ,17/3/2558," 1,000,000 ",ประกอบกิจการขุดเจาะบ่อบาดาล,4 หมู่ที่ 2  ต.หนองขมาร อ.คูเมือง จ.บุรีรัมย์ 31190
29 ,0313558000398,หจ.กุลิสราเพิ่มพูนทรัพย์,13/3/2558," 1,000,000 ",ประกอบกิจการจำหน่ายวัสดุก่อสร้าง,11 หมู่ที่ 4  ต.โคกสูง อ.หนองกี่ จ.บุรีรัมย์ 31210
30 ,0313558000347,หจ.เคเบิล ค้าวัสดุก่อสร้าง,9/3/2558," 1,000,000 ",ประกอบกิจการค้าวัสดุก่อสร้าง,249 หมู่ที่ 4  ต.ปะคำ อ.ปะคำ จ.บุรีรัมย์ 31220
31 ,0315558000411,บจ.ซิลเวอร์ สโตน เอ็กซพอร์ต จำกัด,23/3/2558," 1,000,000 ",การผลิตผลิตภัณฑ์หินที่ใช้ในการก่อสร้าง,321 หมู่ที่ 2  ต.ไทยสามัคคี อ.หนองหงส์ จ.บุรีรัมย์ 31240
32 ,0313558000428,หจ.ชัยเกษตรรุ่งเรือง,19/3/2558," 500,000 ",ประกอบกิจการค้าปุ๋ยเคมี เคมีภัณฑ์ทุกชนิด,131 หมู่ที่ 11  ต.บ้านสิงห์ อ.นางรอง จ.บุรีรัมย์ 31110
1 ,0325558000225,บจ.ดี ดี ฟาร์ม จำกัด,2/3/2558," 25,000,000 ",ประกอบกิจการเลี้ยงสัตว์ ทำสวน ทำไร่,119 หมู่ที่ 8  ต.นอกเมือง อ.เมืองสุรินทร์ จ.สุรินทร์ 32000
2 ,0325558000217,บจ.ไอ เอ็ม ฟาร์ม จำกัด,2/3/2558," 20,000,000 ",ประกอบกิจการเลี้ยงสัตว์ ทำสวน ทำไร่,40 หมู่ที่ 16  ต.บัวโคก อ.ท่าตูม จ.สุรินทร์ 32120
3 ,0323558000231,หจ.สุรินทร์รวมช่าง,12/3/2558," 4,200,000 ",ประกอบกิจการซ่อมยานยนต์,222 หมู่ที่ 6  ต.แกใหญ่ อ.เมืองสุรินทร์ จ.สุรินทร์ 32000
4 ,0325558000250,บจ.บิทต้า คอร์เปอเรชั่น จำกัด,9/3/2558," 3,000,000 ",โรงแรม รีสอร์ท การบริหารด้านการอาหารภุตตาคาร,26 ถนนศรีพัฒนา  ต.ในเมือง อ.เมืองสุรินทร์ จ.สุรินทร์ 32000
5 ,0325558000292,บจ.ไพล์เทค(ประเทศไทย) จำกัด,19/3/2558," 3,000,000 ",ให้เช่าเครื่องจักรและอุปกรณ์ที่ใช้ในการก่อสร้างและงานวิศวกรรมโยธา,75 หมู่ที่ 7  ต.ในเมือง อ.เมืองสุรินทร์ จ.สุรินทร์ 32000
6 ,0323558000240,หจ.กมลรุ่งเรือง สุรินทร์,16/3/2558," 2,500,000 ",จำหน่ายวัสดุก่อสร้าง  และรับเหมาก่อสร้าง,30 หมู่ที่ 3  ต.คาละแมะ อ.ศีขรภูมิ จ.สุรินทร์ 32110
