นิติบุคคลจัดตั้งเดือนพฤศจิกายน  2558,,,,,,,,
ทั่วประเทศ,,,,,,,,
ที่,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่,,
15,0845558009171,บจ.เอ็มซี พาราวู๊ด จำกัด,9/11/2558," 3,000,000 ",โรงงานผลิตไม้ยางพาราแปรรูปและส่งออกไปจำหน่ายยังต่างประเทศ,75/4 หมู่ที่ 6  ต.มะลวน อ.พุนพิน จ.สุราษฎร์ธานี 84130,,
16,0843558002922,หจ.สุราษฎร์จันทร์เพ็ญ คอนกรีต,16/11/2558," 3,000,000 ",การรับเหมาก่อสร้าง,569/13 หมู่ที่ 4  ต.ท่าชนะ อ.ท่าชนะ จ.สุราษฎร์ธานี 84170,,
17,0845558009554,บจ.โคโคยาว จำกัด,24/11/2558," 3,000,000 ",ให้เช่าที่พักอาศัย,54/20 หมู่ที่ 8  ต.เกาะพะงัน อ.เกาะพะงัน จ.สุราษฎร์ธานี 84280,,
18,0845558009350,บจ.ปีเตอร์เบิร์ก จำกัด,16/11/2558," 3,000,000 ",ให้เช่าที่พักอาศัย,73/8 หมู่ที่ 6  ต.บ่อผุด อ.เกาะสมุย จ.สุราษฎร์ธานี 84320,,
19,0845558009287,บจ.ไทยชาละวัน ฟาร์มาซูติคอล จำกัด,11/11/2558," 2,000,000 ",การผลิตและจำหน่ายผลิตภัณฑ์เพื่อสุขภาพและความงาม,373/8 หมู่ที่ 3  ต.ตลิ่งงาม อ.เกาะสมุย จ.สุราษฎร์ธานี 84140,,
20,0845558009333,บจ.มาสเตอร์ โปรเจค จำกัด,16/11/2558," 2,000,000 ",ประกอบธุรกิจรับเหมาก่อสร้าง ออกแบบ ตกแต่ง อาคาร บ้านเรือน ในและนอกสถานที่,20/8 หมู่ที่ 1  ต.ตลิ่งงาม อ.เกาะสมุย จ.สุราษฎร์ธานี 84140,,
21,0845558009473,บจ.บาร์อาโด พาราไดซ์ จำกัด,20/11/2558," 2,000,000 ",การซื้อขายที่ดินและอสังหาริมทรัพย์,26/6 หมู่ที่ 1  ต.อ่างทอง อ.เกาะสมุย จ.สุราษฎร์ธานี 84140,,
22,0845558009597,บจ.ซันนี่ ชอร์ โฮลดิ้งส์ จำกัด,26/11/2558," 2,000,000 ",ซื้อ จัดหา รับเช่า ถือกรรมสิทธิ์ ครอบครอง ปรับปรุงใช้ และจัดการโดยประการอื่นซึ่งทรัพย์สินใดๆ,11/24 หมู่ที่ 4  ต.ลิปะน้อย อ.เกาะสมุย จ.สุราษฎร์ธานี 84140,,
23,0845558009716,บจ.ลิปะน้อย การ์เด้นส์ จำกัด,30/11/2558," 2,000,000 ",ซื้อ จัดหา รับเช่า ถือกรรมสิทธิ์ ครอบครอง ปรับปรุงใช้ และจัดการโดยประการอื่นซึ่งทรัพย์สินใดๆ,11/24 หมู่ที่ 4  ต.ลิปะน้อย อ.เกาะสมุย จ.สุราษฎร์ธานี 84140,,
24,0845558009040,บจ.ออฟฟิศ เอลลิท จำกัด,3/11/2558," 2,000,000 ",โรงแรม รีสอร์ท บ้านพักตากอากาศ,8/80 หมู่ที่ 2  ต.เกาะเต่า อ.เกาะพะงัน จ.สุราษฎร์ธานี 84280,,
25,0845558009091,บจ.บีเอ็มเอ็มบี จำกัด,4/11/2558," 2,000,000 ",ประกอบกิจการร้านอาหารและจำหน่ายเครื่องดื่ม,35/27 หมู่ที่ 2  ต.เกาะพะงัน อ.เกาะพะงัน จ.สุราษฎร์ธานี 84280,,
26,0845558009180,บจ.เกาะเต่า สคูบ้าคลับ จำกัด,9/11/2558," 2,000,000 ",ประกอบกิจการให้บริการและแนะนำวิธีการดำน้ำและอื่นๆ ที่เกี่ยวข้อง,8/21 หมู่ที่ 2  ต.เกาะเต่า อ.เกาะพะงัน จ.สุราษฎร์ธานี 84280,,
27,0845558009503,บจ.เอมินจิราฮ์ รีสอร์ท จำกัด,23/11/2558," 2,000,000 ",ประกอบกิจการให้เช่าที่พักอาศัย จำหน่ายอาหารและเครื่องดื่ม,16/4 หมู่ที่ 1  ต.เกาะเต่า อ.เกาะพะงัน จ.สุราษฎร์ธานี 84280,,
28,0845558009686,บจ.นูเบียน บีน จำกัด,27/11/2558," 2,000,000 ",นำเข้าและขายผลิตภัณฑ์กาแฟทุกชนิด จำหน่ายอาหารและเครื่องดื่ม,80/8 หมู่ที่ 4  ต.บ้านใต้ อ.เกาะพะงัน จ.สุราษฎร์ธานี 84280,,
29,0845558009236,บจ.ทีเอ็มแอล สมุย จำกัด,9/11/2558," 2,000,000 ",ประกอบกิจการบริการให้คำปรึกษาเกี่ยวกับงานปูนรวมถึงโรงงานการผลิตดีไซน์ผลิตภัณฑ์จากแก้ว,42/3 หมู่ที่ 2  ต.มะเร็ต อ.เกาะสมุย จ.สุราษฎร์ธานี 84310,,
30,0845558009317,บจ.ซามูดรายา จำกัด,12/11/2558," 2,000,000 ",ประกอบกิจการให้เช่า ซื้อ ขาย ทรัพย์สิน,127/17 หมู่ที่ 4  ต.มะเร็ต อ.เกาะสมุย จ.สุราษฎร์ธานี 84310,,
31,0845558009406,บจ.มานูเวิร์ส จำกัด,19/11/2558," 2,000,000 ",ประกอบกิจการจำหน่ายอาหารและเครื่องดื่ม,197/10 หมู่ที่ 4  ต.มะเร็ต อ.เกาะสมุย จ.สุราษฎร์ธานี 84310,,
32,0845558009449,บจ.ซาลูส สมุย จำกัด,20/11/2558," 2,000,000 ",ประกอบกิจการให้เช่าที่พักอาศัย,149/14-18 หมู่ที่ 4  ต.มะเร็ต อ.เกาะสมุย จ.สุราษฎร์ธานี 84310,,
33,0845558009082,บจ.สมุยท็อปเท็น จำกัด,4/11/2558," 2,000,000 ",รับจองห้องพักและจำหน่ายตั๋วเดินทาง,70/2 หมู่ที่ 3  ต.บ่อผุด อ.เกาะสมุย จ.สุราษฎร์ธานี 84320,,
34,0845558009147,บจ.สยาม กัลฟ์ (ประเทศไทย) จำกัด,6/11/2558," 2,000,000 ",ให้เช่าที่พักอาศัย บังกาโล รีสอร์ท,121/2 หมู่ที่ 3  ต.บ่อผุด อ.เกาะสมุย จ.สุราษฎร์ธานี 84320,,
35,0845558009210,บจ.ไอส์แลนด์  อิเล็คทริคอล จำกัด,9/11/2558," 2,000,000 ",ให้บริการซ่อมแซม บำรุงรักษา ตรวจสอบรวมทั้งติดตั้งเครื่องปรับอากาศ,3/95 หมู่ที่ 2  ต.บ่อผุด อ.เกาะสมุย จ.สุราษฎร์ธานี 84320,,
36,0845558009309,บจ.ยอสสิ มอเตอร์ไบค์ จำกัด,12/11/2558," 2,000,000 ",ประกอบกิจการให้เช่ายานพาหนะทั้งทางบกและทางน้ำทุกชนิด,"156/16,156/25 หมู่ที่ 2  ต.บ่อผุด อ.เกาะสมุย จ.สุราษฎร์ธานี 84320",,
37,0845558009368,บจ.เฟเวอริท  สมุย จำกัด,17/11/2558," 2,000,000 ",บริหาร จัดการ จัดสรร ดูแล ที่พักอาศัย วิลล่า ที่ดิน โครงการต่างๆ และการดำเนินการเกี่ยวกับอสังหาริมทร,223/11 หมู่ที่ 6  ต.บ่อผุด อ.เกาะสมุย จ.สุราษฎร์ธานี 84320,,
38,0845558009422,บจ.สมุย พาราไดซ์ วิว จำกัด,19/11/2558," 2,000,000 ",ประกอบกิจการให้เช่าที่พัก,26/13 หมู่ที่ 6  ต.บ่อผุด อ.เกาะสมุย จ.สุราษฎร์ธานี 84320,,
39,0845558009465,บจ.ไวท์ ออร์คิด (สมุย) จำกัด,20/11/2558," 2,000,000 ",ซื้อจัดหา รับ เช่า เช่าซื้อ ถือกรรมสิทธิ์ครอบครอง ปรับปรุง ใช้และการจัดการโดยประการอื่นซึ่งทรัพย์สิน,157/21 หมู่ที่ 1  ต.บ่อผุด อ.เกาะสมุย จ.สุราษฎร์ธานี 84320,,
40,0845558009538,บจ.แอดวานซ์ โฮเต็ล ซอฟต์แวร์ จำกัด,23/11/2558," 2,000,000 ",ประกอบกิจการจัดทำซอฟต์แวร์สำเร็จรูปเพื่อใช้ในการดำเนินงานทางธุรกิจโปรแกรมจักการลูกค้าสัมพันธฺุ์,23/436 หมู่ที่ 4  ต.บ่อผุด อ.เกาะสมุย จ.สุราษฎร์ธานี 84320,,
41,0845558009589,บจ.ไอ เจ ทรี ไวท์ จำกัด,25/11/2558," 2,000,000 ",ประกอบกิจการให้เช่า ซื้อขาย ทรัพย์สิน,23/401 หมู่ที่ 4  ต.บ่อผุด อ.เกาะสมุย จ.สุราษฎร์ธานี 84320,,
42,0845558009651,บจ.ราโดวิน จำกัด,27/11/2558," 2,000,000 ",ประกอบกิจการ ซื้อ จัดหา รับเช่า ถือกรรมสิทธิ์ ครอบครอง และจัดการโดยประการอื่นซึ่งทรัพย์สินใดๆ,10/11 หมู่ที่ 5  ต.บ่อผุด อ.เกาะสมุย จ.สุราษฎร์ธานี 84320,,
43,0845558009724,บจ.ริเวีย (ไทยแลนด์) จำกัด,30/11/2558," 2,000,000 ",ซื้อ จัดหา รับเช่า ถือกรรมสิทธิ์ ครอบครอง ปรับปรุงใช้ และจัดการโดยประการอื่นชึ่งทรัพย์สินใดๆ,10/11 หมู่ที่ 5  ต.บ่อผุด อ.เกาะสมุย จ.สุราษฎร์ธานี 84320,,
44,0843558002949,หจ.แอนเดส,18/11/2558," 2,000,000 ",ประกอบกิจการร้านอาหาร,44/5 หมู่ที่ 4  ต.แม่น้ำ อ.เกาะสมุย จ.สุราษฎร์ธานี 84330,,
45,0845558009112,บจ.แทงการิน จำกัด,6/11/2558," 2,000,000 ",ซื้อ ขาย ให้เช่า อสังหาริมทรัพย์,44/21 หมู่ที่ 1  ต.แม่น้ำ อ.เกาะสมุย จ.สุราษฎร์ธานี 84330,,
46,0845558009376,บจ.เฟเรสต้า - อิมโม จำกัด,17/11/2558," 2,000,000 ",ประกอบกิจการบริหาร จัดการ จัดสรร ดูแล ที่พักอาศัย วิลล่า ที่ดิน โครงการต่างๆ,2/2 หมู่ที่ 5  ต.แม่น้ำ อ.เกาะสมุย จ.สุราษฎร์ธานี 84330,,
47,0845558009431,บจ.ปิโตรสยาม ดีเวลลอปเม้นท์ จำกัด,19/11/2558," 2,000,000 ",ประกอบกิจการซื้อขาย อสังหาริมทรัพย์,44/21 หมู่ที่ 1  ต.แม่น้ำ อ.เกาะสมุย จ.สุราษฎร์ธานี 84330,,
48,0845558009678,บจ.เฮลธ์ โอเอซิส สมุย จำกัด,27/11/2558," 2,000,000 ",ประกอบกิจการให้บริการรักษาสุขภาพ โดยวิธีการดีท๊อกซ์ การเล่นโยคะ ไทชิ,23/11 หมู่ที่ 6  ต.แม่น้ำ อ.เกาะสมุย จ.สุราษฎร์ธานี 84330,,
49,0843558002850,หจ.จงสวัสดี ทรานสปอร์ต,6/11/2558," 1,000,000 ",ประกอบกิจการขนส่งผู้โดยสารทางบก,76/106 หมู่ที่ 1 ถนนกาญจนวิถี  ต.บางกุ้ง อ.เมืองสุราษฎร์ธานี จ.สุราษฎร์ธานี 84000,,
50,0843558002892,หจ.สุราษฎร์ทูเดย์,12/11/2558," 1,000,000 ",รับผลิตสื่อโฆษณาและสิ่งพิมพ์,176/309 หมู่ที่ 1 ถนนวัดโพธิ์-บางใหญ่  ต.มะขามเตี้ย อ.เมืองสุราษฎร์ธานี จ.สุราษฎร์ธานี 84000,,
51,0843558002914,หจ.ไทวัฒน์การโยธา,13/11/2558," 1,000,000 ",รับเหมาก่อสร้าง,60/114 หมู่ที่ 3  ต.วัดประดู่ อ.เมืองสุราษฎร์ธานี จ.สุราษฎร์ธานี 84000,,
52,0843558002957,หจ.เดอะ ไลอ้อน คิงส์,19/11/2558," 1,000,000 ",ให้เช่าและการให้เช่าซื้อสินค้า ของใช้ส่วนบุคคลและเครื่องใช้ในครัวเรือน,208/106 หมู่ที่ 4 ถนนลูกเสือ  ต.มะขามเตี้ย อ.เมืองสุราษฎร์ธานี จ.สุราษฎร์ธานี 84000,,
53,0843558002973,หจ.ดาบาออนแอร์,23/11/2558," 1,000,000 ",การให้เช่ารถ การเข้าชมสถานที่ต่างๆ ด้านความบันเทิง,5/76 ถนนเลี่ยงเมือง  ต.มะขามเตี้ย อ.เมืองสุราษฎร์ธานี จ.สุราษฎร์ธานี 84000,,
54,0845558009104,บจ.มรกต ดิสทริบิวชั่น จำกัด,5/11/2558," 1,000,000 ",ประกอบกิจการค้าขายอาหารแห้ง อาหารสำเร็จรูป และเครื่องบริโภคอื่น,448/41-42 ถนนตลาดใหม่  ต.ตลาด อ.เมืองสุราษฎร์ธานี จ.สุราษฎร์ธานี 84000,,
55,0845558009163,บจ.ศักรินทร์รถยก จำกัด,6/11/2558," 1,000,000 ",ประกอบกิจการขนส่งสินค้าทุกชนิด,200/10 หมู่ที่ 5 ถนนเลี่ยงเมือง  ต.มะขามเตี้ย อ.เมืองสุราษฎร์ธานี จ.สุราษฎร์ธานี 84000,,
56,0845558009228,บจ.เซาท์เทิร์น สมาร์ท โฮม จำกัด,9/11/2558," 1,000,000 ",จำหน่าย ติดตั้ง อุปกรณ์ดิจิตอลล๊อค สมาร์ทล๊อค สำหรับบ้านพักและโรงแรม,33/12 หมู่ที่ 3 ถนนพ่อขุนทะเล  ต.มะขามเตี้ย อ.เมืองสุราษฎร์ธานี จ.สุราษฎร์ธานี 84000,,
57,0845558009261,บจ.กันต์กฤตพล จำกัด,11/11/2558," 1,000,000 ",ประกอบกิจการตั้งโรงเลื่อยไม้ ไสไม้ อบไม้ อาบน้ำยาและถนอมเนื้อไม้ ประดิษฐ์กรรมที่ทำจากไม้ฯ,21 ถนนโรงเรียนเทศบาล 3  ต.ตลาด อ.เมืองสุราษฎร์ธานี จ.สุราษฎร์ธานี 84000,,
58,0845558009279,บจ.ชินวุฒิ 2015 จำกัด,11/11/2558," 1,000,000 ",รับเหมาก่อสร้างอาคาร งานโยธา และจำหน่ายวัสดุก่อสร้างทุกชนิด,83/8 หมู่ที่ 2  ต.วัดประดู่ อ.เมืองสุราษฎร์ธานี จ.สุราษฎร์ธานี 84000,,
59,0845558009392,บจ.ทรัพย์ทวี โปรคลีน จำกัด,17/11/2558," 1,000,000 ",จำหน่ายผลิตภัณฑ์ที่ใช้ทำความสะอาดและขัดเงา รวมทั้งวัสดุอุปกรณ์ทำความสะอาด,396/18 หมู่ที่ 4 ถนนชนเกษม  ต.มะขามเตี้ย อ.เมืองสุราษฎร์ธานี จ.สุราษฎร์ธานี 84000,,
60,0845558009481,บจ.คัลเลอร์คาร์  เซอร์วิส  (2015) จำกัด,20/11/2558," 1,000,000 ",ประกอบกิจการรับบริการ เคาะ ปะ ผุ พ่นสี รถยนต์ทุกชนิด,76/7 หมู่ที่ 6 ถนนเลี่ยงเมือง  ต.มะขามเตี้ย อ.เมืองสุราษฎร์ธานี จ.สุราษฎร์ธานี 84000,,
61,0845558009643,บจ.ไอแฟ็คทอรี่ เอ็นจิเนียริ่ง จำกัด,27/11/2558," 1,000,000 ",ประกอบกิจการขายส่งและขายปลีกสินค้าประเภทที่ใช้ในโรงงานอุตสาหกรรม,66/30 หมู่ที่ 4  ต.วัดประดู่ อ.เมืองสุราษฎร์ธานี จ.สุราษฎร์ธานี 84000,,
62,0845558009601,บจ.เค เอส เค สุราษฎร์คอนสตรัคชั่น จำกัด,26/11/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้างลาดยางถนนและรับปูแอสฟัลท์,265/2 หมู่ที่ 4  ต.ขุนทะเล อ.เมืองสุราษฎร์ธานี จ.สุราษฎร์ธานี 84100,,
63,0843558002876,หจ.สิริน 2015,11/11/2558," 1,000,000 ",รับเหมาก่อสร้างบ้าน อาคารพาณิชย์ อาคารที่พักอาศัยและงานก่อสร้างอย่างอื่นทุกชนิด,5/23 ถนนสันติสุข  ต.ท่าข้าม อ.พุนพิน จ.สุราษฎร์ธานี 84130,,
64,0845558009201,บจ.แม่เจริญพานิช ๙๙๙ จำกัด,9/11/2558," 1,000,000 ",ทำสวน ทำไร่ ทำนา ผลิตและจัดจำหน่ายสินค้าทางการเกษตร,12/3 หมู่ที่ 4  ต.กรูด อ.พุนพิน จ.สุราษฎร์ธานี 84130,,
65,0843558002841,หจ.อาร์ เอ็ม เอ็ม ลิ้งค์,4/11/2558," 1,000,000 ",ให้บริการติดตั้งและซ่อมแซม บำรุงระบบโทรคมนาคมทุกระบบ,98/2 หมู่ที่ 2  ต.คลองไทร อ.ท่าฉาง จ.สุราษฎร์ธานี 84150,,
66,0843558002906,หจ.เจริญ ฟาร์ม,13/11/2558," 1,000,000 ",รับจ้างเลี้ยงสุกร,1/9 หมู่ที่ 7  ต.ช้างขวา อ.กาญจนดิษฐ์ จ.สุราษฎร์ธานี 84160,,
67,0845558009571,บจ.โชคอรวรรณ พาราอุตสาหกรรมกรุ๊ป จำกัด,25/11/2558," 1,000,000 ",ประกอบกิจการโรงเลื่อย ซื้อ ขาย แปรรูป ไม้ยางพาราทุกชนิด,85/1 หมู่ที่ 3  ต.ช้างขวา อ.กาญจนดิษฐ์ จ.สุราษฎร์ธานี 84160,,
68,0843558003007,หจ.เมธาวุฒิ การโยธา,25/11/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้างและงานโยธาทุกประเภท,34/2 หมู่ที่ 3  ต.บ้านยาง อ.คีรีรัฐนิคม จ.สุราษฎร์ธานี 84180,,
69,0845558009414,บจ.เขานิพันธ์ค้าไม้(2015) จำกัด,19/11/2558," 1,000,000 ",การขายส่ง ขายปลีกไม้และผลิตภัณฑ์จากไม้แปรรูปขึ้นต้น,123/14 หมู่ที่ 3  ต.เขานิพันธ์ อ.เวียงสระ จ.สุราษฎร์ธานี 84190,,
70,0843558002981,หจ.สมุย อาร์พีเอ็ม,24/11/2558," 1,000,000 ",ประกอบกิจการให้บริการเป็นตัวแทน ที่ปรึกษา แนะนำ เกี่ยวกับการจัดการธุรกิจ การตลาด การบริหาร,69/58 หมู่ที่ 5  ต.บ่อผุด อ.เกาะสมุย จ.สุราษฎร์ธานี 84320,,
71,0843558003023,หจ.ไพเจริญ สมุย,26/11/2558," 1,000,000 ",การขนส่งและขนถ่ายสินค้า และคนดดยสารทั้งทางบก ทางน้ำ ทางอากาศ,68/2 หมู่ที่ 4  ต.บ่อผุด อ.เกาะสมุย จ.สุราษฎร์ธานี 84320,,
72,0845558009155,บจ.เนวิโก สมุย จำกัด,6/11/2558," 1,000,000 ",ประกอบกิจการดำเนินงานและให้บริการเกี่ยวกับรถเช่าทุกชนิด,124/25 หมู่ที่ 1  ต.บ่อผุด อ.เกาะสมุย จ.สุราษฎร์ธานี 84320,,
73,0845558009198,บจ.ดรีม สกาย แอนด์ วิว จำกัด,9/11/2558," 1,000,000 ",ประกอบกิจการให้เช่าที่ดิน และอสังหาริมทรัพย์ทุกชนิด รวมทั้งการจัดซื้อ จัดสรรที่ดิน,154/3 หมู่ที่ 2  ต.บ่อผุด อ.เกาะสมุย จ.สุราษฎร์ธานี 84320,,
74,0845558009244,บจ.อเฮว่า จำกัด,10/11/2558," 1,000,000 ",ประกอบกิจการให้เช่าที่ดิน และอสังหาริมทรัพย์ทุกชนิด รวมทั้งการจัดซื้อ จัดสรรที่ดิน,154/3 หมู่ที่ 2  ต.บ่อผุด อ.เกาะสมุย จ.สุราษฎร์ธานี 84320,,
75,0845558009252,บจ.เบสท์ เวิร์ลด์ วิชชั่น จำกัด,11/11/2558," 1,000,000 ",ประกอบกิจการให้เช่า ซื้อ ขาย ทรัพย์สิน,104/23 หมู่ที่ 3  ต.บ่อผุด อ.เกาะสมุย จ.สุราษฎร์ธานี 84320,,
76,0845558009635,บจ.มูน สมุย คาร์เรนท์ จำกัด,26/11/2558," 1,000,000 ",ประกอบกิจการให้เช่ารถ,52/1 หมู่ที่ 3  ต.บ่อผุด อ.เกาะสมุย จ.สุราษฎร์ธานี 84320,,
77,0845558009694,บจ.โซล สมุย จำกัด,30/11/2558," 1,000,000 ",กิจกรรมเกี่ยวกับอสังหาริมทรัพย์ที่เป็นของตนเองหรือเช่าจาก ผู้อื่น,49/121 หมู่ที่ 4  ต.บ่อผุด อ.เกาะสมุย จ.สุราษฎร์ธานี 84320,,
78,0845558009058,บจ.เอส.พี.เอ็น คอนสตรั๊คชั่น แอนด์ วอเตอร์พรูฟ ซิสเทม จำกัด,3/11/2558," 1,000,000 ",รับเหมาตกแต่งสวน งานจัดสวน,96/12 หมู่ที่ 4  ต.แม่น้ำ อ.เกาะสมุย จ.สุราษฎร์ธานี 84330,,
79,0845558009325,บจ.แคทลียา คอตตอน จำกัด,16/11/2558," 700,000 ",จำหน่าชุดเครื่องนอน ทุกชนิด,9/4 หมู่ที่ 2  ต.บางใบไม้ อ.เมืองสุราษฎร์ธานี จ.สุราษฎร์ธานี 84000,,
80,0843558002931,หจ.ดิออน ออแกไนซ์เซอร์,18/11/2558," 500,000 ",ประกอบกิจการนำเข้า ส่งออก จำหน่ายผลิตภัณฑ์เครื่องสำอาง,359/88 หมู่ที่ 4 ถนนโฉลกรัฐ  ต.มะขามเตี้ย อ.เมืองสุราษฎร์ธานี จ.สุราษฎร์ธานี 84000,,
81,0845558009490,บจ.เคมส์ไลฟ์ เทรดดิ้ง จำกัด,20/11/2558," 500,000 ",จำหน่ายสินค้าเกษตร ปุ๋ย ยาปราบศัตรูพืช,8/15 หมู่ที่ 3 ถนนเลี่ยงเมือง  ต.มะขามเตี้ย อ.เมืองสุราษฎร์ธานี จ.สุราษฎร์ธานี 84000,,
82,0843558002833,หจ.นัย 2006 เทคโนโลยี,3/11/2558," 500,000 ",จำหน่าย ติดตั้งกล้องวงจรปิด จานดาวเทียม,94 หมู่ที่ 3  ต.บางสวรรค์ อ.พระแสง จ.สุราษฎร์ธานี 84120,,
83,0843558002868,หจ.พชรชัยการโยธา,11/11/2558," 500,000 ",ขายวัสดุก่อสร้าง,4/4 หมู่ที่ 2  ต.ช้างซ้าย อ.กาญจนดิษฐ์ จ.สุราษฎร์ธานี 84160,,
84,0843558002990,หจ.พีพี ดอนสัก ก่อสร้าง,25/11/2558," 500,000 ",ประกอบกิจการรับเหมาก่อสร้างและงานโยธาทุกประเภท,38/11 หมู่ที่ 5 ถนนดอนสัก-บ้านใน  ต.ดอนสัก อ.ดอนสัก จ.สุราษฎร์ธานี 84220,,
85,0843558002965,หจ.บริพันธ์,20/11/2558," 500,000 ",ประกอบกิจการขนส่งผู้โดยสาร,99 หมู่ที่ 6  ต.มะเร็ต อ.เกาะสมุย จ.สุราษฎร์ธานี 84310,,
86,0845558009660,บจ.สวีท โฮม สมุย จำกัด,27/11/2558," 500,000 ",ประกอบกิจการให้เช่า ซื้อขาย ทรัพย์สิน,1/33 หมู่ที่ 6  ต.บ่อผุด อ.เกาะสมุย จ.สุราษฎร์ธานี 84320,,
87,0845558009546,บจ.เจซคาส ที จำกัด,23/11/2558," 500,000 ",ประกอบการเป็นที่ปรึกษาและให้คำแนะนำปัญหาเกี่ยวกับด้านบริหารงานพาณิยกรรม อุตสาหกรรม การตลาด การจัดจำห,252/59 หมู่ที่ 1  ต.แม่น้ำ อ.เกาะสมุย จ.สุราษฎร์ธานี 84330,,
88,0845558009384,บจ.บาร์บาติ เอสเตท จำกัด,17/11/2558," 300,000 ",รับบริหารจัดการธุรกิจหรือกิจการด้านอสังหาริมทรัพย์และการก่อสร้างรวมทั้งรับดำเนินการพัฒนาต่างๆ,128/41 หมู่ที่ 1  ต.บ่อผุด อ.เกาะสมุย จ.สุราษฎร์ธานี 84320,,
89,0845558009562,บจ.อาร์ค รอยัล พรอพเพอร์ตี้ จำกัด,25/11/2558," 300,000 ",รับบริหารจัดการธุรกิจหรือกิจการด้านอสังหาริมทรัพย์และการก่อสร้างรวมทั้งรับดำเนินการพัฒนาต่างๆ,128/41 หมู่ที่ 1  ต.บ่อผุด อ.เกาะสมุย จ.สุราษฎร์ธานี 84320,,
90,0845558009121,บจ.ซาโอนา จำกัด,6/11/2558," 300,000 ",ให้บริการสถานที่พักตากอากาศ,150 ห้องเลขที่ 7 หมู่ที่ 1  ต.แม่น้ำ อ.เกาะสมุย จ.สุราษฎร์ธานี 84330,,
91,0843558003015,หจ.ศรีวิชัยเซ็นเตอร์เคลมและกฎหมาย,26/11/2558," 250,000 ",บริการสำรวจภัย และงานกฎหมาย,136/88 หมู่บ้านริมสวน หมู่ที่ 1  ต.วัดประดู่ อ.เมืองสุราษฎร์ธานี จ.สุราษฎร์ธานี 84000,,
1,0855558000310,บจ.ระนอง คอนเซ้าท์ติ้ง จำกัด,12/11/2558," 2,000,000 ",ประกอบกิจการแนะนำเทคนิคการดำน้ำ  และการใช้อุปกรณ์ดำน้ำ,170 ถนนเรืองราษฎร์  ต.เขานิเวศน์ อ.เมืองระนอง จ.ระนอง 85000,,
2,0853558000326,หจ.ปานฟ้า เทรดดิ้ง,2/11/2558," 1,000,000 ",นำเข้า ส่งออก ข้าวสาร อาหาร แป้ง ขนม นม สินค้าอุปโภคบริโภค,74/235 หมู่ที่ 5  ต.บางริ้น อ.เมืองระนอง จ.ระนอง 85000,,
3,0853558000342,หจ.เดอะ บัสต้า ริช,27/11/2558," 1,000,000 ",ประกอบกิจการขายส่งขายปลีก ชา กาแฟ สำเร็จรูป,9 หมู่ที่ 2  ต.มะมุ อ.กระบุรี จ.ระนอง 85110,,
4,0853558000351,หจ.ทรัพย์สุวรรณการก่อสร้าง,30/11/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง,4/1 หมู่ที่ 1  ต.จ.ป.ร. อ.กระบุรี จ.ระนอง 85110,,
1,0863558000644,หจ.ชูวงศ์เจริญกิจก่อสร้าง,24/11/2558," 5,000,000 ",รับเหมาก่อสร้าง,170/46 หมู่ที่ 1  ต.ท่ายาง อ.เมืองชุมพร จ.ชุมพร 86120,,
2,0865558000883,บจ.แอล เอส กรุ๊ป เทรดดิ้ง จำกัด,2/11/2558," 2,000,000 ",ขายส่งผลิตภัณฑ์นม,49 หมู่ที่ 11  ต.วังไผ่ อ.เมืองชุมพร จ.ชุมพร 86190,,
3,0863558000601,หจ.พี่น้อง ดีเจริญ,4/11/2558," 1,000,000 ",โรงเรียนสอนขับรถ,199/33 หมู่ที่ 2  ต.บางหมาก อ.เมืองชุมพร จ.ชุมพร 86000,,
4,0863558000628,หจ.ดีวาย ซีซีทีวี,6/11/2558," 1,000,000 ",จำหน่ายกล้องวงจรปิด คอมพิวเตอร์,224/4 หมู่ที่ 5  ต.นาทุ่ง อ.เมืองชุมพร จ.ชุมพร 86000,,
5,0865558000913,บจ.แม่บุญส่ง จำกัด,23/11/2558," 1,000,000 ",ประกอบกิจการค้ากล้วยอบเล็บมือนาง,135/1 หมู่ที่ 2  ต.บางหมาก อ.เมืองชุมพร จ.ชุมพร 86000,,
6,0863558000610,หจ.วิชัย หลังสวนธุรกิจ,5/11/2558," 1,000,000 ",ประกอบกิจการซื้อขายเศษไม้,242/15-16 หมู่ที่ 4  ต.วังตะกอ อ.หลังสวน จ.ชุมพร 86110,,
7,0865558000930,บจ.พรีเมียร์ เฟรช ฟรุท จำกัด,26/11/2558," 1,000,000 ",ประกอบกิจการค้า ผัก และผลไม้ แห้ง แซ่แข็ง ตัดแต่งและแปรรูป,22/1 หมู่ที่ 11  ต.วังตะกอ อ.หลังสวน จ.ชุมพร 86110,,
8,0865558000921,บจ.ไทยมารีน ไดฟ์วิ่ง จำกัด,25/11/2558," 1,000,000 ",ประกอบกิจการขนส่ง,54/6 หมู่ที่ 1  ต.ท่ายาง อ.เมืองชุมพร จ.ชุมพร 86120,,
