นิติบุคคลจัดตั้งเดือนพฤษภาคม  2558,,,,,,
ทั่วประเทศ,,,,,,
ที่,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่
30,0415558000968,บจ. เรดดี้บิสสิเนส จำกัด,21/5/2558," 1,000,000 ",ประกอบกิจการขายส่ง ขายปลีกตู้เติมเงินออนไลน์,6/17 ถนนสี่ศรัทธา  ต.หมากแข้ง อ.เมืองอุดรธานี จ.อุดรธานี 41000
31,0415558000976,บจ.ซุปเปอร์ โชคดี จำกัด,22/5/2558," 1,000,000 ",จำหน่ายผ้าม่าน มู่ลี่ และอุปกรณ์ผ้าม่านทุกชนิด,442/22 หมู่ที่ 3  ต.สามพร้าว อ.เมืองอุดรธานี จ.อุดรธานี 41000
32,0415558000992,บจ.โกลเบคซ์เทรดดิ้งอุดร จำกัด,28/5/2558," 1,000,000 ",ประกอบกิจการนำเข้าส่งออกสินค้าเกี่ยวกับเครื่องใช้ไฟฟ้าในครัวเรือน เครื่องใช้เกี่ยวกับคอมพิวเตอร์ทุกช,225 หมู่ที่ 9  ต.บ้านจั่น อ.เมืองอุดรธานี จ.อุดรธานี 41000
33,0415558000879,บจ.ไทยง่วนฟู้ดโปรดักส์ จำกัด,11/5/2558," 1,000,000 ",ประกอบกิจการโรงงานผลิตจากแป้งข้าว,326 หมู่ที่ 13  ต.หนองหาน อ.หนองหาน จ.อุดรธานี 41130
34,0413558001253,หจ.วีรดาพาณิชย์,29/5/2558," 1,000,000 ",ประกอบกิจการงานประกอบโครงสร้างรวมทั้งติดตั้งวางท่อและระบบประปาทุกชนิด,125 หมู่ที่ 11  ต.บ้านธาตุ อ.เพ็ญ จ.อุดรธานี 41150
35,0413558001211,หจ.พีระวัฒน์ 2015,26/5/2558," 1,000,000 ",รับเหมาก่อสร้าง,2 หมู่ที่ 6  ต.บ้านจันทน์ อ.บ้านดุง จ.อุดรธานี 41190
36,0415558000844,บจ.ก่อผาสุข  ยางพารา จำกัด,7/5/2558," 1,000,000 ",ประกอบกิจการซื้อ ขาย ยางพารา เศษยางและน้ำยางพารา,98 หมู่ที่ 15  ต.บ้านดุง อ.บ้านดุง จ.อุดรธานี 41190
37,0413558001164,หจ.บุญน้ำการช่าง,20/5/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง อาคาร บ้าน ขุด ลอก หนอง บึง ทำระบบไฟฟ้า อาคาร,386 หมู่ที่ 3  ต.นางัว อ.น้ำโสม จ.อุดรธานี 41210
38,0415558001018,บจ.แอดไวซ์ศรีธาตุ จำกัด,29/5/2558," 1,000,000 ",ประกอบกิจการจำหน่ายคอมพิวเตอร์ อะไหล่และอุปกรณ์ต่อพ่วงทุกชนิด,181 หมู่ที่ 8  ต.ศรีธาตุ อ.ศรีธาตุ จ.อุดรธานี 41230
39,0413558001016,หจ.เดฟท์คอร์ป,7/5/2558," 1,000,000 ",ประกอบกิจการให้คำปรึกษาและบริการอินเทอร์เน็ต,102 หมู่ที่ 9  ต.เชียงเพ็ง อ.กุดจับ จ.อุดรธานี 41250
40,0413558001181,หจ.รุ่งสยามเทรดดิ้ง,22/5/2558," 1,000,000 ",ขนส่งและขนถ่ายสินค้า รวมถึงคนโดยสารทั้งทางบก ทั้งภายในและต่างประเทศ,63 หมู่บ้านท่าเสียว หมู่ที่ 9  ต.สร้างคอม อ.สร้างคอม จ.อุดรธานี 41260
41,0413558001229,หจ.เอ ที ดี วิศวกรรม,27/5/2558," 1,000,000 ",ประกอบกิจการรับจ้างติดตั้ง ขยายเขตไฟฟ้า โทรศัพท์ ระบบสื่อสารโทรคมนาคม,49 หมู่ที่ 18  ต.เสอเพลอ อ.กุมภวาปี จ.อุดรธานี 41370
42,0413558001261,หจ.ทรัพย์ไพศาลรุ่งเรืองทวี,29/5/2558," 1,000,000 ",ก่อสร้างอาคารที่ไม่ใช่ที่พักอาศัย,18 หมู่บ้านโคกศรีสำราญ หมู่ที่ 17  ต.เสอเพลอ อ.กุมภวาปี จ.อุดรธานี 41370
43,0415558000852,บจ.ทศวัตน์ จำกัด,7/5/2558," 1,000,000 ",ให้บริการรับเหมาค่าแรงติดตั้งงานระบบไฟฟ้า น้ำประปาและอื่น ๆ,289 หมู่ที่ 4  ต.พันดอน อ.กุมภวาปี จ.อุดรธานี 41370
44,0415558000836,บจ.สไมล์สตูดิโอ จำกัด,7/5/2558," 900,000 ",ประกอบกิจการคลีนิคทันตกรรม รักษาฟัน ถอนฟัน จัดฟัน ดัดฟัน,"345/11,345/12 หมู่ที่ 2 ซอยบ้านโพธิ์สว่าง  ต.หมากแข้ง อ.เมืองอุดรธานี จ.อุดรธานี 41000"
45,0413558001156,หจ.นิลผกา,19/5/2558," 700,000 ",ประกอบกิจการนำเที่ยว รวมทั้งธุรกิจที่เกี่ยวข้องกับการนำเที่ยวทุกชนิด,49/175 หมู่ที่ 5 ถนนรอบเมือง  ต.หนองบัว อ.เมืองอุดรธานี จ.อุดรธานี 41000
46,0413558001041,หจ.ลดา พาทิซเซอรี่ แอนด์ เคเธอริ่ง,8/5/2558," 500,000 ",กิจการค้าอาหารที่ปรุงขึ้นเพื่อบริโภค เบเกอรี่ ขนมเค้ก,10/26 ถนนประชาอุทิศ (บ้านเหล่า)  ต.หมากแข้ง อ.เมืองอุดรธานี จ.อุดรธานี 41000
47,0413558001091,หจ.เดอะเบสท์ ดีไซน์ สตูดิโอ,15/5/2558," 500,000 ",ประกอบกิจการบริการจัดงานกิจกรรมประชาสัมพันธ์และโฆษณา,182 หมู่ที่ 5  ต.หนองบัว อ.เมืองอุดรธานี จ.อุดรธานี 41000
48,0413558001105,หจ.ยี่หยวนแบมบู,15/5/2558," 500,000 ",ประกอบกิจการผลิตและค้าไม้ก้านธูป ไม้ตะเกียบ,6 หมู่ที่ 6  ต.ไชยวาน อ.ไชยวาน จ.อุดรธานี 41290
49,0413558001148,หจ.เกท พรีเมี่ยม,18/5/2558," 300,000 ",ประกอบกิจการจำหน่ายและติดตั้งอุปกรณ์ ชุดควบคุมประตูอัตโนมัติ รวมทั้งอุปกรณ์ที่เกี่ยวข้อง,33 ซอย5 ถนนอดุลยเดช  ต.หมากแข้ง อ.เมืองอุดรธานี จ.อุดรธานี 41000
50,0413558001075,หจ.บ้านกฎหมาย เซอร์วิส ลอว์,14/5/2558," 200,000 ",ให้บริการด้านกฎหมาย บริหารหนี้สิน,59/3 หมู่ที่ 1 ถนนอุดร - หนองคาย  ต.หนองบัว อ.เมืองอุดรธานี จ.อุดรธานี 41000
51,0413558001121,หจ.ดูดีมีสตางค์,18/5/2558," 200,000 ",ประกอบกิจการจำหน่ายสินค้าตามที่กำหนดไว้ในวัตถุที่ประสงค์ โดยผ่านระบบเครือข่ายอินเตอร์เน็ต,88/319 หมู่บ้านดงอุดม (เลค การ์เด้น ซิตี้) หมู่ที่ 5  ต.หนองบัว อ.เมืองอุดรธานี จ.อุดรธานี 41000
52,0413558001270,หจ.แฮปปี้ เมย์เพิ่ล,29/5/2558," 100,000 ",ให้บริการปรึกษาแนะนำจัดหาที่เรียน,260/3 หมู่ที่ 2  ต.หนองบัว อ.เมืองอุดรธานี จ.อุดรธานี 41000
1,0423558000303,หจ.เอ็น.บี.ฮอลิเดย์,1/5/2558," 1,000,000 ",ประกอบกิจการขนส่งและขนถ่ายสินค้า รวมถึงคนโดยสารทั้งทางบก ทางน้ำ ทางอากาศ ทั้งในละระหว่างประเทศ,27 หมู่ที่ 1  ต.นาอาน อ.เมืองเลย จ.เลย 42000
2,0423558000311,หจ.ดีเลิศการโยธา,18/5/2558," 1,000,000 ",รับเหมาก่อสร้างอาคาร ถนน สะพาน อุโมงค์,7 หมู่ที่ 3  ต.ด่านซ้าย อ.ด่านซ้าย จ.เลย 42120
3,0425558000241,บจ.ยูฟ่าดีไซน์ จำกัด,8/5/2558," 1,000,000 ",ประกอบกิจการรับผลิตและติดตั้งป้ายโฆษณา,79 หมู่ที่ 7  ต.หนองบัว อ.ภูเรือ จ.เลย 42160
4,0423558000320,หจ.กิตติทัตการก่อสร้าง 2558,25/5/2558," 1,000,000 ",รับเหมาก่อสร้างอาคาร อาคารพาณิชย์ อาคารที่พักอาศัย สถานที่ทำการ ถนน สะพาน เขื่อน อุโมงค์,83 หมู่ที่ 5  ต.เหล่ากอหก อ.นาแห้ว จ.เลย 42170
5,0425558000267,บจ.ทวยเทพซัพพลายเออร์ จำกัด,21/5/2558," 1,000,000 ",ประกอบกิจการรับจ้างขนสินค้า พืชไร่ พืชสวนและสินค้าอื่น ๆ ทุกประเภท,35 หมู่ที่ 2  ต.หนองหิน อ.หนองหิน จ.เลย 42190
6,0425558000259,บจ.3 ดี เฮ้าส์ 2011 จำกัด,11/5/2558," 300,000 ",รับเหมาก่อสร้าง,446 หมู่ที่ 7  ต.เมือง อ.เมืองเลย จ.เลย 42000
1,0433558000478,หจ.อุ่นพรมมีแอนด์อนนท์วิศวกรรมโยธา,11/5/2558," 2,000,000 ",การประกอบหัตถกรรมหรืออุตสาหกรรม,26 หมู่บ้านฝายแตก หมู่ที่ 3 ถนนหนองคาย - โพนพิสัย  ต.สีกาย อ.เมืองหนองคาย จ.หนองคาย 43000
2,0435558000496,บจ.พี.ดี.วิถีบูรพา จำกัด,26/5/2558," 2,000,000 ",ประกอบกิจการชิปปิ้ง,190 หมู่ที่ 11 ถนนเฉลิมพระเกียรติ  ต.หนองกอมเกาะ อ.เมืองหนองคาย จ.หนองคาย 43000
3,0433558000435,หจ.มุลนิบาล,7/5/2558," 1,000,000 ",ประกอบกิจการรับเหมาติดตั้ง ซ่อม วางระบบไฟฟ้า โทรศัพท์ อินเทอร์เน็ต จานดาวเทียม,190 หมู่ที่ 3  ต.หินโงม อ.เมืองหนองคาย จ.หนองคาย 43000
4,0433558000443,หจ.หอม 2015,8/5/2558," 1,000,000 ",รับเหมาก่อสร้างทุกชนิด,777 หมู่ที่ 7  ต.หนองกอมเกาะ อ.เมืองหนองคาย จ.หนองคาย 43000
5,0433558000524,หจ.ที.เค.เซอร์วิสแอนด์คอนสตรัคชั่น,27/5/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้างทุกชนิด,384 หมู่ที่ 5  ต.หนองกอมเกาะ อ.เมืองหนองคาย จ.หนองคาย 43000
6,0433558000541,หจ.มัสซีมัส การ์ด,29/5/2558," 1,000,000 ",ประกอบกิจการรับจ้างทำความสะอาด ให้บริการรักษาความปลอดภัย และออกแบบตกแต่งสวน,166/3 หมู่ที่ 6  ต.มีชัย อ.เมืองหนองคาย จ.หนองคาย 43000
7,0435558000461,บจ.โกลด์ ไมน์นิ่ง 168 จำกัด,11/5/2558," 1,000,000 ",ประกอบกิจการซื้อขายแร่ เหมืองแร่ โรงงานถลุง แยกแร่ แปรสภาพแร่,289 หมู่ที่ 3  ต.มีชัย อ.เมืองหนองคาย จ.หนองคาย 43000
8,0435558000470,บจ.เพอร์เฟค เคอร์เทน จำกัด,11/5/2558," 1,000,000 ",ประกอบกิจการค้าผ้าม่าน,157 หมู่ที่ 10  ต.วัดธาตุ อ.เมืองหนองคาย จ.หนองคาย 43000
9,0435558000488,บจ.จีแกรนด์ โปรดัคชั่น จำกัด,14/5/2558," 1,000,000 ",จัดทำสื่อสิ่งพิมพ์ รายการโทรทัศน์ รายการวิทยุ,150 หมู่ที่ 9  ต.พระธาตุบังพวน อ.เมืองหนองคาย จ.หนองคาย 43000
10,0435558000500,บจ.เวิลด์โปรเทค จำกัด,29/5/2558," 1,000,000 ",ประกอบกิจการค้า ให้คำปรึกษา โปรแกรมคอมพิวเตอร์มือถือบนอุปกรณ์เครือข่าย อุปกรณ์อิเล็กทรอนิกส์,630 หมู่ที่ 10 ถนนประจักษ์ศิลปาคม  ต.ในเมือง อ.เมืองหนองคาย จ.หนองคาย 43000
11,0435558000429,บจ.พีที คาร์ ท่าบ่อ จำกัด,6/5/2558," 1,000,000 ",ประกอบกิจการบำรุงรักษาซ่อมระบบเครื่องยนต์และชิ้นส่วนยานยนต์ ตรวจสภาพยานยนต์ทางเทคนิค,132/1 หมู่ที่ 3  ต.ท่าบ่อ อ.ท่าบ่อ จ.หนองคาย 43110
12,0435558000437,บจ.เจ ดับบลิว มอเตอร์ไบค์ จำกัด,6/5/2558," 1,000,000 ",ขายชิ้นส่วนและอุปกรณ์เสริมรถจักรยานยนต์,768 หมู่ที่ 1  ต.จุมพล อ.โพนพิสัย จ.หนองคาย 43120
13,0435558000445,บจ.อนงค์วัสดุ(2558) จำกัด,7/5/2558," 1,000,000 ",ประกอบกิจการ ค้าขาย วัสดุอุปกรณ์ก่อสร้าง,36/1 หมู่ที่ 11  ต.รัตนวาปี อ.รัตนวาปี จ.หนองคาย 43120
14,0435558000453,บจ.เอส.อาร์. เทรดเทค จำกัด,8/5/2558," 1,000,000 ",ประกอบกิจการผลิตพลังงานไฟฟ้า,158 หมู่ที่ 15  ต.หนองหลวง อ.เฝ้าไร่ จ.หนองคาย 43120
15,0433558000451,หจ.พี.แอนด์.เอฟ 2015,11/5/2558," 500,000 ",ประกอบกิจการนำเข้าส่งออกผลิตภัณฑ์เก่า กระดาษ ขวดพลาสติก,15/1 หมู่ที่ 3  ต.มีชัย อ.เมืองหนองคาย จ.หนองคาย 43000
16,0433558000486,หจ.ไอสมาร์ท มีเดีย โซลูชั่นส์,11/5/2558," 500,000 ",จำหน่ายและติดตั้งระบบสายเคเบิลใยแก้วนำแสง ระบบเครือข่าย อุปกรณ์รักษาความปลอดภัย ระบบกล้องวงจรปิด,292 หมู่ที่ 16  ต.ในเมือง อ.เมืองหนองคาย จ.หนองคาย 43000
17,0433558000516,หจ.หนองคาย แลนด์สเคป,22/5/2558," 500,000 ",รับเหมาก่อสร้างทุกชนิด งานคอนกรีตพิมพ์ลาย และปูนปั้น,131 หมู่บ้าน5  ต.ปะโค อ.เมืองหนองคาย จ.หนองคาย 43000
18,0433558000494,หจ.อันลิมิต ไวฟาย,20/5/2558," 500,000 ",ประกอบกิจการวิทยุกระจายเสียงและกิจการโทรคมนาคม,210 หมู่ที่ 2  ต.พานพร้าว อ.ศรีเชียงใหม่ จ.หนองคาย 43130
19,0433558000508,หจ.เจ.อาร์.ที.พี ก่อสร้าง,20/5/2558," 300,000 ",รับเหมาก่อสร้างทุกชนิด ซ่อมแซม ปรับปรุงงานอาคาร ถนน สะพาน,99/1 หมู่บ้านสามัคคีโคกแมงเงา หมู่ที่ 7  ต.มีชัย อ.เมืองหนองคาย จ.หนองคาย 43000
20,0433558000460,หจ.เอ็น.เค.ที.พี.,11/5/2558," 200,000 ",เป็นตัวแทนจำหน่ายสลากกินแบ่งรัฐบาล,45 หมู่บ้านสวนอ้อย หมู่ที่ 12 ซอยชัยจันทร์ ถนนพนังชลประทาน  ต.หาดคำ อ.เมืองหนองคาย จ.หนองคาย 43000
21,0433558000532,หจ.บุญตาทิพย์ คอนสตรัคชั่น,28/5/2558," 200,000 ",ประกอบการงานก่อสร้างทุกชนิด,50 หมู่ที่ 1  ต.กวนวัน อ.เมืองหนองคาย จ.หนองคาย 43000
1,0445558000232,บจ.หลังคาเหล็ก ไทยคูล จำกัด,1/5/2558," 5,000,000 ",ผลิตและจำหน่ายหลักคาเหล็ก ตาข่าย รางน้ำฝน,83 หมู่ที่ 15  ต.แวงน่าง อ.เมืองมหาสารคาม จ.มหาสารคาม 44000
2,0443558000541,หจ.โมเดิร์นกิฟท์ซุปเปอร์สโตร์,22/5/2558," 4,000,000 ",จำหน่ายสินค้าอุปโภคบริโภค,196/10 หมู่ที่ 1  ต.ท่าขอนยาง อ.กันทรวิชัย จ.มหาสารคาม 44150
3,0443558000451,หจ.9999 การพาณิชย์,6/5/2558," 2,600,000 ",รับเหมาก่อสร้าง,112 หมู่ที่ 1  ต.เขวาใหญ่ อ.กันทรวิชัย จ.มหาสารคาม 44150
4,0443558000478,หจ.รพีภัทร168,12/5/2558," 1,500,000 ",ประกอบกิจการจำหน่ายพันธุ์ไม้ประดับ ไม้ผล ไม้ยืนต้น ทุกชนิด,233 หมู่ที่ 13  ต.แวงน่าง อ.เมืองมหาสารคาม จ.มหาสารคาม 44000
5,0443558000460,หจ.พรทิน่าบิวตี้,6/5/2558," 1,000,000 ",ขายส่งและขายปลีกเครื่องสำอาง,355/20 หมู่ที่ 1  ต.ท่าสองคอน อ.เมืองมหาสารคาม จ.มหาสารคาม 44000
6,0443558000508,หจ.เจพี เอ็กซ์ตร้า,14/5/2558," 1,000,000 ",รับเหมาก่อสร้าง,63/7 ซอยริมคลองสมถวิล23 ถนนริมคลองสมถวิล  ต.ตลาด อ.เมืองมหาสารคาม จ.มหาสารคาม 44000
7,0443558000516,หจ.ยอดยาใจ2015 พาณิชย์,15/5/2558," 1,000,000 ",ประกอบธุระกิจ โรงฆ่าสัตว์และการฆ่าสัตว์ทุกชนิดยกเว้นสัตว์ที่กฏหมายกำหนด,161 หมู่ที่ 5  ต.หนองปลิง อ.เมืองมหาสารคาม จ.มหาสารคาม 44000
8,0443558000567,หจ.นโมโพธิตรัสพุทธ,25/5/2558," 1,000,000 ",รับจ้างผลิตและจำหน่ายสื่อหนังสือประกาศิตเหนือฟ้า,1/13 หมู่ที่ 14  ต.เกิ้ง อ.เมืองมหาสารคาม จ.มหาสารคาม 44000
9,0443558000583,หจ.เรณูสาร เทคโนโลยี,25/5/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง,94 ถนนมหาชัยดำรหิ์  ต.ตลาด อ.เมืองมหาสารคาม จ.มหาสารคาม 44000
10,0445558000216,บจ.มงคลกรุ๊ป แอนด์ ดีเวลลอปเม้นท์ จำกัด,1/5/2558," 1,000,000 ",ประกอบกิจการค้าอสังหาริมทรัพย์  และรับปรึกษาและบริหารกิจการด้านอสังหาริมทรัพย์,145 ถนนศรีราชวงศ์  ต.ตลาด อ.เมืองมหาสารคาม จ.มหาสารคาม 44000
11,0445558000224,บจ.มงคล คอนสตรัคชั่น แอนด์ ดีเวลลอปเม้นท์ จำกัด,1/5/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง,145 ถนนศรีราชวงศ์  ต.ตลาด อ.เมืองมหาสารคาม จ.มหาสารคาม 44000
12,0445558000259,บจ.วาย วาย ไอ เอ็นเตอร์ไพรส์ จำกัด,29/5/2558," 1,000,000 ",ประกอบกิจการเกี่ยวกับการให้บริการด้านการท่องเที่ยวและดำเนินการทางธุรกิจและอื่นๆที่เกี่ยวข้อง,39 หมู่ที่ 3  ต.หนองโน อ.เมืองมหาสารคาม จ.มหาสารคาม 44000
13,0443558000524,หจ.กิตติศักดิ์พาณิชย์ 2013,15/5/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้างทุกชนิด,70 หมู่ที่ 4  ต.เวียงชัย อ.พยัคฆภูมิพิสัย จ.มหาสารคาม 44110
14,0443558000605,หจ.ดวงภรณ์โกมล,27/5/2558," 1,000,000 ",รับจ้างทำของตามที่ประมูล,271 หมู่ที่ 9  ต.แพง อ.โกสุมพิสัย จ.มหาสารคาม 44140
15,0445558000241,บจ.คอนเนค วิน จำกัด,7/5/2558," 1,000,000 ",ประกอบกิจการสำรวจออกแบบติดตั้งซ่อมบำรุงโครงข่ายโทรคมนาคมและไฟฟ้า,99 หมู่ที่ 7  ต.แห่ใต้ อ.โกสุมพิสัย จ.มหาสารคาม 44140
16,0443558000486,หจ.ยุทธการเกษตร,12/5/2558," 1,000,000 ",จำหน่ายอุปกรณ์ทางการเกษตร,426-426/1-2 หมู่ที่ 2  ต.โคกพระ อ.กันทรวิชัย จ.มหาสารคาม 44150
17,0443558000559,หจ.2015 นัตญาพาณิชย์,25/5/2558," 1,000,000 ",ประกอบกิจการรับจ้างติดตั้งระบบไฟฟ้าภายในอาคารและภายนอกอาคารรวมถึงระบบไฟฟ้าแรงสูง,10 หมู่ที่ 22  ต.ศรีสุข อ.กันทรวิชัย จ.มหาสารคาม 44150
18,0443558000591,หจ.เอ็น เค พรอสเพอร์,27/5/2558," 1,000,000 ",รับเหมาก่อสร้างที่มิใช่ที่พักอาศัย,66 หมู่ที่ 13  ต.ท่าขอนยาง อ.กันทรวิชัย จ.มหาสารคาม 44150
19,0443558000494,หจ.พัฒนรัตน์การเกษตร,14/5/2558," 1,000,000 ",จำหน่ายพันธุ์ปลา พันธุ์สัตว์ทุกชนิด พันธุ์ไม้ พันธุ์พืช อาหารสัตว์,99/1 หมู่ที่ 14  ต.หนองซอน อ.เชียงยืน จ.มหาสารคาม 44160
20,0443558000532,หจ.คงแสนคำ,19/5/2558," 500,000 ",จำหน่ายผลิตภัณฑ์เครื่องสำอาง เวชภัณฑ์,61 หมู่ที่ 8  ต.ดอนหว่าน อ.เมืองมหาสารคาม จ.มหาสารคาม 44000
21,0443558000575,หจ.ชีวิตใหม่ 58,25/5/2558," 500,000 ",ประกอบกิจการให้บริการสระว่ายน้ำ ฟิสเนต,10/31 ซอยริมคลองสมถวิล 9 ถนนริมคลองสมถวิล  ต.ตลาด อ.เมืองมหาสารคาม จ.มหาสารคาม 44000
1,0455558000259,บจ.ไบโอเคมิคอล ร้อยเอ็ด จำกัด,6/5/2558," 5,000,000 ",ออกแบบติดตั้งระบบไฟฟ้า,363 ถนนรณชัยชาญยุทธ  ต.ในเมือง อ.เมืองร้อยเอ็ด จ.ร้อยเอ็ด 45000
2,0453558000699,หจ.ทริปเปิ้ล จีพี กรุ๊ป,19/5/2558," 2,000,000 ",รับเหมาก่อสร้าง,85 หมู่ที่ 7  ต.ดงลาน อ.เมืองร้อยเอ็ด จ.ร้อยเอ็ด 45000
3,0453558000672,หจ.เพื่อนทุ่งกุลากรุ๊ป,15/5/2558," 1,500,000 ",ประกอบกิจการรับเหมาก่อสร้าง,4 หมู่ที่ 9  ต.หนองผือ อ.จตุรพักตรพิมาน จ.ร้อยเอ็ด 45180
4,0453558000702,หจ.ฮะชัย วอเตอร์,19/5/2558," 1,400,000 ",จำหน่ายเครื่องกรองน้ำ,50 หมู่ที่ 7  ต.โพธิ์ศรีสว่าง อ.โพนทอง จ.ร้อยเอ็ด 45110
5,0453558000648,หจ.พีพี ซัคเซส,11/5/2558," 1,000,000 ",ขายสินค้าทั่วไป,1/16 ซอย13 (เทวาภิบาล) ถนนเทวาภิบาล  ต.ในเมือง อ.เมืองร้อยเอ็ด จ.ร้อยเอ็ด 45000
6,0453558000656,หจ.ณฐภัทร,14/5/2558," 1,000,000 ",รับเหมาก่อสร้าง,254 หมู่ที่ 5  ต.สะอาดสมบูรณ์ อ.เมืองร้อยเอ็ด จ.ร้อยเอ็ด 45000
7,0453558000664,หจ.เอ็ม.ที.ที. อินเตอร์ซัคเซส,14/5/2558," 1,000,000 ",ค้าปลีกค้าส่งและอุปรณ์การเกษตร,2/32 ถนนราชการดำเนิน  ต.ในเมือง อ.เมืองร้อยเอ็ด จ.ร้อยเอ็ด 45000
8,0455558000267,บจ.รัฐ สถาปนิก จำกัด,8/5/2558," 1,000,000 ",รับเหมาก่อสร้าง,455 หมู่ที่ 16  ต.รอบเมือง อ.เมืองร้อยเอ็ด จ.ร้อยเอ็ด 45000
9,0455558000275,บจ.พีเจเอ็น คอนซัลแตนท์ จำกัด,22/5/2558," 1,000,000 ",ประกอบกิจการนำเที่ยว,319 หมู่ที่ 3  ต.เหนือเมือง อ.เมืองร้อยเอ็ด จ.ร้อยเอ็ด 45000
10,0453558000729,หจ.เอ แอนด์ ที แก๊ส เซอร์วิส,29/5/2558," 1,000,000 ",สถานีบริการก๊าซ,246 หมู่ที่ 6  ต.นาเมือง อ.เสลภูมิ จ.ร้อยเอ็ด 45120
11,0453558000711,หจ.ต้นไทรคอฟฟี่,26/5/2558," 1,000,000 ",ประกอบกิจการเป็นผู้บริหารงานเกี่ยวกับด้านพาณิชยกรรม อุตสาหกรรม การตลาด และจัดจำหน่าย,222 หมู่ที่ 13  ต.ดอกไม้ อ.สุวรรณภูมิ จ.ร้อยเอ็ด 45130
12,0453558000681,หจ.น้ำดี101,18/5/2558," 1,000,000 ",รับเหมาก่อสร้าง  และรับเจาะน้ำบาดาล,47 หมู่ที่ 3  ต.โพธิ์สัย อ.ศรีสมเด็จ จ.ร้อยเอ็ด 45280
1,0463558000486,หจ.เอส เค วัสดุ,25/5/2558," 2,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง,68 หมู่ที่ 9  ต.สหัสขันธ์ อ.สหัสขันธ์ จ.กาฬสินธุ์ 46140
2,0463558000494,หจ.ไชยมี  ก่อสร้าง,26/5/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง,23 หมู่ที่ 4  ต.นาจำปา อ.ดอนจาน จ.กาฬสินธุ์ 46000
3,0465558000101,บจ.สยามกาฬสินธุ์ จำกัด,27/5/2558," 1,000,000 ",ประกอบกิจการจำหน่าย รับซื้อให้เช่ารถยนต์,2/11 ถนนถีนานนท์  ต.กาฬสินธุ์ อ.เมืองกาฬสินธุ์ จ.กาฬสินธุ์ 46000
4,0463558000478,หจ.ไนน์เอ็นจิเนียริ่งแอนด์เซอร์วิส,21/5/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง,101 หมู่ที่ 8  ต.นาดี อ.ยางตลาด จ.กาฬสินธุ์ 46120
5,0465558000097,บจ.ทริปเปิลพี  ลาเบล จำกัด,11/5/2558," 1,000,000 ",ประกอบกิจการผลิต นำเข้าส่งออก และจำหน่ายสติ๊กเกอร์ บาร์โค้ด ลาเบล ริบบอน และฉลาก,129 หมู่ที่ 15  ต.ดงลิง อ.กมลาไสย จ.กาฬสินธุ์ 46130
6,0463558000460,หจ.ลิ้มภูสินธุ์ การก่อสร้าง,19/5/2558," 500,000 ",ประกอบกิจการรับเหมาก่อสร้าง,94/12 ถนนหน้าเรือนจำ  ต.กาฬสินธุ์ อ.เมืองกาฬสินธุ์ จ.กาฬสินธุ์ 46000
1,0473558000401,หจ.ลุ่มน้ำสงคราม ก่อสร้าง,18/5/2558," 3,000,000 ",ประกอบกิจการรับเหมาก่อสร้างอาคารที่ไม่ใช่ที่พักอาศัย,153 หมู่ที่ 6  ต.ดงเหนือ อ.บ้านม่วง จ.สกลนคร 47140
2,0473558000371,หจ.เจเอสเค พาวเวอร์กรุ๊ป,15/5/2558," 1,500,000 ",ประกอบกิจการรับเหมาก่อสร้าง,273 หมู่ที่ 20  ต.สว่างแดนดิน อ.สว่างแดนดิน จ.สกลนคร 47110
3,0475558000291,บจ.เอเอ็นบี คอนสตรัคชั่น 2015 จำกัด,6/5/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้างอาคารที่พักอาศัย,233 หมู่ที่ 4  ต.ห้วยยาง อ.เมืองสกลนคร จ.สกลนคร 47000
4,0475558000305,บจ.ภูพาน การเกษตร จำกัด,8/5/2558," 1,000,000 ",ประกอบกิจการขายส่งเครื่องจักรอุปกรณ์และเครื่องใช้ทางการเกษตร,1818/6 ถนนรัฐพัฒนา  ต.ธาตุเชิงชุม อ.เมืองสกลนคร จ.สกลนคร 47000
5,0475558000313,บจ.บุตรแห่งสยาม จำกัด,15/5/2558," 1,000,000 ",ประกอบกิจการจำหน่ายสินค้าประเภทอาหาร เครื่องดื่ม เครื่องสำอาง เภสัชภัณฑ์,354/4-5 ถนนสกลนคร-กาฬสินธุ์  ต.ธาตุเชิงชุม อ.เมืองสกลนคร จ.สกลนคร 47000
