นิติบุคคลจัดตั้งเดือนสิงหาคม  2558,,,,,,,,
ทั่วประเทศ,,,,,,,,
ที่,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่,,
9,0215558005660,บจ.อัลฟ่า โอเมก้า เอ็ดดูเคชั่น จำกัด,18/8/2558," 4,000,000 ",ประกอบกิจการสถาบันสอนภาษาต่างชาติ ภาษาไทย  ภาษาอังกฤษา ภาษาสวีเดน,234/19 หมู่ที่ 3  ต.กร่ำ อ.แกลง จ.ระยอง 21190,,
10,0215558005341,บจ.เฟบบลิค จำกัด,3/8/2558," 3,000,000 ",ประกอบกิจการซื้อขาย สินค้าให้โรงงานอุตสาหกรรม เช่น ของใช้สิ้นสิ้นเปลือง,39/298 หมู่ที่ 4  ต.ทับมา อ.เมืองระยอง จ.ระยอง 21000,,
11,0215558005350,บจ.โปรฟิวชั่น จำกัด,4/8/2558," 3,000,000 ",จำหน่ายและติดตั้งเครื่องปรับอากาศ,133/12 หมู่ที่ 2  ต.ทับมา อ.เมืองระยอง จ.ระยอง 21000,,
12,0215558005601,บจ.ฟูล ริช ลีฟวิ่ง จำกัด,14/8/2558," 3,000,000 ",ประกอบกิจการจัดสรรบ้าน อาคารที่พักอาศัย และที่ดินเพื่อขาย,20/3 หมู่ที่ 5  ต.นิคมพัฒนา อ.นิคมพัฒนา จ.ระยอง 21180,,
13,0215558005767,บจ.สยาม มาร์เก็ตติ้ง (2015) จำกัด,24/8/2558," 2,000,000 ",ประกอบกิจการซื้อขายที่ดิน ค้าอสังหาริมทรัพย์,58/39 ถนนเสม็ดแดง  ต.ทับมา อ.เมืองระยอง จ.ระยอง 21000,,
14,0213558002561,หจ.ลักษ์รุ่งเรือง คอนสตรัคชั่น 2015,26/8/2558," 2,000,000 ",ประกอบกิจการรับเหมางานก่อสร้างทุกชนิด,55/89 ถนนมาบใหญ่  ต.ทางเกวียน อ.แกลง จ.ระยอง 21110,,
15,0215558005503,บจ.บีเอสพี ซัพพลาย แอนด์ เซอร์วิส จำกัด,10/8/2558," 2,000,000 ",ประกอบกิจการซ่อบำรุงเครื่องมือไฟฟ้า เครื่องยนต์การเกษตร งานติดตั้งอุปกรณ์ไฟฟ้าทุกชนิด รวม,256/68 หมู่ที่ 3  ต.บ้านฉาง อ.บ้านฉาง จ.ระยอง 21130,,
16,0215558005813,บจ.ทีเอ็นเอ็น เอ็กซ์เพิท คอน บิวท์ จำกัด,25/8/2558," 2,000,000 ",ประกอบกิจการรับจางออกแบบ ก่อสร้างอาคารที่พักอาศัย,999/54 หมู่ที่ 3  ต.แม่น้ำคู้ อ.ปลวกแดง จ.ระยอง 21140,,
17,0213558002413,หจ.แสนเจริญ อินเตอร์,18/8/2558," 2,000,000 ",รับเหมาก่อสร้าง อาคาร บ้าน ทุกประเภท,12/9 ซอย10 ถนนราษฎร์บำรุง  ต.เนินพระ อ.เมืองระยอง จ.ระยอง 21150,,
18,0215558005546,บจ.ซัมเมอร์ เฮ้าส์ เสม็ด จำกัด,10/8/2558," 2,000,000 ",บริการให้เช่าห้องพัก ขายอาหารและเครื่องดื่ม และบริการอื่นๆที่เกี่ยวกับโรงแรม,12/14 หมู่ที่ 4  ต.เพ อ.เมืองระยอง จ.ระยอง 21160,,
19,0215558005376,บจ.เอ็มยูเอ็ม พลัส จำกัด,4/8/2558," 1,000,000 ",ประกอบกิจการรับจัดทำสื่อสิ่งพิมพ์ ติดตั้งป้ายโฆษณา ออกแบบและจัดทำสื่อโฆษณา,80/324 หมู่บ้านสายลมเย็นดาหลา หมู่ที่ 5  ต.ทับมา อ.เมืองระยอง จ.ระยอง 21000,,
20,0215558005392,บจ.ซีเจ ออย จำกัด,5/8/2558," 1,000,000 ",ประกอบกิจการจำหน่ายน้ำมันเชื้อเพลิงและผลิตภัณฑ์ปิโตเลียม,156/2 ถนนริมน้ำ  ต.เชิงเนิน อ.เมืองระยอง จ.ระยอง 21000,,
21,0215558005457,บจ.ดี.เอ็น.แอล.กฎหมายและธุรกิจ จำกัด,6/8/2558," 1,000,000 ",ให้คำปรึกาาด้านกฏหมาย รับว่าความ ดำเนินคดีทั่วราชอาณาจักร ยึดทรัพยื บังคับคดี บัญชี ภาษีอากร,126/396 หมู่ที่ 2  ต.ทับมา อ.เมืองระยอง จ.ระยอง 21000,,
22,0215558005465,บจ.อรณิชชา สลิม แคร์ จำกัด,6/8/2558," 1,000,000 ",ประกอบกิจการขายส่งและขายปลีก เครื่องสำอาง ผลิตภัณฑ์เสริมอาหาร อาหารบำรุงสุขภาพ,75/56 ถนนชายกระป่อม 1  ต.เชิงเนิน อ.เมืองระยอง จ.ระยอง 21000,,
23,0215558005538,บจ.ทีพีดับเบิ้ลยู จำกัด,10/8/2558," 1,000,000 ",ประกอบกิจารซ่อมบำรุง ติดตั้ง แก้ไข หอกลั่นน้ำมันหรือปิโตรเลียมในนิคมอุตสาหกรรม,104 หมู่ที่ 1  ต.เชิงเนิน อ.เมืองระยอง จ.ระยอง 21000,,
24,0215558005562,บจ.จีทีจีเอส จำกัด,11/8/2558," 1,000,000 ",ประกอบกิจการให้บริการติดตั้ง ซ่อมบำรุงรักษาทุกประเภทในโรงงานอุตสาหกรรม,15/119 หมู่ที่ 3  ต.เชิงเนิน อ.เมืองระยอง จ.ระยอง 21000,,
25,0215558005783,บจ.ฐิติ เอ็นจิเนียริ่ง แอนด์ เซอร์วิส จำกัด,24/8/2558," 1,000,000 ",ประกอบกิจการงานช่างอุตสหกรรม ซ่อมบำรุงเครื่องจักรในโรงานอุตสาหกรรมทุกชนิด,151/4 หมู่ที่ 12  ต.ตะพง อ.เมืองระยอง จ.ระยอง 21000,,
26,0215558005911,บจ.โฟร์ตี้  ดีกรี จำกัด,31/8/2558," 1,000,000 ",ประกอบกิจการรับออกแบบและผลิตสื่อโฆษณาประชาสัมพันธ์ทุกชนิด,15/1 หมู่ที่ 1  ต.นาตาขวัญ อ.เมืองระยอง จ.ระยอง 21000,,
27,0213558002383,หจ.ศิริโชค เอ แอนด์ วี,13/8/2558," 1,000,000 ",ประกอบกิจารขนส่งและขนถ่ายสินค้าและคนโดยสารทั้งทางบกและทางน้ำ ทางอากาศ,153/1 หมู่ที่ 3  ต.กระแสบน อ.แกลง จ.ระยอง 21110,,
28,0213558002570,หจ.ฉายา แพคกิ้ง,27/8/2558," 1,000,000 ",ผลิตและขายสินค้าที่ผลิต สินค้าไม้พาเลท กล่องไม้ ลังไม้,47 หมู่ที่ 3  ต.เนินฆ้อ อ.แกลง จ.ระยอง 21110,,
29,0215558005490,บจ.น้ำกรดหยด ยางพารา การเกษตร จำกัด,7/8/2558," 1,000,000 ",ประกอบกิจการโรงงานผลิตน้ำกรดหยอดยางพารา รวมทั้งค้าน้ำกรดหยอดยางพารา,999 หมู่ที่ 9  ต.วังหว้า อ.แกลง จ.ระยอง 21110,,
30,0215558005716,บจ.จีแนธ เซอร์วิส จำกัด,20/8/2558," 1,000,000 ",ประกอบกิจการค้าขายน้ำมันเชื็อเพลิง สำหรับยานยนตืและจักยานยนต์,4/83 ซอยสุนทรโวหาร 9  ต.ทางเกวียน อ.แกลง จ.ระยอง 21110,,
31,0213558002316,หจ.พฤกษาธนสาร เอ็นจิเนียริ่ง,5/8/2558," 1,000,000 ",ประกอบกิจการค้า ติดตั้ง ซ่อมแซม บำรุงรักษาเกี่ยวกับอุปกรณ์เครื่องจักรในโรงงานอุตสาหกรรม,9/21 หมู่ที่ 11  ต.หนองละลอก อ.บ้านค่าย จ.ระยอง 21120,,
32,0215558005406,บจ.103 คอนสตรัคชั่น แอนด์ อีเลคทริค จำกัด,5/8/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง อาคารพาณิชย์ อาคารที่พักอาศัยและงานก่อสร้างอย่างอื่นทุกชนิด,103 หมู่บ้านบ้านหนองอ้อ หมู่ที่ 6  ต.ตาขัน อ.บ้านค่าย จ.ระยอง 21120,,
33,0215558005511,บจ.ดี-โอร่า 99 อินเตอร์เนชั่นแนล จำกัด,10/8/2558," 1,000,000 ",จำหน่ายเครื่องสำอางค์ ผลิตภัณฑ์ดูแลผิว ผลิตภัณฑ์เกี่ยวกับความงามและสุขภาพผลิตภัณฑ์อาหารเสริม,19/9 หมู่ที่ 1  ต.บางบุตร อ.บ้านค่าย จ.ระยอง 21120,,
34,0215558005619,บจ.สิทธิภรณ์ เอ็นจิเนียริ่ง จำกัด,14/8/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง อาคารพาณิชย์ อาคารที่พักอาศัย สถานที่ทำการ ถนน สะพาน เขื่อน,42/5 หมู่ที่ 5  ต.หนองตะพาน อ.บ้านค่าย จ.ระยอง 21120,,
35,0215558005694,บจ.พิชญาภร กรุ๊ป จำกัด,19/8/2558," 1,000,000 ",ก่อสร้างถนน ทางหลวง สะพานอุโมงค์,20 หมู่ที่ 4  ต.หนองละลอก อ.บ้านค่าย จ.ระยอง 21120,,
36,0213558002367,หจ.การวรรณี เซอร์วิส,10/8/2558," 1,000,000 ",กิจการรับเหมาพ่นทราย ยิงทราย พ่นสีฝุ่น บนผิวฌลหะทุกชนิด ทาสี เหล็กโครสร้างโรงงาน,9/231 หมู่ที่ 6  ต.บ้านฉาง อ.บ้านฉาง จ.ระยอง 21130,,
37,0213558002448,หจ.พัฒนะพร เอ็นจิเนียริ่ง,19/8/2558," 1,000,000 ",ประกอบกิจการค้า เครื่องมือกล เครื่องทุ่นแรง,115/83 หมู่ที่ 1  ต.บ้านฉาง อ.บ้านฉาง จ.ระยอง 21130,,
38,0213558002481,หจ.ดี ดวงพร ซัพพลาย,21/8/2558," 1,000,000 ",ประกอบกิจการค้า ยา ย่รักษาโรค เภสัชภัณฑ์ เคมีภัณฑ์ เครื่องมือแพทย์ เครื่องมือเครื่องใช้,68/25 หมู่ที่ 4  ต.บ้านฉาง อ.บ้านฉาง จ.ระยอง 21130,,
39,0213558002502,หจ.เอสเอ็มพี เอ็นจิเนียริ่ง แอนด์ ซัพพลาย 2015,25/8/2558," 1,000,000 ",ให้บริการซ่อมแซมบำรุงรักษาตรวจสอบทาสีแก้ไขตกแต่งอาคารทุกประเภท รวมทั้งรับทำงานโยธา,178/91 หมู่ที่ 4  ต.พลา อ.บ้านฉาง จ.ระยอง 21130,,
40,0213558002511,หจ.เอส.ที.เอส.เอ็นจิเนียริ่ง (2015),26/8/2558," 1,000,000 ",รับเหมาก่อสร้าง อาคารบ้านเรือน ตกแต่งภายในภายนอก,45/50 หมู่ที่ 5  ต.สำนักท้อน อ.บ้านฉาง จ.ระยอง 21130,,
41,0213558002553,หจ.กิจไพศาลบาดาล,26/8/2558," 1,000,000 ",ประกอบกิจการบริการเจาะน้ำบาดาล,9/256 หมู่ที่ 6  ต.บ้านฉาง อ.บ้านฉาง จ.ระยอง 21130,,
42,0215558005481,บจ.ทีซีอี เอ็นจิเนียริ่ง จำกัด,6/8/2558," 1,000,000 ",ประกอบกิจการรับจ้าง กลึง ผลิต งานโครงสร้างเหล้ก ประกอบชิ้นงานด้านการกลึง ม้วน ตัด พับ อัดขึ้นรูป,176/1 หมู่ที่ 5  ต.บ้านฉาง อ.บ้านฉาง จ.ระยอง 21130,,
43,0215558005554,บจ.วิริยะพัฒน์ (0104) จำกัด,11/8/2558," 1,000,000 ",ประกอบกิจการขายปลีก ขายส่ง วัสดุด้านความปลอดภัย ทุกชนิดทุกประเภทสินค้าเบ็ดเตล็ด,59/23 หมู่ที่ 2  ต.สำนักท้อน อ.บ้านฉาง จ.ระยอง 21130,,
44,0215558005571,บจ.โปรดักส์ พลัส จำกัด,11/8/2558," 1,000,000 ",จัดจำหน่ายสินค้า และผลิตภัณฑ์ที่มีความหลากหลาย ตรงตามวัตถุประสงค์ให้แก่บุคคล คณะบุคคล หน่วยราชการ,11/37 หมู่ที่ 6  ต.บ้านฉาง อ.บ้านฉาง จ.ระยอง 21130,,
45,0215558005643,บจ.เคเอ็มพี บิซิเนส กรุ๊ป จำกัด,18/8/2558," 1,000,000 ",ประกอบกิจการค้าเครื่องเคหภัณฑ์ เครื่องเขียน เฟอร์นิเจอร์ เครื่องครัว เครื่องใช้ไฟฟ้า อุปกณ์ไฟฟ้า,212/2 หมู่ที่ 2  ต.พลา อ.บ้านฉาง จ.ระยอง 21130,,
46,0215558005678,บจ.พัฒนกูล คอนสตรัคชั่น จำกัด,18/8/2558," 1,000,000 ",รับเหมาก่อสร้าง,53/9 หมู่ที่ 5  ต.บ้านฉาง อ.บ้านฉาง จ.ระยอง 21130,,
47,0215558005759,บจ.ชินวงษ์ ค้าวัสดุ แอนด์ซัพพลาย จำกัด,21/8/2558," 1,000,000 ",ประกอบกิจาการซื้อมาขายไป เช่น ปูน เหล็กทุกชนิด วัสดุก่อส้าง,137/147 หมู่ที่ 6  ต.พลา อ.บ้านฉาง จ.ระยอง 21130,,
48,0215558005856,บจ.แปดแลนด์ลอร์ด จำกัด,28/8/2558," 1,000,000 ",ประกอบกิจการซื้อ ขาย ให้เช่า นายหน้า ตลาดอสังหริมทรัพย์ จัดหารับเหมาและให้คำปรึกษาด้านอสังหริมทรพย์,189/107 หมู่ที่ 5  ต.บ้านฉาง อ.บ้านฉาง จ.ระยอง 21130,,
49,0215558005899,บจ.ประชุมมิตร พร็อพเพอร์ตี้ จำกัด,28/8/2558," 1,000,000 ",ประกอบกิจการซื้อขายที่ดิน จัดที่ดินพร้อมสิ่งปลูกสร้าง ตลอดจนเป็นเจ้าของที่ดินภายในเงื่อนไขที่กฎหมาย,5/51 หมู่ที่ 6  ต.บ้านฉาง อ.บ้านฉาง จ.ระยอง 21130,,
50,0213558002375,หจ.อารี เอ็นจิเนียริ่ง,13/8/2558," 1,000,000 ",ประกอบกิจการรับจ้าง กลึง เชื่อม ตัด ไส ปั้มขึ้นรูป ประกอบชิ้นงานตามแบบและรับหล่อโลหะทุกชนิดทุกประเภท,989/40 หมู่ที่ 4  ต.ปลวกแดง อ.ปลวกแดง จ.ระยอง 21140,,
51,0213558002464,หจ.รุ่งนิรันตร์ เอ็นจิเนียริ่ง,19/8/2558," 1,000,000 ",ประกอบกิจการรับจ้างผลิต แปรรูปงานเหล็ก โลหะ สแตนเลส อลูมิเนียม ทุกประเภท,161 หมู่ที่ 3  ต.แม่น้ำคู้ อ.ปลวกแดง จ.ระยอง 21140,,
52,0213558002545,หจ.มานะ การช่าง แอนด์ เซอร์วิส,26/8/2558," 1,000,000 ",ประกอบกิจการรับเหมางานเกี่ยวกับโครงสร้างเหล็ก หลังคา และรับเหมาแรงงาน,309 หมู่ที่ 6  ต.มาบยางพร อ.ปลวกแดง จ.ระยอง 21140,,
53,0215558005473,บจ.เอ็น.โอ.เค. ซัพพลาย แอนด์ เซอร์วิส จำกัด,6/8/2558," 1,000,000 ",ประกอบกิจการรับเหมาค่าแรงในกิจการทุกประเภท,999/139 หมู่ที่ 6  ต.มาบยางพร อ.ปลวกแดง จ.ระยอง 21140,,
54,0215558005708,บจ.ซีอาร์ ไปป์ แอนด์ คอนสตรัคชั่น จำกัด,20/8/2558," 1,000,000 ",รับเหมาประกอบเชื่อมงานโครงสร้างของโรงงาน และสิ่งก่อสร้างที่เกี่ยวข้อง,12/4 หมู่ที่ 5  ต.แม่น้ำคู้ อ.ปลวกแดง จ.ระยอง 21140,,
55,0215558005805,บจ.รีโนวาทีโอ เซอร์วิส จำกัด,25/8/2558," 1,000,000 ",ประกอบกิจการรับจ้างเหมาแรงงานในกิจการทุกประเภท,88/387 หมู่ที่ 4  ต.มาบยางพร อ.ปลวกแดง จ.ระยอง 21140,,
56,0215558005864,บจ.วีเอสซี (ไทยแลนด์) จำกัด,28/8/2558," 1,000,000 ",ประกอบกิจการบริการจัดหาที่พักในโรงแรม อาคารบ้านพักและเคหะสถานทั่วไปทั้งในและต่างประเทศบริการจัดหารถร,166/76 หมู่ที่ 5  ต.ปลวกแดง อ.ปลวกแดง จ.ระยอง 21140,,
57,0213558002308,หจ.อาร์วาย อีเว้นท์ แอนด์ ออร์แกไนเซอร์,3/8/2558," 1,000,000 ",ประกอบกิจการธุรกิจบันเทิง ให้บริการรับจัดงานคอนเสริร์ต จัดหาศิลปิน,25/2 ซอยน้ำเย็น ถนนสุขุมวิท  ต.เนินพระ อ.เมืองระยอง จ.ระยอง 21150,,
58,0213558002332,หจ.เอสเอส.พีพี เซอร์วิส แอนด์ ซัพพลาย,7/8/2558," 1,000,000 ",ประกอบกิจการรับเหมา ประกอบ เชื่อม ท่อทุกระบบ,423/25 ถนนสุขุมวิท  ต.ห้วยโป่ง อ.เมืองระยอง จ.ระยอง 21150,,
59,0213558002341,หจ.สิริมงคล คลีนนิ่ง เซอร์วิส,7/8/2558," 1,000,000 ",ประกอบกิจการทำความสะอาด บริการจัดสวน ตกแต่ง ดูแลบำรุงรักษาดอกไม้และสนามหญ้า,423/30 ถนนสุขุมวิท  ต.ห้วยโป่ง อ.เมืองระยอง จ.ระยอง 21150,,
60,0213558002359,หจ.กิ๊ฟ แตงกวา ทรานสปอร์ต แอนด์ เซอร์วิส,7/8/2558," 1,000,000 ",ประกอบกิจการให้บริการเช่ารถ รับส่ง พนักงาน,296/1 ถนนราษฎร์บำรุง  ต.เนินพระ อ.เมืองระยอง จ.ระยอง 21150,,
61,0213558002529,หจ.ศราวุฒิ เซอร์วิส,26/8/2558," 1,000,000 ",ประกอบกิจการให้เช่ายานยนต์ทุกประเภท พร้อมคนขับ,4/57 ซอยประปา 1 ถนนสุขุมวิท  ต.เนินพระ อ.เมืองระยอง จ.ระยอง 21150,,
62,0213558002537,หจ.เอส เอส เอ็น ซี ซัพพลาย,26/8/2558," 1,000,000 ",ประกอบกิจการับเหมาทั่วไป,10/5 ถนนบ้านล่าง  ต.ห้วยโป่ง อ.เมืองระยอง จ.ระยอง 21150,,
63,0213558002600,หจ.ตองทรัพย์ ทรานสปอร์ต 2558,31/8/2558," 1,000,000 ",ประกอบกิจการขนส่งและขนถ่ายสินค้า,52/97 ถนนราษฎร์บำรุง  ต.ห้วยโป่ง อ.เมืองระยอง จ.ระยอง 21150,,
64,0215558005368,บจ.ธนสาร เซอร์วิส แอนด์ ซัพพลาย จำกัด,4/8/2558," 1,000,000 ",ประกอบกิจการให้เช่ารถทุกประเภท,9/65 ซอยอุดมสุข ถนนวัดโขดหิน-เขาไผ่  ต.เนินพระ อ.เมืองระยอง จ.ระยอง 21150,,
65,0215558005449,บจ.เอสแอนด์ยู เอ็นจิเนียริ่ง แอนด์ คอนสตรัคชั่น จำกัด,5/8/2558," 1,000,000 ",ประกอบกิจการค้า ติดตั้ง ซ่อมแซม บำรุงรักษาเกี่ยวกับอุปกรณ์เครื่องจักร ในโรงงานอุตสาหกรรมทุกชนิด,11/26 ถนนหนองหว้า  ต.ห้วยโป่ง อ.เมืองระยอง จ.ระยอง 21150,,
66,0215558005520,บจ.โฮม ดีไซน์ ระยอง จำกัด,10/8/2558," 1,000,000 ",ประกอบกิจการ ออกแบบ ตกแต่งภายใน ภายนอกอาคาร,72/73 หมู่ที่ 1  ต.เนินพระ อ.เมืองระยอง จ.ระยอง 21150,,
67,0215558005597,บจ.สุวารีรุ่งเรือง จำกัด,14/8/2558," 1,000,000 ",ประกอบกิจการจำหน่ายน้ำมันเชื้อเพลิงและผลิตภัณฑ์ปิโตรเลียม,9/154 ถนนหลังศูนย์ราชการ  ต.เนินพระ อ.เมืองระยอง จ.ระยอง 21150,,
68,0215558005627,บจ.ควีน เซเลบริตี้ จำกัด,14/8/2558," 1,000,000 ",สถาบันเสริมความงามแบบครบวงจร รวมทั้งบริการสปาและรับเป็นที่ปรึกษาด้านความงาม,554 ถนนสุขุมวิท  ต.เนินพระ อ.เมืองระยอง จ.ระยอง 21150,,
69,0215558005775,บจ.เอพีพี เซอร์วิส แอนด์ ซัพพลาย จำกัด,24/8/2558," 1,000,000 ",ประกอบกิจการรับงานระบบไฟฟ้าทุกชนิด งานโครงสร้าง ซื้อขาย วัสดุอุปกรณไฟฟ้าทุกชนิด,20/22 ซอย3 (ถนนราษฎร์บำรุง)  ต.เนินพระ อ.เมืองระยอง จ.ระยอง 21150,,
70,0215558005821,บจ.ซันสตาร์ ซัพพลายแอนด์เซอร์วิส จำกัด,26/8/2558," 1,000,000 ",ประกอบกิจการซื้อขายสินค้าที่ใช้ในโรงงานอุตสาหกรรม รวมถึงเครื่องมือและอุปกรณ์เซฟตี้ทุกชนิด,18/29 ซอยไพศาล ถนนเนินพยอม  ต.มาบตาพุด อ.เมืองระยอง จ.ระยอง 21150,,
71,0215558005881,บจ.พรดิลก เอ็นจิเนียริ่ง จำกัด,28/8/2558," 1,000,000 ",ประกอบกิจการให้บริการซ่อมบำรุง เครื่องจักร อุปกรณ์ในโรงงาน และรับเหมางานทั่วไป,14/170 ซอยอุดมสุข ถนนวัดโขดหิน-เขาไผ่  ต.เนินพระ อ.เมืองระยอง จ.ระยอง 21150,,
72,0215558005902,บจ.เคเอ็นเค เอ็นจิเนียริ่ง แอนด์ เซอร์วิส จำกัด,28/8/2558," 1,000,000 ",ประกอบกิจการให้บริการตรวจสอบหม้อไอน้ำ ถังรับความร้อน และเครนทุกชนิด,197/14 หมู่ที่ 6  ต.เนินพระ อ.เมืองระยอง จ.ระยอง 21150,,
73,0213558002405,หจ.ธนทรัพย์มีโชค,14/8/2558," 1,000,000 ",ปรกอบกิจการติดตั้ง ซ่อมแซม บำรุงรักษา เกี่ยวกับอุปกรณ์เครื่องจักร,89/49 หมู่ที่ 8  ต.มาบข่า อ.นิคมพัฒนา จ.ระยอง 21180,,
74,0213558002430,หจ.รักษ์นาค เซอร์วิส แอนด์ ซัพพลาย,18/8/2558," 1,000,000 ",ประกอบกิจการให้เช่าเครื่องจักรในงานก่อสร้าง และอุปกรณ์,40/5 หมู่ที่ 3  ต.นิคมพัฒนา อ.นิคมพัฒนา จ.ระยอง 21180,,
75,0213558002596,หจ.พันหมื่นล้าน ฮาร์ดแวร์,31/8/2558," 1,000,000 ",ประกอบกิจการ จำหน่ายวัสดุอุปกรณ์ก่อสร้าง ฮาร์ดแวร์ทุกชนิดทุกประเภท,319/1 หมู่ที่ 2  ต.พนานิคม อ.นิคมพัฒนา จ.ระยอง 21180,,
76,0215558005384,บจ.พีเอสที เทค เอ็นจิเนียริ่ง จำกัด,5/8/2558," 1,000,000 ",ประกอบกิจการค้า ซื้อ ขาย จำหน่ายเครื่องจักรอุตสาหกรรม และอะไหล่ อิเลคทรอนิค,239/55 หมู่ที่ 6  ต.นิคมพัฒนา อ.นิคมพัฒนา จ.ระยอง 21180,,
77,0215558005651,บจ.พรนิชาการบัญชี และ กฎหมาย จำกัด,18/8/2558," 1,000,000 ",ประกอบกิจการรับทำบัญชีและตรวจสอบบัญชี การให้คำปรึกษาด้านภาษี,333/41 หมู่บ้านร่มเย็น หมู่ที่ 4  ต.นิคมพัฒนา อ.นิคมพัฒนา จ.ระยอง 21180,,
78,0215558005872,บจ.พี.เค.ทูลส์ แอนด์เอ็นจิเนียริ่ง จำกัด,28/8/2558," 1,000,000 ",ประกอบกิจการให้บริการติดตั้ง ซ่อมแซม และจำหน่ายเครื่องจักร ชิ้นส่วนอะไหล่เครื่องจักรทุกชนิด,11/51 หมู่ที่ 1  ต.นิคมพัฒนา อ.นิคมพัฒนา จ.ระยอง 21180,,
79,0213558002588,หจ.บราเธอร์ เซอร์วิส แอนด์  ซัพพลาย,28/8/2558," 1,000,000 ",ประกอบกิจการบริการรับเป็นผู้จัดการและดุแลผลประโยชน์เก็บผลประโยชน์และจัดการทรัพยืสินให้บุคคลอื่น,150 หมู่ที่ 3  ต.กร่ำ อ.แกลง จ.ระยอง 21190,,
80,0215558005848,บจ.โซชายคอสเมติก จำกัด,27/8/2558," 1,000,000 ",ประกอบกิจการซื้อขายสินค้าทั่วไป,14/2 หมู่ที่ 3  ต.พลงตาเอี่ยม อ.วังจันทร์ จ.ระยอง 21210,,
81,0213558002324,หจ.ตรีวัฒน์ ซัพพลาย,6/8/2558," 600,000 ",ประกอบกิจการให้บริการติดตั้ง ต่อเติม งานโครงสร้างเหล็กทุกชนิด,180/238 หมู่ที่ 5  ต.บ้านฉาง อ.บ้านฉาง จ.ระยอง 21130,,
82,0215558005422,บจ.สุขเกษม แทกซ์แอนด์เซอร์วิส จำกัด,5/8/2558," 500,000 ",ประกอบกิจการเกี่ยวกับบัญชีการทำบัญชี การให้คำปรึกษาด้านภาษี และการวางระบบบัญชีและซอฟแวร์,99/164 หมู่ที่ 6  ต.ทับมา อ.เมืองระยอง จ.ระยอง 21000,,
83,0215558005431,บจ.เอสเคเอส แทกซ์แอนด์เซอร์วิส จำกัด,5/8/2558," 500,000 ",ประกอบกิจการเกี่ยวกับบัญชีการทำบัญชีการให้คำปรึกษาด้านภาษี การวางระบบบัญชีและซอฟต์แวร์,99/164 หมู่ที่ 6  ต.ทับมา อ.เมืองระยอง จ.ระยอง 21000,,
84,0213558002456,หจ.เอส.เอส.เค. พาร์ท เซอร์วิส,19/8/2558," 500,000 ",ประกอบกิจการรับเหมาค่าแรงงาน,123/17 หมู่ที่ 5 ถนนสุขุมวิท  ต.บ้านฉาง อ.บ้านฉาง จ.ระยอง 21130,,
85,0213558002499,หจ.เอสดับบลิว ซัพพลาย แอนด์ คอนสตรัคชั่น,24/8/2558," 500,000 ",ประกอบกิจการรับเหมาก่อสร้างอาคาร อาคารพาณิชย์ อาคารที่พักอาสัย ถนน สะพาน เขื่อน อุโมงค์,83/75 หมู่ที่ 1  ต.บ้านฉาง อ.บ้านฉาง จ.ระยอง 21130,,
86,0213558002391,หจ.ไพศาลการยาง เจซีบี เซอร์วิส,14/8/2558," 500,000 ",ประกอบการขนส่ง ให้เช่ารถเจบีซี รถหกล้อ และให้บริการรถบรรทุกต่างๆ,57/1 ถนนหนองหว้า  ต.ห้วยโป่ง อ.เมืองระยอง จ.ระยอง 21150,,
87,0213558002472,หจ.อนุพงศ์ คาร์เร้นท์,20/8/2558," 500,000 ",ประกอบกิจการให้บริการ ให้เช่า รถตู้และยานพาหนะทุกประเภท,62 ถนนมาบชลูด-แหลมสม  ต.ห้วยโป่ง อ.เมืองระยอง จ.ระยอง 21150,,
88,0213558002421,หจ.กิจอำพร เอ็นจิเนียริ่ง,18/8/2558," 400,000 ",ประกอบกิจการให้บริการออกอบบ เขียนแบบ เครื่องจักร ชิ้นส่วน อะไหล่ เครื่องจักรทุกชนิด,50/7 หมู่ที่ 3  ต.ชากบก อ.บ้านค่าย จ.ระยอง 21120,,
89,0215558005635,บจ.เอ็นพีเอ็ม โซลูชั่นส์ จำกัด,17/8/2558," 200,000 ",ประกอบกิจการจำหน่ายสินค้าอุปโภค บริโภค สินค้าอุตสาหกรรม อุปกรณ์รักษาความปลอดภัจทุกชนิด,9/26 หมู่ที่ 2  ต.ทับมา อ.เมืองระยอง จ.ระยอง 21000,,
1,0225558000749,บจ.รุ่งทวีทรัพย์ บูทิค โฮเทล จำกัด,14/8/2558," 5,000,000 ",การโรงแรม ภัตตาคาร บาร์ ไนท์คลับ โบล์ลิ่ง อาบอบนวด โรงภาพยนตร์และโรงมหรสพอื่น,30/175 หมู่ที่ 7  ต.จันทนิมิต อ.เมืองจันทบุรี จ.จันทบุรี 22000,,
2,0225558000781,บจ.เอเอเอ็ม ตะเคียนคู่ จำกัด,27/8/2558," 2,000,000 ",การซื้อ ขาย เช่า ให้เช่า เช่าซื้อ รถจักรยานยนต์,555/12 หมู่ที่ 5  ต.ท่าช้าง อ.เมืองจันทบุรี จ.จันทบุรี 22000,,
